source_ref_id,repo_relative_path,windows_absolute_path,document_sha256,heading,start_line,end_line,anchor_excerpt,anchor_hash,source_type,authority_level,why_relevant,last_verified
SRCREF-01267,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,55,55,"ADR-054,Machine-readable architecture registry,ACCEPTED,A/B boundary,W03,Maintain component/interface/data-zone/dependency rules in configs/architecture_registry.json and validate them in tests.,W03 adaptive review; anti-drift,,""Registry captures logical architecture, not all later domain schemas.""",195f07f8f8b1c288fbc9361991cf0cefead06a7786d34710eebbe021f952ea85,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-054,2026-08-08
SRCREF-01268,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,56,56,"ADR-055,Separate requirement class/lifecycle/evidence status,ACCEPTED,A,W04,""Track Level A/B/C class, requirement lifecycle, and acceptance evidence state independently."",W04 requirements audit; anti-false-completion,,Prevents a mandatory future requirement from being mislabeled PASS before evidence exists.",931e2da142f038b1c96a24e2271a7461edca405ebfe09fe2cd0dbdba06e2f02a,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-055,2026-08-08
SRCREF-01269,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,57,57,"ADR-056,Machine-readable acceptance registry and full coverage,ACCEPTED,A,W04,""Maintain acceptance controls, thresholds and requirement/ADR/risk mappings in machine-readable registries validated by repository tooling."",Master acceptance/traceability mandate; W04 adaptive review,,Representation may evolve through ADR wi",5a237b21640ee7acb01141c5dcd10b02ce9284265283b03dc4532c070785b605,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-056,2026-08-08
SRCREF-01270,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,58,58,"ADR-057,No fabricated quantitative acceptance thresholds,ACCEPTED,A,W04,Record unknown numerical thresholds as TBD_BY_EVIDENCE/TBD_BY_BENCHMARK and assign owning waves; do not invent false precision in W04.,Master no-fabricated-metrics rule; W04 hardening,,W17/W19-W23 own evidence-derived values.",4e652817aeb3330c56efcaf62504c7e6864434b552bc771e73277c0a226bc7db,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-057,2026-08-08
SRCREF-01271,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,59,59,"ADR-058,Protected temporal/leakage controls fail closed and block release,ACCEPTED,A,W04,""PIT ambiguity, leakage, canonical-game split safety and BAS expected-margin temporal failures block affected data/model/forecast release."",PIT invariants; RISK-001/002/028,,No waiver by research agent.",7f484ca99cf36291384a0b10d8735f4c94145233434a13faf40dc6fe104e1417,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-058,2026-08-08
SRCREF-01272,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,60,60,"ADR-059,Protected test seal and precommitted promotion criteria,ACCEPTED,A,W04,Freeze protected periods and promotion criteria before inspecting protected results; protected results are not tuning feedback.,Champion/challenger governance; statistical validity,,W17 implements detailed protocol.",7c85e8c2fd0879602476e5f2ec294fb352c5c8b841d8317fd85893c5698ff3f7,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-059,2026-08-08
SRCREF-01273,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,61,61,"ADR-060,Acceptance uses multiple evidence modes,ACCEPTED,A,W04,Use static/unit/integration/replay/scientific/benchmark/manual evidence according to requirement nature rather than forcing every requirement into a unit test.,W04 acceptance analysis,,Manual decisions must still be traceable.",cc0d59b072423c094c51e2c301918a56d5ff82902ff1fc618327bd694023e669,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-060,2026-08-08
SRCREF-01274,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,62,62,"ADR-061,Explicit trust boundary and fail-closed untrusted inputs,ACCEPTED,A,W04,Treat external files/APIs/pages/LLM extraction as untrusted data; validate before canonical use and never execute source-provided code/instructions.,Security hardening; existing safe ZIP tooling,,Provider-specific controls are added in W06-",438e83a9b0b8912b83e8ae096b3180319fc6e68e0805a84dfbabc5544b70a2ce,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-061,2026-08-08
SRCREF-01275,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,63,63,"ADR-062,Forecast reproducibility is lineage-replay based,ACCEPTED,A,W04,""Reproducibility means immutable linked data/feature/model/config/environment evidence sufficient to replay/explain a forecast, not merely rerunning latest code."",Snapshot architecture; provenance requirements,,Exact storage schemas remain later-wa",13daf76af7802616b8fc55fee1d8fd2de906a755a520d05d3b96c4766ed5242c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-062,2026-08-08
SRCREF-01276,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,64,64,"ADR-063,Performance budgets require target-hardware benchmark evidence,ACCEPTED,A,W04,Do not freeze arbitrary runtime/RAM/storage limits before representative/full workload benchmarks on the target local machine.,Local-first objective; no fake precision,,W19-W23 populate performance thresholds.",98bcd6abdc68927513a56473f435f2e182a7246918c96f629bfe1abd0b0a2923,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-063,2026-08-08
SRCREF-01277,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,65,65,"ADR-064,Bidirectional acceptance traceability across REQ/ADR/RISK,ACCEPTED,A,W04,""Every requirement, ADR and risk maps to acceptance controls so changes/failures identify affected governance objects."",Master traceability/acceptance mandate,,Validated by tools/validate_acceptance.py.",26d1fc0315a83a9c0ef2ab103863b91418d0e2926981913cbbf5d671c54b3ee0,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-064,2026-08-08
SRCREF-01278,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,66,66,"ADR-065,""Capability phases are organizational, waves remain execution authority"",ACCEPTED,A/B boundary,W05,Use five capability phases to organize work while the exactly-25-wave program remains the execution/control sequence.,master W05 + REQ-001/REQ-234,,Prevents phase labels from silently creating/reordering waves.",9c2e11cea8b0d37b2fb137acfadfa091719fdfb5b90cf1002fa5816ab50f8a63,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-065,2026-08-08
SRCREF-01279,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,67,67,"ADR-066,Stable epic/task IDs and machine-readable WBS,ACCEPTED,A,W05,Use stable EPIC/TASK IDs in CSV/JSON as the canonical implementation backlog.,W05 planning need,,",a8c21b593df888196ace9f00402f9ef09a7eb5a99804b8452397b42617a095e6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-066,2026-08-08
SRCREF-01280,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,68,68,"ADR-067,DAG/gates instead of fabricated calendar schedule,ACCEPTED,A,W05,Represent implementation order using dependencies/readiness gates; do not invent hour/date estimates.,master W05,,",97d0456d41125705f68e188a0f94c04e559bf4f1ee3ef112032d7e33f09d740d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-067,2026-08-08
SRCREF-01281,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,69,69,"ADR-068,Critical path means dependency-critical spine,ACCEPTED,A,W05,""Critical path is a dependency/gating spine, not a duration-optimized CPM calculation without task durations."",REQ-221/236,,",21f2402a59a334cb2c5472992a682257a4ab6e088cc60c92430be77d49e69a75,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-068,2026-08-08
SRCREF-01282,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,70,70,"ADR-069,Five complexity classes describe coupling and risk,ACCEPTED,B,W05,""C1-C5 classify scope/coupling/uncertainty/protected-contract risk, not elapsed time."",W05 adaptive review,,",1a0799dead96c343c839bd4c08a5109c5fbd95337bf0f7770bf3832ac6e56a54,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-069,2026-08-08
SRCREF-01283,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,71,71,"ADR-070,Mandatory W06 implementation replan gate,ACCEPTED,A,W05,W06 source research must explicitly revalidate source-dependent future tasks before they become ready.,master W05/W06,,",5e0a3a486188ca0c43f5d7ddf2e57e56e2946354810b67e8f724353e8084c71e,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-070,2026-08-08
SRCREF-01284,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,72,72,"ADR-071,Source-dependent tasks provisional until W06,ACCEPTED,A,W05,Mark W07+ source/schema-dependent tasks PLANNED_REVALIDATE_AFTER_W06.,master W05/W06,,",088fdce56b62b0269c3bf9bdd76c67575becf9895a310588a217c0aee4d2a9c0,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-071,2026-08-08
SRCREF-01285,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,73,73,"ADR-072,Codex packets are bounded implementation slices,ACCEPTED,B,W05,Use work packets spanning coherent task slices with outputs/tests/acceptance/stop conditions; avoid micro-handoff prompt fragmentation.,master W05 + W02 worktree contract,,",d09572de7d4d6500329723a360780a3990c4380ae161986b99b7133673cbcd5b,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-072,2026-08-08
SRCREF-01286,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,74,74,"ADR-073,Serialize unfrozen shared-contract mutations,ACCEPTED,A,W05,Only one workstream mutates an unfrozen shared contract at a time; parallelism targets independent modules or stable interfaces.,architecture integrity,,",c8fffa295fcccdcea2d0a7dd5ed7a907cb7163c81676af5a418c0d13312698a3,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-073,2026-08-08
SRCREF-01287,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,75,75,"ADR-074,Bounded adaptive parallelism over fixed concurrency,ACCEPTED,B,W05,Run as many independent worktrees as dependencies/local resources allow; do not hard-code a concurrency count that ignores current constraints.,local-first constraint,,",8630f707931a4485afd8882fa2dd096101536e8dd4be7732d30cf57dd1cc3fae,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-074,2026-08-08
SRCREF-01288,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,76,76,"ADR-075,Evidence gate required before DONE/integration,ACCEPTED,A,W05,""Task completion requires required test/evidence controls, not code presence alone."",W04 acceptance architecture,,",26d7370ec5b8dae4ca92d47280ae3bdf686c6a5d095fed4ed24499db300abc34,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-075,2026-08-08
SRCREF-01289,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,77,77,"ADR-076,W05 backlog is revisable evidence-controlled plan,ACCEPTED,B,W05,Treat W05 ordering/task details as a strong implementation baseline that can change through W06/later evidence-backed revisions without losing IDs/history.,adaptive mandate,,",f8ef619d40f770d27da74edc06358eac3786a46b39edd66bd3dfa5ae33c3eaa7,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-076,2026-08-08
SRCREF-01290,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,78,78,"ADR-077,Official availability reports are primary where policy covers the game,ACCEPTED,A,W06,Use versioned official conference/CFP availability reports as primary evidence when covered; aggregators/media remain fallback/enrichment.,,,",f1ccd3e8f8e007820e0eb827db546ecfb0527696700c0b905b14f7fdeb60e0f6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-077,2026-08-08
SRCREF-01291,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,79,79,"ADR-078,Issued weather model runs replace observed-weather proxies for historical forecast state,ACCEPTED,A,W06,Historical forecast weather uses NOAA/Open-Meteo archived issued runs with model/init/lead/valid-time provenance; observations are separate.,,,",91204cf0a186f471f6c57dba8f858f6c712e8d6e578caf9bc5a6a49e6918f16c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-078,2026-08-08
SRCREF-01292,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,80,80,"ADR-079,Timestamped market providers are optional market-lane enrichment,ACCEPTED,A/B boundary,W06,Use timestamped market snapshot providers when justified; preserve pure-football lane and never make paid market history a core dependency.,,,",d897b1d9ea4dfadd4460d779e961f91b96a967813f1d34ec982b49303aac421d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-079,2026-08-08
SRCREF-01293,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,81,81,"ADR-080,Official lower-division statistics strengthen bounded priors,ACCEPTED,B,W06,""Use NCAA FCS/DII/DIII, NAIA and NJCAA official statistics for bounded opponent/transfer priors while avoiding equal-resolution recursive modeling."",,,",d6f5a70c4887227a49a1daeb5fbbe3b1036de11bef5a94f8a86d83c8a5e45b84,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-080,2026-08-08
SRCREF-01294,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,82,82,"ADR-081,Rule era expands to effective-dated regulatory environment,ACCEPTED,A,W06,""Represent material roster, eligibility and transfer governance changes alongside playing rules using publication/adoption/effective dates."",,,",78c1af0daf2d311a926d946f73daaf9aaf25bd8701fed4d37f4803db91c43725,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-081,2026-08-08
SRCREF-01295,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,83,83,"ADR-082,Derived data requires explicit upstream provenance,ACCEPTED,A,W06,SportsDataverse/CFBD and similar derived data retain upstream publisher/source lineage and are not treated as independent corroboration when sharing upstreams.,,,",251b16da29c3046b4b2d620f304e09ede062401542fb158e7ce48f055e3ec60f,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-082,2026-08-08
SRCREF-01296,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,84,84,"ADR-083,Commercial advanced data remains adapter-isolated and nonblocking,ACCEPTED,B,W06,Commercial injury/live/charting/tracking providers are optional adapters/research lanes until value/cost/rights justify promotion.,,,",6dd7017b40b085e5b71919953c98bf387528581f641b36498f9c4ae68990dc84,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-083,2026-08-08
SRCREF-01297,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,85,85,"ADR-084,Private-school resource proxies remain semantically separate,ACCEPTED,A,W06,IRS/institutional proxy evidence may reduce missingness but cannot be presented as football-specific spending without direct evidence.,,,",4fe71495f3c757fa25d23ccf2cc364ed04d684db363be9dd6a706c8a2b8e8fd3,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-084,2026-08-08
SRCREF-01298,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,86,86,"ADR-085,Current source research does not require distributed service architecture,ACCEPTED,B,W06,Retain W03 modular monolith/snapshot serving; source diversity is handled through adapters and temporal evidence contracts.,,,",77a94cf8a3c24f49a5f1d66332bf620febb820861a7592ca42e38d6c9f83fc98,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-085,2026-08-08
SRCREF-01299,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,87,87,"ADR-086,Mutable official reports require publication/version observations,ACCEPTED,A,W06,""Availability, rankings and edited official pages are stored as versioned observations with publication/first-known/retrieval semantics rather than overwritten current state."",,,",363e9997f4288754abd7fdccc4154b7deaccbc7bff3df9cf9488b94e8c1df7c6,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-086,2026-08-08
SRCREF-01300,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,88,88,"ADR-087,W06 replan clears but does not freeze future source choices forever,ACCEPTED,A/B boundary,W06,Clear W07 readiness using W06 evidence while retaining W24 source refresh and future evidence-backed source substitutions.,,,",9286b883b159cb2e4a507ffe056d2ffbd72eb3c032b57f886bc6c31909a8e93b,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-087,2026-08-08
SRCREF-01301,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,89,89,"ADR-088,Public access is not redistribution permission,ACCEPTED,A,W06,Raw data may remain local; public repository inclusion requires explicit rights/terms/attribution decision independent of URL accessibility.,,,",fd7c5e9c88da8f6dd9d4100e2a2b287ca13d495721d2148f9b0a06973586e222,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-088,2026-08-08
SRCREF-01302,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,90,90,"ADR-089,Opaque prefixed UUID surrogate is current canonical-ID representation default,ACCEPTED,B,W07,Use type-prefixed UUID4 hex as the dependency-free representation default for surrogate canonical IDs; the protected invariants are opacity/stability/no source coupling and the representation may change before real IDs ",27ef0b25bb914745f8173a793757a7a9cf1e356964b1bd2f2917243e6009ce5d,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-089,2026-08-08
SRCREF-01303,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,91,91,"ADR-090,Source mappings are first-class append-only decision records,ACCEPTED,A,W07,""Represent source-system/type/key to canonical mappings as auditable records with evidence, method, state and supersession rather than overwriting a lookup table in place."",Recon canonical rules; W07,,",366da73320d4326e781c3291d2193fbfaa975e5eaa2f0cd76287b9a5d91ab41c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-090,2026-08-08
SRCREF-01304,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,92,92,"ADR-091,Direct source IDs are mapping evidence only after contract validation,ACCEPTED,A,W07,A provider ID may support deterministic mapping only after its semantics/uniqueness/scope are validated; canonical IDs never become aliases for unverified source IDs.,Recon join contracts,,",5d88379f0617765c2a508b9dfad8c33b25a44d5601866a79cd825dd72a81f3b5,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-091,2026-08-08
SRCREF-01305,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,93,93,"ADR-092,""Fuzzy/name matching is candidate generation, not canonical truth"",ACCEPTED,A,W07,""Disable fuzzy auto-accept in W07; only verified existing/direct/crosswalk mapping classes auto-accept, while ambiguous candidates enter review."",REQ-266/278; THR-008,,",e856c020f5467e0dec5503ba10fd7bebc2a45c2030619f45bab36783aa826519,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-092,2026-08-08
SRCREF-01306,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,94,94,"ADR-093,""Human identity is separated from roles, teams and mutable attributes"",ACCEPTED,A,W07,Player transfers and coach role/team changes are episodes/observations linked to stable human identity.,Recon canonical registry/roster identity policy,,",43461402537e8f0c1c13c1881b234fbf0dd0e8c15ffe23d68621018e027d7018,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-093,2026-08-08
SRCREF-01307,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,95,95,"ADR-094,Identity corrections use merge/split/supersession history,ACCEPTED,A,W07,Never destructively delete/reuse assigned canonical identities; corrections preserve old decisions/data versions and add redirects or split mappings.,W07 correction design,,",c2af8b971f763631646b26aed1dbcd6774f4764377576b8354c408e3e582f2bd,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-094,2026-08-08
SRCREF-01308,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,96,96,"ADR-095,""Game identity represents the underlying contest, not current schedule fields"",ACCEPTED,A,W07,Retain game identity through supported reschedule/venue/status changes; create a new identity for replacement matchups; annotate forfeit/vacated results without changing identity.,Master game edge cases; recon join con",d9341de9262a15da6075082b15782c66d039e8982f6bdc43bf940e18c4522fc5,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-095,2026-08-08
SRCREF-01309,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,97,97,"ADR-096,Mutable source evidence uses layered identity,ACCEPTED,A,W07,""Separate source system, resource, publication version, raw capture and parsed source observation so edited reports/pages and retrieval events remain reconstructible."",ADR-086; W06 research,,",3729ea47215796a84519823485fb6034180160fa94764bd8d9ef70c059c76a6b,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-096,2026-08-08
SRCREF-01310,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,98,98,"ADR-097,PostgreSQL remains deferred for canonical identity workflow,ACCEPTED,B,W07,Current single-writer append-only mapping/decision workflow does not justify a relational server; retain Parquet/DuckDB default behind storage ports and reopen on real concurrent transactional need.,W03 ADR-043; W07 workload evaluation,,",a800844f9ecd20f8b6f36bbbf26d016ae604b734f94c73c4b4f5a7a9fb0bfa5c,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-097,2026-08-08
SRCREF-01311,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,99,99,"ADR-098,Review queue is a derived view over immutable candidate/decision events,ACCEPTED,B,W07,Do not require a mutable queue table; derive current unresolved/review state from append-only candidates and latest non-superseded decisions.,W07 resolution/storage evaluation,,",f689e866fdd2233ac79911814c91477f7c04693c2517421dcc71db02e989afa5,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-098,2026-08-08
SRCREF-01312,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,100,100,"ADR-099,No graph database is required for canonical relationships,ACCEPTED,B,W07,Represent identity relationships/episodes as normalized tables/contracts; adopt graph infrastructure only if a later measured workload justifies it.,No-cargo-cult rule; W07,,",bb5234f5babba6decfab1483053f25643d05443292ad44055e3cbf4019f4c56e,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-099,2026-08-08
SRCREF-01313,governance/ADR_INDEX.csv,C:\BatteredAggieSyndrome\governance\ADR_INDEX.csv,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,,101,101,"ADR-100,W07 identity contracts are frozen for W08 but implementation benchmark remains W19,ACCEPTED,A/B boundary,W07,W08 may rely on canonical identity/evidence layers; W19 still owns materialized resolver/storage throughput benchmarks and any labeled fuzzy auto-accept threshold.,W07 gate,,",09bf72a20286dff608528adc719b1f16df8e8cc962d85b4735429bbe9fc74930,csv,CURRENT_MACHINE_REGISTRY,Authoritative registry row for ADR-100,2026-08-08
