local_id,jira_key,import_id,issue_type,summary,parent,epic,phase,priority,workflow_state,maturity_before,maturity_after,evidence_state,ready,blocked_by,critical_path,component,execution_lane,execution_mode,historical_classification,owner_wave,read_file_count,touch_file_count,source_ids,primary_source_refs,canonical_record,generated_markdown
POST-SUBTASK-105,BAT-455,100409,Subtask,[POST-SUBTASK-105] Publish signed champion/retain-incumbent/no-champion artifacts and the full promotion gate matrix,POST-STORY-035,POST-EPIC-011,PHASE-4,P1,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-087;POST-SUBTASK-096;POST-SUBTASK-102;POST-SUBTASK-103;POST-SUBTASK-104,true,validation-promotion,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,14,0,GAP-008;GAP-009;HANDOFF-006;HANDOFF-007;ISSUE-030;ISSUE-038,SRCREF-02071;SRCREF-02072;SRCREF-02073;SRCREF-02074;SRCREF-02075;SRCREF-02076;SRCREF-02077;SRCREF-02078,jira/records/issues/subtasks/POST-SUBTASK-105_publish_signed_champion_retain_incumbent_no_champion_artifacts_and_the_full_prom.json,jira/issues/subtasks/POST-SUBTASK-105_publish_signed_champion_retain_incumbent_no_champion_artifacts_and_the_full_prom.md
POST-SUBTASK-106,BAT-456,100410,Subtask,"[POST-SUBTASK-106] Wire approved adapters through immutable raw capture, normalization, entities, PIT state, features, approved model, calibration, and prediction",POST-STORY-036,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-105,false,mlops,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-106_wire_approved_adapters_through_immutable_raw_capture_normalization_entities_pit_.json,jira/issues/subtasks/POST-SUBTASK-106_wire_approved_adapters_through_immutable_raw_capture_normalization_entities_pit_.md
POST-SUBTASK-107,BAT-457,100411,Subtask,"[POST-SUBTASK-107] Implement deterministic run identities, checkpoints, retries, resume, quarantine, rerun, and failure propagation",POST-STORY-036,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106,false,mlops,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,2,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-107_implement_deterministic_run_identities_checkpoints_retries_resume_quarantine_rer.json,jira/issues/subtasks/POST-SUBTASK-107_implement_deterministic_run_identities_checkpoints_retries_resume_quarantine_rer.md
POST-SUBTASK-108,BAT-458,100412,Subtask,"[POST-SUBTASK-108] Validate representative real end-to-end run lineage, resources, blockers, and no-fixture production behavior",POST-STORY-036,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-105;POST-SUBTASK-106;POST-SUBTASK-107,false,mlops,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-108_validate_representative_real_end_to_end_run_lineage_resources_blockers_and_no_fi.json,jira/issues/subtasks/POST-SUBTASK-108_validate_representative_real_end_to_end_run_lineage_resources_blockers_and_no_fi.md
POST-SUBTASK-109,BAT-459,100413,Subtask,[POST-SUBTASK-109] Implement season/week/data-drift/performance retraining triggers and execute reproducible challenger runs against the current champion,POST-STORY-037,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-108,false,mlops,RESEARCH_LANE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,1,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-109_implement_season_week_data_drift_performance_retraining_triggers_and_execute_rep.json,jira/issues/subtasks/POST-SUBTASK-109_implement_season_week_data_drift_performance_retraining_triggers_and_execute_rep.md
POST-SUBTASK-110,BAT-460,100414,Subtask,[POST-SUBTASK-110] Build immutable forecast snapshots containing coherent scores/probabilities/uncertainty/A&M/BAS outputs plus exact state/run/model identities,POST-STORY-037,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-108;POST-SUBTASK-109,false,mlops,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,0,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-110_build_immutable_forecast_snapshots_containing_coherent_scores_probabilities_unce.json,jira/issues/subtasks/POST-SUBTASK-110_build_immutable_forecast_snapshots_containing_coherent_scores_probabilities_unce.md
POST-SUBTASK-111,BAT-461,100415,Subtask,"[POST-SUBTASK-111] Apply promotion/rollback policy, atomically activate approved snapshots, and validate immutability/freshness/consumer compatibility",POST-STORY-037,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-108;POST-SUBTASK-109;POST-SUBTASK-110,false,mlops,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,0,GAP-012;HANDOFF-010,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-111_apply_promotion_rollback_policy_atomically_activate_approved_snapshots_and_valid.json,jira/issues/subtasks/POST-SUBTASK-111_apply_promotion_rollback_policy_atomically_activate_approved_snapshots_and_valid.md
POST-SUBTASK-112,BAT-462,100416,Subtask,"[POST-SUBTASK-112] Execute repeated real-source shadow weekly runs with timeliness, freshness, resource, coverage, intervention, and failure ledger",POST-STORY-038,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-111,false,mlops,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-010;HANDOFF-011,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-112_execute_repeated_real_source_shadow_weekly_runs_with_timeliness_freshness_resour.json,jira/issues/subtasks/POST-SUBTASK-112_execute_repeated_real_source_shadow_weekly_runs_with_timeliness_freshness_resour.md
POST-SUBTASK-113,BAT-463,100417,Subtask,"[POST-SUBTASK-113] Run source outage, schema drift, disk pressure, corrupt artifact, stale forecast, interrupted run, and rollback drills",POST-STORY-038,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-111;POST-SUBTASK-112,false,mlops,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,0,GAP-012;HANDOFF-010;HANDOFF-011,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-113_run_source_outage_schema_drift_disk_pressure_corrupt_artifact_stale_forecast_int.json,jira/issues/subtasks/POST-SUBTASK-113_run_source_outage_schema_drift_disk_pressure_corrupt_artifact_stale_forecast_int.md
POST-SUBTASK-114,BAT-464,100418,Subtask,[POST-SUBTASK-114] Approve or retain-blocked the autonomous weekly operating maturity decision,POST-STORY-038,POST-EPIC-012,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-111;POST-SUBTASK-112;POST-SUBTASK-113,false,mlops,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-010;HANDOFF-011;ISSUE-010;ISSUE-033;ISSUE-081,SRCREF-02079;SRCREF-02080;SRCREF-02081;SRCREF-02082;SRCREF-02083;SRCREF-02084;SRCREF-02001;SRCREF-02002,jira/records/issues/subtasks/POST-SUBTASK-114_approve_or_retain_blocked_the_autonomous_weekly_operating_maturity_decision.json,jira/issues/subtasks/POST-SUBTASK-114_approve_or_retain_blocked_the_autonomous_weekly_operating_maturity_decision.md
POST-SUBTASK-115,BAT-465,100419,Subtask,"[POST-SUBTASK-115] Implement approved active/archive snapshot repository, model/run lookup, and atomic read behavior",POST-STORY-039,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-111,false,serving-product,SOLO_WORKTREE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,2,GAP-012;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-115_implement_approved_active_archive_snapshot_repository_model_run_lookup_and_atomi.json,jira/issues/subtasks/POST-SUBTASK-115_implement_approved_active_archive_snapshot_repository_model_run_lookup_and_atomi.md
POST-SUBTASK-116,BAT-466,100420,Subtask,[POST-SUBTASK-116] Implement versioned forecast/game/team/A&M/BAS/health/freshness endpoints and OpenAPI contract,POST-STORY-039,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-111;POST-SUBTASK-115,false,serving-product,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,2,GAP-012;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-116_implement_versioned_forecast_game_team_a_and_m_bas_health_freshness_endpoints_an.json,jira/issues/subtasks/POST-SUBTASK-116_implement_versioned_forecast_game_team_a_and_m_bas_health_freshness_endpoints_an.md
POST-SUBTASK-117,BAT-467,100421,Subtask,"[POST-SUBTASK-117] Validate schema, authorization, snapshot consistency, stale/no-champion/null-BAS states, and restricted-data protection",POST-STORY-039,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-111;POST-SUBTASK-115;POST-SUBTASK-116,false,serving-product,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-117_validate_schema_authorization_snapshot_consistency_stale_no_champion_null_bas_st.json,jira/issues/subtasks/POST-SUBTASK-117_validate_schema_authorization_snapshot_consistency_stale_no_champion_null_bas_st.md
POST-SUBTASK-118,BAT-468,100422,Subtask,"[POST-SUBTASK-118] Build game/A&M views for score, win probability, margin, distributions, intervals, scenarios, cutoff, freshness, and model identity",POST-STORY-040,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-117,false,serving-product,SOLO_WORKTREE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,2,GAP-012;HANDOFF-009;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-118_build_game_a_and_m_views_for_score_win_probability_margin_distributions_interval.json,jira/issues/subtasks/POST-SUBTASK-118_build_game_a_and_m_views_for_score_win_probability_margin_distributions_interval.md
POST-SUBTASK-119,BAT-469,100423,Subtask,"[POST-SUBTASK-119] Build BAS ≥3/7/14/21, component, witty-copy, scientific caveat, no-effect, and unavailable presentation",POST-STORY-040,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-117;POST-SUBTASK-118,false,serving-product,SOLO_WORKTREE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,1,GAP-012;HANDOFF-009;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-119_build_bas_3_7_14_21_component_witty_copy_scientific_caveat_no_effect_and_unavail.json,jira/issues/subtasks/POST-SUBTASK-119_build_bas_3_7_14_21_component_witty_copy_scientific_caveat_no_effect_and_unavail.md
POST-SUBTASK-120,BAT-470,100424,Subtask,"[POST-SUBTASK-120] Validate prediction-first hierarchy, accessibility, responsive/loading/stale/blocked/no-data states, and snapshot-only values",POST-STORY-040,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-117;POST-SUBTASK-118;POST-SUBTASK-119,false,serving-product,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-012;HANDOFF-009;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-120_validate_prediction_first_hierarchy_accessibility_responsive_loading_stale_block.json,jira/issues/subtasks/POST-SUBTASK-120_validate_prediction_first_hierarchy_accessibility_responsive_loading_stale_block.md
POST-SUBTASK-121,BAT-471,100425,Subtask,[POST-SUBTASK-121] Generate model-compatible global/per-game driver explanations and serve prior-only historical analog/peer/regime context,POST-STORY-041,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-009;POST-SUBTASK-120,false,serving-product,SOLO_WORKTREE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-001;GAP-012;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-121_generate_model_compatible_global_per_game_driver_explanations_and_serve_prior_on.json,jira/issues/subtasks/POST-SUBTASK-121_generate_model_compatible_global_per_game_driver_explanations_and_serve_prior_on.md
POST-SUBTASK-122,BAT-472,100426,Subtask,"[POST-SUBTASK-122] Run explanation faithfulness/stability/privacy tests plus target-host cold/warm load, API, snapshot, dashboard, concurrency, memory, CPU, and disk benchmarks",POST-STORY-041,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-009;POST-SUBTASK-120;POST-SUBTASK-121,false,serving-product,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,GAP-001;GAP-012;HANDOFF-011,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-122_run_explanation_faithfulness_stability_privacy_tests_plus_target_host_cold_warm_.json,jira/issues/subtasks/POST-SUBTASK-122_run_explanation_faithfulness_stability_privacy_tests_plus_target_host_cold_warm_.md
POST-SUBTASK-123,BAT-473,100427,Subtask,"[POST-SUBTASK-123] Publish product readiness, freshness/cache transitions, supported envelope, and safe failure decision",POST-STORY-041,POST-EPIC-013,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-009;POST-SUBTASK-120;POST-SUBTASK-121;POST-SUBTASK-122,false,serving-product,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,14,0,GAP-001;GAP-012;HANDOFF-011;ISSUE-005;ISSUE-006;ISSUE-011;ISSUE-026;ISSUE-037;ISSUE-040,SRCREF-02085;SRCREF-02086;SRCREF-02087;SRCREF-02088;SRCREF-02089;SRCREF-02090;SRCREF-02091;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-123_publish_product_readiness_freshness_cache_transitions_supported_envelope_and_saf.json,jira/issues/subtasks/POST-SUBTASK-123_publish_product_readiness_freshness_cache_transitions_supported_envelope_and_saf.md
POST-SUBTASK-124,BAT-474,100428,Subtask,"[POST-SUBTASK-124] Establish clean-environment CI for repository tests, Jira validators, static checks, import dry-run, and deterministic packaging",POST-STORY-042,POST-EPIC-014,PHASE-4,P2,DONE,FUNCTIONAL_STARTER,IMPLEMENTED,VERIFIED,false,POST-SUBTASK-002,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-124_establish_clean_environment_ci_for_repository_tests_jira_validators_static_check.json,jira/issues/subtasks/POST-SUBTASK-124_establish_clean_environment_ci_for_repository_tests_jira_validators_static_check.md
POST-SUBTASK-125,BAT-475,100429,Subtask,"[POST-SUBTASK-125] Implement dependency-lock, vulnerability, secret, license/notice, restricted-data pattern, and artifact-integrity checks",POST-STORY-042,POST-EPIC-014,PHASE-4,P2,DONE,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,VERIFIED,false,POST-SUBTASK-002;POST-SUBTASK-124,false,operations-security,SECURITY,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-125_implement_dependency_lock_vulnerability_secret_license_notice_restricted_data_pa.json,jira/issues/subtasks/POST-SUBTASK-125_implement_dependency_lock_vulnerability_secret_license_notice_restricted_data_pa.md
POST-SUBTASK-126,BAT-476,100430,Subtask,[POST-SUBTASK-126] Validate protected-branch/release blocking and auditable exception behavior,POST-STORY-042,POST-EPIC-014,PHASE-4,P2,READY,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,true,POST-SUBTASK-002;POST-SUBTASK-124;POST-SUBTASK-125,false,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-126_validate_protected_branch_release_blocking_and_auditable_exception_behavior.json,jira/issues/subtasks/POST-SUBTASK-126_validate_protected_branch_release_blocking_and_auditable_exception_behavior.md
POST-SUBTASK-127,BAT-477,100431,Subtask,"[POST-SUBTASK-127] Instrument run/stage/source/snapshot/entity/matrix/feature/model/product identifiers, metrics, structured events, health, and redaction",POST-STORY-043,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-126,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,2,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-127_instrument_run_stage_source_snapshot_entity_matrix_feature_model_product_identif.json,jira/issues/subtasks/POST-SUBTASK-127_instrument_run_stage_source_snapshot_entity_matrix_feature_model_product_identif.md
POST-SUBTASK-128,BAT-478,100432,Subtask,[POST-SUBTASK-128] Implement source/API/terms/schema/entity/feature/data/model/concept/freshness/security/governance drift detectors plus alert severity/dedup/ack/escalation,POST-STORY-043,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-128_implement_source_api_terms_schema_entity_feature_data_model_concept_freshness_se.json,jira/issues/subtasks/POST-SUBTASK-128_implement_source_api_terms_schema_entity_feature_data_model_concept_freshness_se.md
POST-SUBTASK-129,BAT-479,100433,Subtask,"[POST-SUBTASK-129] Run outage, schema, stale forecast, disk, corrupt artifact, model, security, and governance-conflict game days through incident/rollback/substitution runbooks",POST-STORY-043,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-024;POST-SUBTASK-126;POST-SUBTASK-127;POST-SUBTASK-128,false,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,13,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-129_run_outage_schema_stale_forecast_disk_corrupt_artifact_model_security_and_govern.json,jira/issues/subtasks/POST-SUBTASK-129_run_outage_schema_stale_forecast_disk_corrupt_artifact_model_security_and_govern.md
POST-SUBTASK-130,BAT-480,100434,Subtask,"[POST-SUBTASK-130] Finalize authority/retention/frequency/encryption/access/rights/deletion rules for raw, curated, model, forecast, log, evidence, and Jira metadata",POST-STORY-044,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,IMPLEMENTED,PLANNED,false,POST-SUBTASK-129,false,operations-security,SHARED_CONTRACT,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,11,1,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-130_finalize_authority_retention_frequency_encryption_access_rights_deletion_rules_f.json,jira/issues/subtasks/POST-SUBTASK-130_finalize_authority_retention_frequency_encryption_access_rights_deletion_rules_f.md
POST-SUBTASK-131,BAT-481,100435,Subtask,"[POST-SUBTASK-131] Implement content-hashed verified backups, catalog, integrity checking, last-known-good protection, and restricted-destination enforcement",POST-STORY-044,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-129;POST-SUBTASK-130,false,operations-security,OPERATIONS,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,12,1,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-131_implement_content_hashed_verified_backups_catalog_integrity_checking_last_known_.json,jira/issues/subtasks/POST-SUBTASK-131_implement_content_hashed_verified_backups_catalog_integrity_checking_last_known_.md
POST-SUBTASK-132,BAT-482,100436,Subtask,[POST-SUBTASK-132] Execute clean-location restore of representative raw-to-forecast lineage and Jira metadata with measured RPO/RTO/manual steps,POST-STORY-044,POST-EPIC-014,PHASE-4,P2,BLOCKED,FUNCTIONAL_STARTER,PRODUCTION_READY,PLANNED,false,POST-SUBTASK-129;POST-SUBTASK-130;POST-SUBTASK-131,false,operations-security,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,14,0,HANDOFF-012,SRCREF-02092;SRCREF-02093;SRCREF-02094;SRCREF-02095;SRCREF-02096;SRCREF-02097;SRCREF-02098;SRCREF-02001,jira/records/issues/subtasks/POST-SUBTASK-132_execute_clean_location_restore_of_representative_raw_to_forecast_lineage_and_jir.json,jira/issues/subtasks/POST-SUBTASK-132_execute_clean_location_restore_of_representative_raw_to_forecast_lineage_and_jir.md
POST-SUBTASK-133,BAT-483,100437,Subtask,"[POST-SUBTASK-133] Regenerate bidirectional source, requirement, acceptance, ADR, gap, risk, test, artifact, issue, and evidence traceability",POST-STORY-045,POST-EPIC-015,PHASE-5,P2,BLOCKED,DESIGN_ONLY,IMPLEMENTED,PLANNED,false,POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132,false,release-readiness,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,0,HANDOFF-013;HANDOFF-014,SRCREF-02099;SRCREF-02100;SRCREF-02101;SRCREF-02102;SRCREF-02103;SRCREF-02104;SRCREF-02105;SRCREF-02106,jira/records/issues/subtasks/POST-SUBTASK-133_regenerate_bidirectional_source_requirement_acceptance_adr_gap_risk_test_artifac.json,jira/issues/subtasks/POST-SUBTASK-133_regenerate_bidirectional_source_requirement_acceptance_adr_gap_risk_test_artifac.md
POST-SUBTASK-134,BAT-484,100438,Subtask,"[POST-SUBTASK-134] Audit every component maturity and completion claim against actual repository/runtime artifacts, tests, real-data runs, and applicable scope",POST-STORY-045,POST-EPIC-015,PHASE-5,P2,BLOCKED,DESIGN_ONLY,EMPIRICALLY_VALIDATED,PLANNED,false,POST-SUBTASK-105;POST-SUBTASK-114;POST-SUBTASK-123;POST-SUBTASK-132;POST-SUBTASK-133,false,release-readiness,PROTECTED_GATE,ATOMIC_EXECUTION,ACTIONABLE_POST_WAVE,POST_W25,10,0,HANDOFF-013;HANDOFF-014,SRCREF-02099;SRCREF-02100;SRCREF-02101;SRCREF-02102;SRCREF-02103;SRCREF-02104;SRCREF-02105;SRCREF-02106,jira/records/issues/subtasks/POST-SUBTASK-134_audit_every_component_maturity_and_completion_claim_against_actual_repository_ru.json,jira/issues/subtasks/POST-SUBTASK-134_audit_every_component_maturity_and_completion_claim_against_actual_repository_ru.md
