requirement_id,title,status,category,constraint_class,historical_task_ids,post_wave_issue_ids,mapping_disposition,source_ref_id,mapped
REQ-259,A&M uses SEC availability reports as highest-confidence recent official lane,ACTIVE,TAMU,A,TASK-193,POST-SUBTASK-087,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00493,true
REQ-260,Acquired source evidence is immutable and hash/provenance linked,ACTIVE,data governance,A,TASK-190;TASK-197,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00494,true
REQ-261,Canonical IDs are opaque and nonsemantic,ACTIVE,data identity,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00495,true
REQ-262,Assigned canonical IDs are never renumbered or reused,ACTIVE,data identity,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00496,true
REQ-263,Canonical entity type namespace is explicit,ACTIVE,data identity,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00497,true
REQ-264,Football season identity is distinct from fiscal/academic year,ACTIVE,data identity,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00498,true
REQ-265,Source entity keys are source- and type-scoped,ACTIVE,entity resolution,A,TASK-008,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00499,true
REQ-266,Name-only durable entity joins are prohibited,ACTIVE,entity resolution,A,TASK-009,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00500,true
REQ-267,Aliases are scoped and history-preserving,ACTIVE,entity resolution,A,TASK-008,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00501,true
REQ-268,Player identity persists across transfers and role changes,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00502,true
REQ-269,Coach identity is independent of team and role,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00503,true
REQ-270,Team and institution identities remain distinct,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00504,true
REQ-271,Game identity is separate from schedule mutations,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00505,true
REQ-272,Venue identity is separate from mutable venue attributes,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00506,true
REQ-273,Conference membership is an effective-dated relationship,ACTIVE,entity resolution,A,TASK-007,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00507,true
REQ-274,Official identity uncertainty remains explicit,ACTIVE,entity resolution,A,TASK-009,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00508,true
REQ-275,Source evidence identity is layered,ACTIVE,provenance,A,TASK-190,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00509,true
REQ-276,Retrieval-event identity is preserved even for identical bytes,ACTIVE,provenance,A,TASK-190,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00510,true
REQ-277,Entity resolution decisions are append-only and auditable,ACTIVE,entity resolution,A,TASK-010,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00511,true
REQ-278,Fuzzy matching cannot auto-accept without labeled evidence,ACTIVE,entity resolution,A,TASK-009,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00512,true
REQ-279,Entity merge/split corrections preserve historical lineage,ACTIVE,entity resolution,A,TASK-010,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00513,true
REQ-280,Unresolved resolution is a valid explicit state,ACTIVE,entity resolution,A,TASK-010,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00514,true
REQ-281,Relational persistence remains conditional behind storage ports,ACTIVE,storage,B,TASK-011,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00515,true
REQ-282,Entity auto-accept thresholds require labeled resolver evaluation,ACTIVE,validation,A,TASK-009,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00516,true
REQ-283,Knowledge and validity time are separate axes,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00517,true
REQ-284,PIT timestamps are timezone-aware and normalized,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00518,true
REQ-285,Raw source temporal values are preserved,ACTIVE,provenance,A,TASK-013,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00519,true
REQ-286,first_known_at requires defensible evidence,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00520,true
REQ-287,Unknown temporal eligibility fails closed,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00521,true
REQ-288,Publication revisions preserve historical replay,ACTIVE,temporal,A,TASK-014,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00522,true
REQ-289,As-of joins require knowledge and target validity,ACTIVE,temporal,A,TASK-014,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00523,true
REQ-290,Future-effective known facts may support future targets,ACTIVE,temporal,A,TASK-014,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00524,true
REQ-291,Retrospective evidence requires dated corroboration,ACTIVE,temporal,A,TASK-016,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00525,true
REQ-292,Historical game outputs require completion before feature cutoff,ACTIVE,temporal,A,TASK-016,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00526,true
REQ-293,Forecast and replay cutoffs are immutable versioned records,ACTIVE,reproducibility,A,TASK-017,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00527,true
REQ-294,Cutoffs preserve target and lane provenance,ACTIVE,reproducibility,A,TASK-017,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00528,true
REQ-295,As-of selection is deterministic and lineage-returning,ACTIVE,temporal,A,TASK-014,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00529,true
REQ-296,Market observations remain provider and timestamp scoped,ACTIVE,market,A,TASK-015,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00530,true
REQ-297,Market snapshot labels do not override timestamp eligibility,ACTIVE,market,A,TASK-015,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00531,true
REQ-298,Weather forecasts preserve exact model-run timing,ACTIVE,weather,A,TASK-192,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00532,true
REQ-299,Observed weather cannot replace earlier issued forecast,ACTIVE,weather,A,TASK-192,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00533,true
REQ-300,Availability reports preserve policy and version scope,ACTIVE,availability,A,TASK-191,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00534,true
REQ-301,Availability noncoverage is unknown not healthy,ACTIVE,availability,A,TASK-191,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00535,true
REQ-302,Availability revisions do not rewrite earlier snapshots,ACTIVE,availability,A,TASK-191,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00536,true
REQ-303,Roster/staff/depth state is effective-dated and knowledge-safe,ACTIVE,roster,A,TASK-015,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00537,true
REQ-304,Regulatory publication and effective intervals are separate,ACTIVE,regulatory,A,TASK-015,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00538,true
REQ-305,Resource reporting period does not establish knowability,ACTIVE,resources,A,TASK-015,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00539,true
REQ-306,Future draft/postseason/final-season outcomes are banned,ACTIVE,temporal,A,TASK-016,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00540,true
REQ-307,PIT gateway is mandatory feature-entry boundary,ACTIVE,architecture,A,TASK-018,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00541,true
REQ-308,Protected synthetic leakage battery is mandatory,ACTIVE,testing,A,TASK-016,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00542,true
REQ-309,prediction_eligible_at is derived under policy version,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00543,true
REQ-310,Retrieval time is conservative fallback for unknown earlier availability,ACTIVE,temporal,A,TASK-013,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00544,true
REQ-311,Prediction snapshots retain domain cutoff lineage,ACTIVE,reproducibility,A,TASK-017,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00545,true
REQ-312,Historical training replay has a model-training cutoff,ACTIVE,validation,A,TASK-017,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00546,true
REQ-313,Raw fields require stable source-scoped registry identity,ACTIVE,feature registry,A,TASK-019,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00547,true
REQ-314,Raw field registry preserves provenance,ACTIVE,provenance,A,TASK-019,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00548,true
REQ-315,Verified reconnaissance temporal classes are preserved,ACTIVE,temporal,A,TASK-019,POST-SUBTASK-051,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00549,true
REQ-316,Unknown source schemas are explicit,ACTIVE,schema,A,TASK-019,POST-SUBTASK-033,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00550,true
REQ-317,Documented and observed types are separate,ACTIVE,schema,A,TASK-019,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00551,true
REQ-318,Schema discovery is deterministic and bounded,ACTIVE,schema,A,TASK-020,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00552,true
REQ-319,Schema drift is recorded rather than silently mutated,ACTIVE,schema,A,TASK-020,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00553,true
REQ-320,Schema scanner does not execute source code,ACTIVE,security,A,TASK-020,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00554,true
REQ-321,Nested JSON uses explicit field paths,ACTIVE,schema,A,TASK-020,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00555,true
REQ-322,Parquet scanner support is optional until dependency justified,DEFAULT,tooling,B,TASK-020,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00556,true
REQ-323,Sample missingness is not population missingness,ACTIVE,data quality,A,TASK-021,POST-SUBTASK-033,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00557,true
REQ-324,Population missingness defaults to unmeasured,ACTIVE,data quality,A,TASK-021,POST-SUBTASK-033,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00558,true
REQ-325,Join-key presence does not prove semantic compatibility,ACTIVE,joins,A,TASK-021,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00559,true
REQ-326,Name-only durable cross-source joins remain forbidden,ACTIVE,joins,A,TASK-021,POST-SUBTASK-042,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00560,true
REQ-327,Exact field-name overlap is not semantic duplication,ACTIVE,redundancy,A,TASK-022,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00561,true
REQ-328,Source-level redundancy decisions are preserved,ACTIVE,redundancy,A,TASK-022,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00562,true
REQ-329,Raw-field registration never implies predictive usefulness,ACTIVE,feature registry,A,TASK-022,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00563,true
REQ-330,Banned fields cannot enter W10 candidate experiments,ACTIVE,feature registry,A,TASK-023,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00564,true
REQ-331,Review-required fields fail closed at W10 handoff,ACTIVE,feature registry,A,TASK-023,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00565,true
REQ-332,Historical outputs require PIT-safe prior-game derivation,ACTIVE,feature registry,A,TASK-023,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00566,true
REQ-333,As-of fields require W08 reconstruction,ACTIVE,feature registry,A,TASK-021,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00567,true
REQ-334,Effective snapshot fields require W08 snapshot selection,ACTIVE,feature registry,A,TASK-021,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00568,true
REQ-335,Direct pregame candidates still require PIT and data-quality gates,ACTIVE,feature registry,A,TASK-021,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00569,true
REQ-336,Feature-family labels are organizational not promotion evidence,ACTIVE,feature registry,A,TASK-021,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00570,true
REQ-337,Raw-field records carry source license/access context,ACTIVE,governance,A,TASK-021,POST-SUBTASK-114,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00571,true
REQ-338,W09 handoff states are explicit and machine-readable,ACTIVE,feature registry,A,TASK-023,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00572,true
REQ-339,Raw-field IDs are not silently repurposed after schema rename,ACTIVE,feature registry,A,TASK-023,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00573,true
REQ-340,Feature registry contract is executable,ACTIVE,testing,A,TASK-023,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00574,true
REQ-341,Feature transforms consume PIT state only,ACTIVE,features,A,TASK-024,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00575,true
REQ-342,Trailing transforms exclude target game,ACTIVE,features,A,TASK-024,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00576,true
REQ-343,Feature transforms are versioned and parameterized,ACTIVE,features,A,TASK-024,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00577,true
REQ-344,No universal rolling window is assumed,RESEARCH,features,C,TASK-024,POST-SUBTASK-060,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00578,true
REQ-345,Population data quality precedes promotion,ACTIVE,features,A,TASK-026,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00579,true
REQ-346,Redundancy decisions require conditional evidence,ACTIVE,features,A,TASK-026,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00580,true
REQ-347,Univariate association is exploratory only,ACTIVE,features,A,TASK-026,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00581,true
REQ-348,Model importance alone cannot promote features,ACTIVE,features,A,TASK-026,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00582,true
REQ-349,Permutation evidence is out-of-fold and chronological,ACTIVE,features,A,TASK-026,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00583,true
REQ-350,Feature-family ablation required before promotion,ACTIVE,features,A,TASK-027,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00584,true
REQ-351,Temporal stability required before promotion,ACTIVE,features,A,TASK-027,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00585,true
REQ-352,Critical subgroup and A&M stability are assessed,ACTIVE,features,A,TASK-027,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00586,true
REQ-353,Lifecycle state is target specific,ACTIVE,features,A,TASK-025,POST-SUBTASK-096,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00587,true
REQ-354,Market feature lifecycle is isolated from pure-football lane,ACTIVE,features,A,TASK-025,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00588,true
REQ-355,Feature lifecycle history is append only,ACTIVE,governance,A,TASK-028,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00589,true
REQ-356,Rejected features reopen only with material new basis,ACTIVE,governance,A,TASK-028,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00590,true
REQ-357,BANNED means structural prohibition,ACTIVE,features,A,TASK-028,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00591,true
REQ-358,Feature promotion criteria are precommitted,ACTIVE,validation,A,TASK-027,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00592,true
REQ-359,Derived feature lineage is replayable,ACTIVE,reproducibility,A,TASK-024,POST-SUBTASK-123,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00593,true
REQ-360,Synthetic W10 tests cannot establish predictive value,ACTIVE,governance,A,TASK-029,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00594,true
REQ-361,Backward elimination is optional,ACTIVE,features,B,TASK-026,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00595,true
REQ-362,Feature complexity must earn value,ACTIVE,features,A,TASK-026,POST-SUBTASK-060,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00596,true
REQ-363,Team-state snapshots are immutable at forecast cutoff,ACTIVE,team_state,A,TASK-030;TASK-035,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00597,true
REQ-364,"Separate prior, underlying, available strength and recent form",ACTIVE,team_state,A,TASK-030;TASK-035,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00598,true
REQ-365,"Underlying strength is dynamic state, not a static season label",ACTIVE,team_state,A,TASK-030,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00599,true
REQ-366,Available-strength detailed player adjustments remain W12-owned,ACTIVE,team_state,A,TASK-030;TASK-035,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00600,true
REQ-367,Week-1 prior is composite rather than single-source,DEFAULT,early_season,B,TASK-031,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00601,true
REQ-368,Every prior input obeys PIT and provenance,ACTIVE,early_season,A,TASK-031,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00602,true
REQ-369,Prior component weights require empirical evidence,ACTIVE,early_season,A,TASK-031;TASK-034,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00603,true
REQ-370,Prior-to-current-season blend schedule is empirical,DEFAULT,early_season,B,TASK-031;TASK-034,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00604,true
REQ-371,Program resources are upstream early-season candidates,DEFAULT,early_season,B,TASK-031,POST-SUBTASK-114,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00605,true
REQ-372,Separate national-history utility from current-team relevance,ACTIVE,historical_weighting,A,TASK-032;TASK-035,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00606,true
REQ-373,"Recency weighting is a research candidate, not a fixed rule",RESEARCH,historical_weighting,C,TASK-032;TASK-034,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00607,true
REQ-374,Regime similarity uses effective-dated continuity evidence,DEFAULT,historical_weighting,B,TASK-032;TASK-034,POST-SUBTASK-069,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00608,true
REQ-375,Change points do not automatically erase pre-change history,ACTIVE,historical_weighting,A,TASK-032;TASK-034,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00609,true
REQ-376,Distinguish football regime changes from data-coverage changes,ACTIVE,historical_weighting,A,TASK-032,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00610,true
REQ-377,Continuity factors remain separately auditable,DEFAULT,historical_weighting,B,TASK-032,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00611,true
REQ-378,Every opponent has strength estimate and uncertainty,ACTIVE,opponent_strength,A,TASK-033;TASK-035,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00612,true
REQ-379,FCS receives strong secondary modeling,ACTIVE,opponent_strength,A,TASK-033;TASK-194,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00613,true
REQ-380,D-II support is bounded/coarse,DEFAULT,opponent_strength,B,TASK-033;TASK-194,POST-SUBTASK-141,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00614,true
REQ-381,D-III/NAIA/JUCO support is increasingly coarse,DEFAULT,opponent_strength,B,TASK-033;TASK-194,POST-SUBTASK-078,PRESERVED_WITH_POST_WAVE_GOVERNANCE_MAPPING,SRCREF-00615,true
REQ-382,Lower-division recursion must terminate,ACTIVE,opponent_strength,A,TASK-033;TASK-194,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00616,true
REQ-383,"Cross-division translation is learned, never hard-coded",ACTIVE,opponent_strength,A,TASK-033;TASK-034;TASK-194,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00617,true
REQ-384,Use continuous strength rather than conference/division labels alone,ACTIVE,opponent_strength,A,TASK-033,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00618,true
REQ-385,Sparse/regime/lower-division evidence widens epistemic uncertainty,ACTIVE,uncertainty,A,TASK-030;TASK-033;TASK-034,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00619,true
REQ-386,OOD/uncertainty does not force prediction direction,ACTIVE,uncertainty,A,TASK-030;TASK-034,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00620,true
REQ-387,Team-state representations require chronological comparison,ACTIVE,validation,A,TASK-034;TASK-035,POST-SUBTASK-105,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00621,true
REQ-388,W11 freezes interface but selects no empirical winner,ACTIVE,governance,A,TASK-034;TASK-035,POST-SUBTASK-141,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00622,true
REQ-389,Roster membership is distinct from depth/availability,ACTIVE,players,A,TASK-047;TASK-052,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00623,true
REQ-390,Player roster/depth state is effective-dated,ACTIVE,players,A,TASK-047,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00624,true
REQ-391,Depth observations preserve observed versus inferred status,ACTIVE,players,A,TASK-047,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00625,true
REQ-392,Same-game participation cannot backfill pregame depth,ACTIVE,players,A,TASK-047,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00626,true
REQ-393,Rotation and expected usage are first-class player state,ACTIVE,players,A,TASK-047,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00627,true
REQ-394,Player value is position-aware and PIT-safe,ACTIVE,players,A,TASK-048;TASK-052,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00628,true
REQ-395,No manual universal player or position point values,ACTIVE,players,A,TASK-048,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00629,true
REQ-396,Availability probability is distinct from effectiveness if active,ACTIVE,availability,A,TASK-049;TASK-052,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00630,true
REQ-397,Expected usage is distinct from availability,ACTIVE,availability,A,TASK-049,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00631,true
REQ-398,Availability covers non-injury absences,ACTIVE,availability,A,TASK-049,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00632,true
REQ-399,Availability evidence preserves source confidence and freshness,ACTIVE,availability,A,TASK-049;TASK-051,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00633,true
REQ-400,Missing availability evidence never implies healthy,ACTIVE,availability,A,TASK-049;TASK-051;TASK-193,POST-SUBTASK-069,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00634,true
REQ-401,Replacement identity/value/usage are explicit,ACTIVE,players,A,TASK-050;TASK-052,POST-SUBTASK-078,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00635,true
REQ-402,Replacement may redistribute across multiple players,ACTIVE,players,A,TASK-050,POST-SUBTASK-132,ONGOING_ENFORCEMENT_OR_IMPLEMENTATION,SRCREF-00636,true
