artifact_path_or_name,producer_issue_id,issue_type,required_for_completion,expected_maturity,downstream_issue_ids,evidence_state
artifacts/mlops/shadow_run_ledger.jsonl,POST-STORY-038,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/shadow_failure_drills.json,POST-STORY-038,Story,true,INTEGRATED,,PLANNED
artifacts/mlops/weekly_operating_readiness.json,POST-STORY-038,Story,true,INTEGRATED,,PLANNED
artifacts/product/snapshot_repository_test.json,POST-STORY-039,Story,true,INTEGRATED,,PLANNED
docs/product/OPENAPI_SNAPSHOT.json,POST-STORY-039,Story,true,INTEGRATED,,PLANNED
artifacts/product/api_gate.json,POST-STORY-039,Story,true,INTEGRATED,,PLANNED
artifacts/product/dashboard_contract_test.json,POST-STORY-040,Story,true,INTEGRATED,,PLANNED
artifacts/product/bas_presentation_validation.json,POST-STORY-040,Story,true,INTEGRATED,,PLANNED
artifacts/product/dashboard_gate.json,POST-STORY-040,Story,true,INTEGRATED,,PLANNED
artifacts/product/explanation_analog_validation.json,POST-STORY-041,Story,true,INTEGRATED,,PLANNED
artifacts/product/product_performance_benchmark.json,POST-STORY-041,Story,true,INTEGRATED,,PLANNED
artifacts/product/PRODUCT_READINESS.json,POST-STORY-041,Story,true,INTEGRATED,,PLANNED
artifacts/operations/ci_pipeline_validation.json,POST-STORY-042,Story,true,INTEGRATED,,PLANNED
artifacts/operations/security_supply_chain_report.json,POST-STORY-042,Story,true,INTEGRATED,,PLANNED
artifacts/operations/ci_security_gate.json,POST-STORY-042,Story,true,INTEGRATED,,PLANNED
artifacts/operations/observability_contract_test.json,POST-STORY-043,Story,true,INTEGRATED,,PLANNED
artifacts/operations/drift_alert_validation.json,POST-STORY-043,Story,true,INTEGRATED,,PLANNED
artifacts/operations/drift_incident_game_day.json,POST-STORY-043,Story,true,INTEGRATED,,PLANNED
configs/backup_retention_policy.json,POST-STORY-044,Story,true,INTEGRATED,,PLANNED
artifacts/operations/backup_catalog_and_integrity.json,POST-STORY-044,Story,true,INTEGRATED,,PLANNED
artifacts/operations/restore_drill.json,POST-STORY-044,Story,true,INTEGRATED,,PLANNED
artifacts/release/final_traceability_audit.json,POST-STORY-045,Story,true,INTEGRATED,,PLANNED
artifacts/release/maturity_evidence_audit.csv,POST-STORY-045,Story,true,INTEGRATED,,PLANNED
artifacts/release/final_coverage_gate.json,POST-STORY-045,Story,true,INTEGRATED,,PLANNED
artifacts/release/release_candidate_manifest.json,POST-STORY-046,Story,true,INTEGRATED,,PLANNED
artifacts/release/release_candidate_e2e.json,POST-STORY-046,Story,true,INTEGRATED,,PLANNED
artifacts/release/release_candidate_gate.json,POST-STORY-046,Story,true,INTEGRATED,,PLANNED
docs/operations/PRODUCTION_OPERATOR_GUIDE.md,POST-STORY-047,Story,true,INTEGRATED,,PLANNED
docs/final/PRODUCTION_SYSTEM_CARD.md,POST-STORY-047,Story,true,INTEGRATED,,PLANNED
artifacts/release/OPERATING_AUTHORIZATION.json,POST-STORY-047,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_proposal.json,POST-STORY-048,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_feasibility.json,POST-STORY-048,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_admission_decision.json,POST-STORY-048,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_build_manifest.json,POST-STORY-049,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_tuning_scorecard.json,POST-STORY-049,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_protected_admission.json,POST-STORY-049,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_protected_scorecard.json,POST-STORY-050,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_promotion_decision.json,POST-STORY-050,Story,true,INTEGRATED,,PLANNED
artifacts/advanced/challenger_closeout.json,POST-STORY-050,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_source_research.json,POST-STORY-051,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_value_feasibility.json,POST-STORY-051,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_admission_decision.json,POST-STORY-051,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_state_prototype.json,POST-STORY-052,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_model_prototype.json,POST-STORY-052,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_prototype_gate.json,POST-STORY-052,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_protected_scorecard.json,POST-STORY-053,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_product_validation.json,POST-STORY-053,Story,true,INTEGRATED,,PLANNED
artifacts/live/live_operating_decision.json,POST-STORY-053,Story,true,INTEGRATED,,PLANNED
artifacts/implementation_preflight/repository_identity.json,POST-SUBTASK-001,Subtask,true,IMPLEMENTED,POST-STORY-002;POST-SUBTASK-002;POST-SUBTASK-003;POST-SUBTASK-004;POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/initial_publication_reconciliation.json,POST-SUBTASK-001,Subtask,true,IMPLEMENTED,POST-STORY-002;POST-SUBTASK-002;POST-SUBTASK-003;POST-SUBTASK-004;POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/hydration_binding_supersession.json,POST-SUBTASK-001,Subtask,true,IMPLEMENTED,POST-STORY-002;POST-SUBTASK-002;POST-SUBTASK-003;POST-SUBTASK-004;POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/data_root_activation.json,POST-SUBTASK-001,Subtask,true,IMPLEMENTED,POST-STORY-002;POST-SUBTASK-002;POST-SUBTASK-003;POST-SUBTASK-004;POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/target_validation_results.json,POST-SUBTASK-002,Subtask,true,IMPLEMENTED,POST-EPIC-014;POST-STORY-003;POST-STORY-042;POST-SUBTASK-003;POST-SUBTASK-007;POST-SUBTASK-008;POST-SUBTASK-009;POST-SUBTASK-124;POST-SUBTASK-125;POST-SUBTASK-126,VERIFIED
artifacts/implementation_preflight/target_validation.log,POST-SUBTASK-002,Subtask,true,IMPLEMENTED,POST-EPIC-014;POST-STORY-003;POST-STORY-042;POST-SUBTASK-003;POST-SUBTASK-007;POST-SUBTASK-008;POST-SUBTASK-009;POST-SUBTASK-124;POST-SUBTASK-125;POST-SUBTASK-126,VERIFIED
artifacts/implementation_preflight/runtime_manifest.json,POST-SUBTASK-003,Subtask,true,INTEGRATED,,VERIFIED
artifacts/implementation_preflight/local_path_contract.json,POST-SUBTASK-004,Subtask,true,IMPLEMENTED,POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
docs/operations/LOCAL_RUNTIME_PATHS.md,POST-SUBTASK-004,Subtask,true,IMPLEMENTED,POST-SUBTASK-005;POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/credential_inventory.redacted.json,POST-SUBTASK-005,Subtask,true,IMPLEMENTED,POST-SUBTASK-006,VERIFIED
docs/operations/CREDENTIALS_AND_SECRETS.md,POST-SUBTASK-005,Subtask,true,IMPLEMENTED,POST-SUBTASK-006,VERIFIED
artifacts/implementation_preflight/storage_probe.json,POST-SUBTASK-006,Subtask,true,INTEGRATED,POST-STORY-003;POST-STORY-009;POST-SUBTASK-007;POST-SUBTASK-008;POST-SUBTASK-009;POST-SUBTASK-025;POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
artifacts/benchmarks/ac038_input_manifest.json,POST-SUBTASK-007,Subtask,true,IMPLEMENTED,POST-SUBTASK-008;POST-SUBTASK-009,VERIFIED
artifacts/benchmarks/ac038_target_benchmark.json,POST-SUBTASK-008,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-009,VERIFIED
artifacts/benchmarks/ac038_target_benchmark.log,POST-SUBTASK-008,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-009,VERIFIED
artifacts/benchmarks/ac038_gate_decision.json,POST-SUBTASK-009,Subtask,true,PRODUCTION_READY,POST-EPIC-015;POST-STORY-004;POST-STORY-041;POST-STORY-046;POST-SUBTASK-010;POST-SUBTASK-011;POST-SUBTASK-012;POST-SUBTASK-121;POST-SUBTASK-122;POST-SUBTASK-123;POST-SUBTASK-136;POST-SUBTASK-137;POST-SUBTASK-138,PARTIAL
governance/ACCEPTANCE_THRESHOLD_REGISTRY.csv,POST-SUBTASK-009,Subtask,true,PRODUCTION_READY,POST-EPIC-015;POST-STORY-004;POST-STORY-041;POST-STORY-046;POST-SUBTASK-010;POST-SUBTASK-011;POST-SUBTASK-012;POST-SUBTASK-121;POST-SUBTASK-122;POST-SUBTASK-123;POST-SUBTASK-136;POST-SUBTASK-137;POST-SUBTASK-138,PARTIAL
artifacts/benchmarks/concurrency_envelope.json,POST-SUBTASK-010,Subtask,true,IMPLEMENTED,POST-SUBTASK-011;POST-SUBTASK-012,PLANNED
artifacts/benchmarks/storage_growth_profile.json,POST-SUBTASK-011,Subtask,true,IMPLEMENTED,POST-SUBTASK-012,PLANNED
docs/operations/LOCAL_RESOURCE_ENVELOPE.md,POST-SUBTASK-011,Subtask,true,IMPLEMENTED,POST-SUBTASK-012,PLANNED
artifacts/benchmarks/resource_stop_condition_test.json,POST-SUBTASK-012,Subtask,true,OPERATING,,PLANNED
artifacts/source_governance/production_source_inventory.csv,POST-SUBTASK-013,Subtask,true,IMPLEMENTED,POST-SUBTASK-014;POST-SUBTASK-015,VERIFIED
artifacts/source_governance/source_priority_decisions.json,POST-SUBTASK-014,Subtask,true,IMPLEMENTED,POST-SUBTASK-015,VERIFIED
artifacts/source_governance/source_inventory_validation.json,POST-SUBTASK-015,Subtask,true,CONTRACT_DEFINED,POST-STORY-006;POST-STORY-007;POST-SUBTASK-016;POST-SUBTASK-017;POST-SUBTASK-018;POST-SUBTASK-019;POST-SUBTASK-020;POST-SUBTASK-021,VERIFIED
artifacts/source_governance/tier1_rights_decisions.csv,POST-SUBTASK-016,Subtask,true,IMPLEMENTED,POST-SUBTASK-017;POST-SUBTASK-018,VERIFIED
artifacts/source_governance/supplemental_rights_decisions.csv,POST-SUBTASK-017,Subtask,true,IMPLEMENTED,POST-SUBTASK-018,VERIFIED
configs/source_rights_registry.json,POST-SUBTASK-018,Subtask,true,INTEGRATED,POST-STORY-008;POST-STORY-009;POST-SUBTASK-022;POST-SUBTASK-023;POST-SUBTASK-024;POST-SUBTASK-025;POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
artifacts/source_governance/source_rights_gate_test.json,POST-SUBTASK-018,Subtask,true,INTEGRATED,POST-STORY-008;POST-STORY-009;POST-SUBTASK-022;POST-SUBTASK-023;POST-SUBTASK-024;POST-SUBTASK-025;POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
docs/operations/SOURCE_CREDENTIAL_CONTRACT.md,POST-SUBTASK-019,Subtask,true,IMPLEMENTED,POST-SUBTASK-020;POST-SUBTASK-021,VERIFIED
artifacts/source_governance/credential_contract.redacted.json,POST-SUBTASK-019,Subtask,true,IMPLEMENTED,POST-SUBTASK-020;POST-SUBTASK-021,VERIFIED
artifacts/source_governance/source_access_smoke_results.json,POST-SUBTASK-020,Subtask,true,IMPLEMENTED,POST-SUBTASK-021,VERIFIED
artifacts/source_governance/source_access_readiness.csv,POST-SUBTASK-021,Subtask,true,INTEGRATED,POST-STORY-008;POST-STORY-009;POST-SUBTASK-022;POST-SUBTASK-023;POST-SUBTASK-024;POST-SUBTASK-025;POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
configs/source_acquisition_registry.json,POST-SUBTASK-022,Subtask,true,IMPLEMENTED,POST-STORY-009;POST-SUBTASK-023;POST-SUBTASK-024;POST-SUBTASK-025;POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
artifacts/source_governance/acquisition_resilience_test.json,POST-SUBTASK-023,Subtask,true,IMPLEMENTED,POST-SUBTASK-024,VERIFIED
artifacts/source_governance/source_drift_baseline.json,POST-SUBTASK-024,Subtask,true,OPERATING,POST-EPIC-003;POST-EPIC-014;POST-STORY-036;POST-STORY-043;POST-SUBTASK-106;POST-SUBTASK-107;POST-SUBTASK-108;POST-SUBTASK-127;POST-SUBTASK-128;POST-SUBTASK-129,PLANNED
configs/source_drift_registry.json,POST-SUBTASK-024,Subtask,true,OPERATING,POST-EPIC-003;POST-EPIC-014;POST-STORY-036;POST-STORY-043;POST-SUBTASK-106;POST-SUBTASK-107;POST-SUBTASK-108;POST-SUBTASK-127;POST-SUBTASK-128;POST-SUBTASK-129,PLANNED
artifacts/data_lake/core_acquisition_manifest.json,POST-SUBTASK-025,Subtask,true,IMPLEMENTED,POST-SUBTASK-026;POST-SUBTASK-027,VERIFIED
artifacts/data_lake/core_normalization_report.json,POST-SUBTASK-026,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-027,VERIFIED
artifacts/data_lake/core_coverage_gate.json,POST-SUBTASK-027,Subtask,true,PRODUCTION_READY,POST-STORY-010;POST-STORY-011;POST-SUBTASK-028;POST-SUBTASK-029;POST-SUBTASK-030;POST-SUBTASK-031;POST-SUBTASK-032;POST-SUBTASK-033,VERIFIED
artifacts/data_lake/historical_expansion_acquisition_manifest.json,POST-SUBTASK-028,Subtask,true,IMPLEMENTED,POST-SUBTASK-029;POST-SUBTASK-030,VERIFIED
artifacts/data_lake/historical_expansion_population_profile.json,POST-SUBTASK-029,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-030,VERIFIED
artifacts/data_lake/historical_expansion_eligibility_gate.json,POST-SUBTASK-030,Subtask,true,PRODUCTION_READY,POST-EPIC-007;POST-STORY-011;POST-STORY-021;POST-STORY-023;POST-SUBTASK-031;POST-SUBTASK-032;POST-SUBTASK-033;POST-SUBTASK-061;POST-SUBTASK-062;POST-SUBTASK-063;POST-SUBTASK-067;POST-SUBTASK-068;POST-SUBTASK-069,VERIFIED
artifacts/data_lake/immutability_and_correction_test.json,POST-SUBTASK-031,Subtask,true,IMPLEMENTED,POST-SUBTASK-032;POST-SUBTASK-033,VERIFIED
artifacts/data_lake/NATIONAL_DATA_LAKE_MANIFEST.json,POST-SUBTASK-032,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-033,VERIFIED
artifacts/data_lake/national_lake_readiness.json,POST-SUBTASK-033,Subtask,true,PRODUCTION_READY,POST-EPIC-004;POST-STORY-012;POST-SUBTASK-034;POST-SUBTASK-035;POST-SUBTASK-036;POST-SUBTASK-072,VERIFIED
artifacts/entities/population_schema_profile.json,POST-SUBTASK-034,Subtask,true,IMPLEMENTED,POST-SUBTASK-035;POST-SUBTASK-036,VERIFIED
artifacts/entities/schema_reconciliation.csv,POST-SUBTASK-035,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-036,VERIFIED
artifacts/entities/schema_readiness_gate.json,POST-SUBTASK-036,Subtask,true,PRODUCTION_READY,POST-STORY-013;POST-SUBTASK-037;POST-SUBTASK-038;POST-SUBTASK-039,VERIFIED
artifacts/entities/canonical_core_registry.csv,POST-SUBTASK-037,Subtask,true,IMPLEMENTED,POST-SUBTASK-038;POST-SUBTASK-039,PLANNED
artifacts/entities/canonical_core_registry_manifest.json,POST-SUBTASK-037,Subtask,true,IMPLEMENTED,POST-SUBTASK-038;POST-SUBTASK-039,PLANNED
artifacts/entities/canonical_people_registry.csv,POST-SUBTASK-038,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-039,PLANNED
artifacts/entities/registry_validation.json,POST-SUBTASK-039,Subtask,true,PRODUCTION_READY,POST-STORY-014;POST-SUBTASK-040;POST-SUBTASK-041;POST-SUBTASK-042,PLANNED
artifacts/entities/resolution_results.parquet,POST-SUBTASK-040,Subtask,true,IMPLEMENTED,POST-SUBTASK-041;POST-SUBTASK-042,PLANNED
artifacts/entities/entity_decision_and_transition_log.jsonl,POST-SUBTASK-041,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-042,PLANNED
artifacts/entities/CANONICAL_ENTITY_SNAPSHOT.json,POST-SUBTASK-042,Subtask,true,PRODUCTION_READY,POST-EPIC-005;POST-STORY-015;POST-SUBTASK-043;POST-SUBTASK-044;POST-SUBTASK-045,PLANNED
configs/known_at_registry.json,POST-SUBTASK-043,Subtask,true,IMPLEMENTED,POST-SUBTASK-044;POST-SUBTASK-045,PLANNED
artifacts/pit/timestamp_normalization_report.json,POST-SUBTASK-044,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-045,PLANNED
artifacts/pit/known_at_gate.json,POST-SUBTASK-045,Subtask,true,PRODUCTION_READY,POST-STORY-016;POST-SUBTASK-046;POST-SUBTASK-047;POST-SUBTASK-048,PLANNED
artifacts/pit/asof_state_manifest.json,POST-SUBTASK-046,Subtask,true,IMPLEMENTED,POST-SUBTASK-047;POST-SUBTASK-048,PLANNED
artifacts/pit/pregame_matrix_manifest.json,POST-SUBTASK-047,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-048,PLANNED
artifacts/pit/matrix_gate_decision.json,POST-SUBTASK-048,Subtask,true,PRODUCTION_READY,POST-EPIC-006;POST-EPIC-007;POST-STORY-017;POST-STORY-018;POST-STORY-021;POST-STORY-023;POST-STORY-027;POST-SUBTASK-049;POST-SUBTASK-050;POST-SUBTASK-051;POST-SUBTASK-052;POST-SUBTASK-053;POST-SUBTASK-054;POST-SUBTASK-061;POST-SUBTASK-062;POST-SUBTASK-063;POST-SUBTASK-067;POST-SUBTASK-068;POST-SUBTASK-069;POST-SUBTASK-079;POST-SUBTASK-080;POST-SUBTASK-081,PLANNED
artifacts/pit/leakage_battery_results.json,POST-SUBTASK-049,Subtask,true,IMPLEMENTED,POST-SUBTASK-050;POST-SUBTASK-051,PLANNED
artifacts/pit/protected_replay_dry_run.json,POST-SUBTASK-050,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-051,PLANNED
artifacts/pit/PIT_REPLAY_READINESS.json,POST-SUBTASK-051,Subtask,true,PRODUCTION_READY,POST-EPIC-008;POST-STORY-019;POST-STORY-024;POST-STORY-030;POST-SUBTASK-055;POST-SUBTASK-056;POST-SUBTASK-057;POST-SUBTASK-070;POST-SUBTASK-071;POST-SUBTASK-072;POST-SUBTASK-088;POST-SUBTASK-089;POST-SUBTASK-090,PLANNED
artifacts/features/production_feature_inventory.csv,POST-SUBTASK-052,Subtask,true,IMPLEMENTED,POST-SUBTASK-053;POST-SUBTASK-054,PLANNED
artifacts/features/feature_computability_profile.json,POST-SUBTASK-053,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-054,PLANNED
configs/production_feature_registry.json,POST-SUBTASK-054,Subtask,true,PRODUCTION_READY,POST-STORY-019;POST-SUBTASK-055;POST-SUBTASK-056;POST-SUBTASK-057,PLANNED
artifacts/features/foundation_feature_manifest.json,POST-SUBTASK-055,Subtask,true,IMPLEMENTED,POST-SUBTASK-056;POST-SUBTASK-057,PLANNED
artifacts/features/advanced_feature_manifest.json,POST-SUBTASK-056,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-057,PLANNED
artifacts/features/feature_materialization_gate.json,POST-SUBTASK-057,Subtask,true,PRODUCTION_READY,POST-STORY-020;POST-SUBTASK-058;POST-SUBTASK-059;POST-SUBTASK-060,PLANNED
artifacts/features/feature_screening_results.json,POST-SUBTASK-058,Subtask,true,IMPLEMENTED,POST-SUBTASK-059;POST-SUBTASK-060,PLANNED
artifacts/features/feature_ablation_stability.json,POST-SUBTASK-059,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-060,PLANNED
configs/feature_lifecycle_registry.json,POST-SUBTASK-060,Subtask,true,PRODUCTION_READY,POST-EPIC-008;POST-STORY-024;POST-SUBTASK-070;POST-SUBTASK-071;POST-SUBTASK-072,PLANNED
artifacts/player_intelligence/player_state_manifest.json,POST-SUBTASK-061,Subtask,true,IMPLEMENTED,POST-SUBTASK-062;POST-SUBTASK-063,PLANNED
artifacts/player_intelligence/player_value_availability_report.json,POST-SUBTASK-062,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-063,PLANNED
artifacts/player_intelligence/player_intelligence_gate.json,POST-SUBTASK-063,Subtask,true,PRODUCTION_READY,POST-EPIC-009;POST-STORY-022;POST-STORY-027;POST-SUBTASK-064;POST-SUBTASK-065;POST-SUBTASK-066;POST-SUBTASK-079;POST-SUBTASK-080;POST-SUBTASK-081,PLANNED
artifacts/player_intelligence/program_event_manifest.json,POST-SUBTASK-064,Subtask,true,IMPLEMENTED,POST-SUBTASK-065;POST-SUBTASK-066,PLANNED
artifacts/context_intelligence/program_feature_manifest.json,POST-SUBTASK-065,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-066,PLANNED
artifacts/context_intelligence/program_intelligence_gate.json,POST-SUBTASK-066,Subtask,true,PRODUCTION_READY,POST-STORY-027;POST-SUBTASK-079;POST-SUBTASK-080;POST-SUBTASK-081,PLANNED
artifacts/context_intelligence/game_context_state_manifest.json,POST-SUBTASK-067,Subtask,true,IMPLEMENTED,POST-SUBTASK-068;POST-SUBTASK-069,PLANNED
artifacts/context_intelligence/mechanics_sparse_opponent_manifest.json,POST-SUBTASK-068,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-069,PLANNED
artifacts/context_intelligence/context_gate.json,POST-SUBTASK-069,Subtask,true,PRODUCTION_READY,POST-EPIC-009;POST-STORY-027;POST-SUBTASK-079;POST-SUBTASK-080;POST-SUBTASK-081,PLANNED
artifacts/modeling/target_dataset_manifest.json,POST-SUBTASK-070,Subtask,true,IMPLEMENTED,POST-SUBTASK-071;POST-SUBTASK-072,PLANNED
artifacts/modeling/model_split_manifest.json,POST-SUBTASK-071,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-072,PLANNED
artifacts/modeling/model_dataset_gate.json,POST-SUBTASK-072,Subtask,true,PRODUCTION_READY,POST-STORY-025;POST-SUBTASK-073;POST-SUBTASK-074;POST-SUBTASK-075,PLANNED
artifacts/modeling/baseline_candidate_runs.json,POST-SUBTASK-073,Subtask,true,IMPLEMENTED,POST-SUBTASK-074;POST-SUBTASK-075,PLANNED
artifacts/modeling/joint_distribution_runs.json,POST-SUBTASK-074,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-075,PLANNED
artifacts/modeling/baseline_joint_gate.json,POST-SUBTASK-075,Subtask,true,PRODUCTION_READY,POST-STORY-026;POST-SUBTASK-076;POST-SUBTASK-077;POST-SUBTASK-078,PLANNED
artifacts/modeling/calibration_ensemble_runs.json,POST-SUBTASK-076,Subtask,true,IMPLEMENTED,POST-SUBTASK-077;POST-SUBTASK-078,PLANNED
artifacts/modeling/ood_abstention_validation.json,POST-SUBTASK-077,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-078,PLANNED
artifacts/modeling/CANDIDATE_MODEL_REGISTRY.json,POST-SUBTASK-078,Subtask,true,PRODUCTION_READY,POST-EPIC-009;POST-EPIC-010;POST-EPIC-011;POST-STORY-028;POST-STORY-030;POST-STORY-033;POST-SUBTASK-082;POST-SUBTASK-083;POST-SUBTASK-084;POST-SUBTASK-088;POST-SUBTASK-089;POST-SUBTASK-090;POST-SUBTASK-097;POST-SUBTASK-098;POST-SUBTASK-099,PLANNED
artifacts/tamu/tamu_source_manifest.json,POST-SUBTASK-079,Subtask,true,IMPLEMENTED,POST-SUBTASK-080;POST-SUBTASK-081,PLANNED
artifacts/tamu/tamu_high_resolution_state_manifest.json,POST-SUBTASK-080,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-081,PLANNED
artifacts/tamu/tamu_state_gate.json,POST-SUBTASK-081,Subtask,true,PRODUCTION_READY,POST-STORY-028;POST-SUBTASK-082;POST-SUBTASK-083;POST-SUBTASK-084,PLANNED
artifacts/tamu/peer_regime_analog_registry.json,POST-SUBTASK-082,Subtask,true,IMPLEMENTED,POST-SUBTASK-083;POST-SUBTASK-084,PLANNED
artifacts/tamu/tamu_specialization_runs.json,POST-SUBTASK-083,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-084,PLANNED
artifacts/tamu/TAMU_CANDIDATE_REGISTRY.json,POST-SUBTASK-084,Subtask,true,PRODUCTION_READY,POST-EPIC-010;POST-EPIC-011;POST-STORY-029;POST-STORY-031;POST-STORY-033;POST-SUBTASK-085;POST-SUBTASK-086;POST-SUBTASK-087;POST-SUBTASK-091;POST-SUBTASK-092;POST-SUBTASK-093;POST-SUBTASK-097;POST-SUBTASK-098;POST-SUBTASK-099,PLANNED
artifacts/tamu/tamu_protected_predictions.parquet,POST-SUBTASK-085,Subtask,true,IMPLEMENTED,POST-SUBTASK-086;POST-SUBTASK-087,PLANNED
artifacts/tamu/tamu_protected_evaluation.json,POST-SUBTASK-086,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-087,PLANNED
artifacts/tamu/tamu_specialization_decision.json,POST-SUBTASK-087,Subtask,true,PRODUCTION_READY,POST-STORY-035;POST-SUBTASK-103;POST-SUBTASK-104;POST-SUBTASK-105,PLANNED
artifacts/bas/crossfit_expectation_manifest.json,POST-SUBTASK-088,Subtask,true,IMPLEMENTED,POST-SUBTASK-089;POST-SUBTASK-090,PLANNED
artifacts/bas/bas_label_manifest.json,POST-SUBTASK-089,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-090,PLANNED
artifacts/bas/bas_label_gate.json,POST-SUBTASK-090,Subtask,true,PRODUCTION_READY,POST-EPIC-011;POST-STORY-031;POST-STORY-033;POST-SUBTASK-091;POST-SUBTASK-092;POST-SUBTASK-093;POST-SUBTASK-097;POST-SUBTASK-098;POST-SUBTASK-099,PLANNED
artifacts/bas/general_fbs_baseline.json,POST-SUBTASK-091,Subtask,true,IMPLEMENTED,POST-SUBTASK-092;POST-SUBTASK-093,PLANNED
artifacts/bas/aggie_excess_components.json,POST-SUBTASK-092,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-093,PLANNED
artifacts/bas/aggie_excess_component_gate.json,POST-SUBTASK-093,Subtask,true,PRODUCTION_READY,POST-STORY-032;POST-SUBTASK-094;POST-SUBTASK-095;POST-SUBTASK-096,PLANNED
artifacts/bas/bas_protected_scorecard.json,POST-SUBTASK-094,Subtask,true,IMPLEMENTED,POST-SUBTASK-095;POST-SUBTASK-096,PLANNED
artifacts/bas/bas_stability_analysis.json,POST-SUBTASK-095,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-096,PLANNED
artifacts/bas/BAS_SCIENTIFIC_DECISION.json,POST-SUBTASK-096,Subtask,true,PRODUCTION_READY,POST-STORY-035;POST-SUBTASK-103;POST-SUBTASK-104;POST-SUBTASK-105,PLANNED
artifacts/validation/protected_seal_verification.json,POST-SUBTASK-097,Subtask,true,IMPLEMENTED,POST-SUBTASK-098;POST-SUBTASK-099,PLANNED
artifacts/validation/protected_access_protocol_test.json,POST-SUBTASK-098,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-099,PLANNED
artifacts/validation/protected_run_authorization.json,POST-SUBTASK-099,Subtask,true,PRODUCTION_READY,POST-STORY-034;POST-SUBTASK-100;POST-SUBTASK-101;POST-SUBTASK-102,PLANNED
artifacts/validation/protected_predictions.parquet,POST-SUBTASK-100,Subtask,true,IMPLEMENTED,POST-SUBTASK-101;POST-SUBTASK-102,PLANNED
artifacts/validation/protected_scorecards.json,POST-SUBTASK-101,Subtask,true,EMPIRICALLY_VALIDATED,POST-SUBTASK-102,PLANNED
