risk_id,risk,severity,likelihood,mitigation,status,owner_wave,final_disposition,jira_issue_ids,source_ref_id,mapped
RISK-240,Rule/regime shift in 2024-2025 causes distribution shift,HIGH,MEDIUM,"Keep shift visible as protected robustness evidence; analyze predeclared regime scorecard, do not tune on it.",OPEN_REAL_EVIDENCE_PENDING,W17-W20,OPEN_HANDOFF,POST-SUBTASK-105,SRCREF-01816,true
RISK-241,Repeated future use of same protected test turns it into training feedback,CRITICAL,MEDIUM,"One-way result access, immutable result records and 2026+ forward shadow evidence; future resets require governance.",OPEN_W21_PLUS,W17-W25,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01817,true
RISK-242,W17 protocol PASS is misreported as trained predictive performance,CRITICAL,MEDIUM,"Explicit protocol-only maturity, zero protected metric claims and W17 validation guard.",MITIGATED_W17,W17,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01818,true
RISK-243,Experiment identity changes after results are seen,CRITICAL,MEDIUM,Content-derived immutable ID; result-independent identity; validator,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-042,SRCREF-01819,true
RISK-244,Research agent mutates W17 judging rules,CRITICAL,MEDIUM,Hash seal + role separation + seal validator,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01820,true
RISK-245,HPO tunes on protected holdout or forward shadow,CRITICAL,MEDIUM,Development-only objective guard; protected metrics denied,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01821,true
RISK-246,Tracking tool becomes governance source of truth,HIGH,MEDIUM,Tool-neutral canonical experiment/result packets and stdlib reference backend,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01822,true
RISK-247,Optuna SQLite is misused for distributed/NFS optimization,HIGH,LOW,Explicit Journal/RDB policy and validator/documentation,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01823,true
RISK-248,Experiment worker mutates canonical repository,CRITICAL,MEDIUM,Isolated worktree/snapshot contract; adoption review,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-033,SRCREF-01824,true
RISK-249,Negative experiments are deleted causing survivorship bias,HIGH,MEDIUM,Immutable rejected/failed lineage retention,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01825,true
RISK-250,Silent changed-config retries corrupt lineage,HIGH,MEDIUM,Changed identity inputs require new experiment ID,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-042,SRCREF-01826,true
RISK-251,Replay mismatch is ignored,CRITICAL,LOW,Replay gate blocks/inconclusive adoption,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01827,true
RISK-252,Research candidate self-promotes to champion,CRITICAL,MEDIUM,No PROMOTE queue state; external promotion governor only,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01828,true
RISK-253,Protected metrics leak back into research/HPO loop,CRITICAL,MEDIUM,One-way protected evaluator evidence boundary,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01829,true
RISK-254,Complex neural/graph research consumes resources before baselines,HIGH,MEDIUM,Advanced challenger admission gate,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-150,SRCREF-01830,true
RISK-255,Paid compute starts without approval,HIGH,LOW,Resource budget + explicit paid-compute approval,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01831,true
RISK-256,Concurrent worktrees mutate shared contracts,HIGH,MEDIUM,Bounded concurrency + W05 shared-contract ownership policy,OPEN_W19_PLUS,W18+,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01832,true
RISK-257,MLflow/Optuna version drift breaks replay,MEDIUM,MEDIUM,Environment fingerprint + later version locks/adapters,OPEN_W19_PLUS,W18+,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01833,true
RISK-258,Large experiment artifacts enter cumulative ZIP,HIGH,LOW,External artifact manifests + forbidden/size scan,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01834,true
RISK-259,Research logs leak secrets or restricted data,CRITICAL,LOW,Existing secret/logging controls; sanitized artifact manifests,OPEN_W19_PLUS,W18+,OPEN_HANDOFF,POST-SUBTASK-132,SRCREF-01835,true
RISK-260,W18 reference PASS is misreported as empirical performance,CRITICAL,MEDIUM,Explicit maturity + zero trained result claims + validator,MITIGATED_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01836,true
RISK-261,Feature tournament ranking is mistaken for production feature promotion,CRITICAL,MEDIUM,Tournament outputs cannot emit CORE/SUPPORTED/PROMOTE,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01837,true
RISK-262,Model tournament omits simple baseline and overstates complex model value,HIGH,MEDIUM,Mandatory baseline ladder,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01838,true
RISK-263,A&M specialization tournament forces nonzero adjustment,CRITICAL,MEDIUM,TAMU-SP-00 mandatory comparator,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-087,SRCREF-01839,true
RISK-264,Market-augmented result contaminates pure-football lane,CRITICAL,LOW,Lane compatibility and isolation,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01840,true
RISK-265,HPO search space changes after observing trials,HIGH,MEDIUM,Versioned immutable search-space spec,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01841,true
RISK-266,Protected metrics leak into HPO objective or pruning,CRITICAL,MEDIUM,Development-only HPO split validation,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01842,true
RISK-267,HPO search runs unbounded and exhausts local resources,HIGH,MEDIUM,Trial/concurrency/resource budget,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01843,true
RISK-268,Shared SQLite is misused as distributed/NFS HPO coordination,MEDIUM,LOW,Backend policy rejects distributed/NFS SQLite,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01844,true
RISK-269,Hypothesis is rewritten after negative result,HIGH,MEDIUM,Append-only hypothesis/version history,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01845,true
RISK-270,Duplicate experiment identities waste compute and confuse lineage,MEDIUM,MEDIUM,Queue deduplication,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01846,true
RISK-271,Infrastructure failure is misclassified as scientific rejection,HIGH,MEDIUM,Typed failure taxonomy,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01847,true
RISK-272,Scientific rejection is retried indefinitely as infrastructure failure,HIGH,MEDIUM,Retry eligibility by failure class,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01848,true
RISK-273,Experiment worker mutates protected W17 judging files,CRITICAL,LOW,Protected mutation scope + judging seal,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01849,true
RISK-274,Large model/data artifacts inflate cumulative ZIP or violate rights,HIGH,MEDIUM,Artifact manifest and external storage policy,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01850,true
RISK-275,Replay mismatch is ignored to preserve favorable candidate,CRITICAL,LOW,Nonwaivable replay/adoption gate,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01851,true
RISK-276,Incompatible candidates are ranked as if metrics were comparable,HIGH,MEDIUM,Tournament comparison compatibility gate,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01852,true
RISK-277,Negative/dominated experiments are deleted causing search bias,HIGH,MEDIUM,Retained search lineage,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01853,true
RISK-278,Thin corrected artifact is again marked complete without master coverage,CRITICAL,LOW,W18 master requirement coverage validator,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01854,true
RISK-279,Earlier draft W18 is accidentally used as W19 parent,CRITICAL,MEDIUM,Supersession note + corrected binding/version,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01855,true
RISK-280,Corrected W18 changes or drops a W17 canonical file,CRITICAL,LOW,Parent-preservation audit against authoritative W17 ZIP,MITIGATED_W18_REFERENCE,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01856,true
RISK-281,Local experiment database corruption,high,low,"Use transactions, integrity checks, backups, and reconstructable immutable evidence.",MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-132,SRCREF-01857,true
RISK-282,Queue history mutation or event-chain break,high,low,Append-only event indexes/hash chain; block inconsistent append.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01858,true
RISK-283,Retry accidentally changes scientific identity,high,medium,Canonical result-independent IDs; child experiment required for material changes.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-042,SRCREF-01859,true
RISK-284,Research scheduler overcommits local hardware,medium,medium,Explicit CPU/RAM/GPU/VRAM/disk admission and concurrency budgets.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01860,true
RISK-285,Paid compute starts without approval,high,low,Paid-compute flag blocked unless explicit approval is present.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01861,true
RISK-286,Shared contract mutated by parallel experiment,high,medium,Protected mutation scopes and worktree/file locks.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01862,true
RISK-287,Incomparable experiment results ranked together,high,medium,Semantic compatibility gate across target/split/data/features/lane/BAS/A&M.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-096,SRCREF-01863,true
RISK-288,Composite tournament score hides regressions,medium,medium,Retain primary + secondary metrics and Pareto evidence; avoid arbitrary scalarization.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01864,true
RISK-289,Large/restricted artifacts leak into repo,high,medium,Artifact class/sensitivity validation and forbidden-artifact scan.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01865,true
RISK-290,Protected metrics leak into HPO/result packet,critical,low,Result-packet/HPO negative tests and one-way promotion bridge.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01866,true
RISK-291,Replay tolerance selected after mismatch,high,low,Tolerance stored in replay plan before execution.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01867,true
RISK-292,MLflow state mistaken for canonical champion,high,medium,Non-authority adapter contract and tests.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01868,true
RISK-293,Optuna trial history not exported canonically,medium,medium,Canonical evidence export requirement and adapter tests.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01869,true
RISK-294,Nested search multiplicity hidden,high,medium,Search multiplicity ledger and parent/child study links.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01870,true
RISK-295,Research automation repeats dead ends,medium,medium,Negative-history lookup/deduplication before approval.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01871,true
RISK-296,Infrastructure failure mislabeled as hypothesis rejection,high,medium,Explicit failure taxonomy and separate scientific_rejection flag.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01872,true
RISK-297,Worktree cleanup destroys reproducibility evidence,high,low,Persist spec/result/artifact/replay evidence before cleanup.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01873,true
RISK-298,Advanced model admitted before baseline exists,high,medium,Admission gate blocks complex candidates without conventional baseline evidence.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01874,true
RISK-299,Wave marked complete from shallow prose-only artifacts,critical,medium,Full-rebuild executable subsystem/test gate and master coverage audit.,MITIGATED_REFERENCE_W18,W18+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01875,true
RISK-300,Wrong W18 artifact reused as W19 parent,critical,medium,"Supersession ledger, new hashes, pair binding and W18→W19 verifier.",OPEN_UNTIL_FINAL_PAIR,W18+,OPEN_HANDOFF,POST-SUBTASK-141,SRCREF-01876,true
RISK-301,Stale forecast is presented as current,high,medium,Expose cutoff/published/serve timestamps; no CURRENT label without configured THR-010; explicit STALE warning when threshold exceeded.,MITIGATED_REFERENCE_W22,W22-W23,CONTROL_PRESENT_MONITOR,POST-SUBTASK-078,SRCREF-01877,true
RISK-302,Serving path bypasses immutable snapshot boundary,critical,low,Static AST/import boundary test plus product service reads only published artifacts.,MITIGATED_REFERENCE_W22,W22-W23,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01878,true
RISK-303,Product snapshot schema evolution breaks prior W21 artifacts,high,medium,Versioned v2 envelope with v1 default parser compatibility and dedicated regression test.,MITIGATED_REFERENCE_W22,W22-W24,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01879,true
RISK-304,Dependency drift or vulnerable optional web dependency enters production surface,high,medium,Exact W23 product lock; dependency policy; CodeQL/dependency-review CI; runtime package manifest,MITIGATED_REFERENCE_W23,W23+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-123,SRCREF-01880,true
RISK-305,Operational logs expose credentials or restricted raw source data,critical,medium,Structured metadata-only events; sensitive-key/value redaction; repository secret scan,MITIGATED_REFERENCE_W23,W23+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-132,SRCREF-01881,true
RISK-306,Backup appears successful but restores corrupted or path-unsafe state,critical,low,Per-file SHA-256 manifest; coverage verification; path-safe empty-destination restore drill,MITIGATED_REFERENCE_W23,W23+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-132,SRCREF-01882,true
RISK-307,Non-target benchmark is mistaken for target-hardware capacity evidence,high,high,Benchmark artifact records target_match/authoritative flags; TASK-161 and AC-038 stay blocked until target run,OPEN_BLOCKER_W23,W23,OPEN_BLOCKER_OR_CARRIED,POST-SUBTASK-009,SRCREF-01883,true
RISK-308,User-directed W24 sequencing override is misread as clearing W23 target-hardware evidence,high,medium,ADR-341/AC-233 preserve TASK-161/TASK-163/THR-011/THR-012 and force W25 carry-forward if unresolved,OPEN_CARRIED_W25,W24-W25,OPEN_BLOCKER_OR_CARRIED,POST-SUBTASK-141,SRCREF-01884,true
RISK-309,Shared SportsDataverse upstream is double-counted as independent corroboration,high,medium,SRC-061 provenance graph and REQ-742 prohibit independent-evidence treatment of -raw/-data sibling layers,MITIGATED_REFERENCE_W24,W24+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-141,SRCREF-01885,true
RISK-310,Short-history ensemble weather source is promoted as a universal historical feature without evidence,medium,medium,SRC-062 remains OPTIONAL/RESEARCH_ONLY and feature lifecycle still requires PIT-safe empirical promotion,MITIGATED_POLICY_W24,W24+,CONTROL_PRESENT_MONITOR,POST-SUBTASK-105,SRCREF-01886,true
