repo_relative_path,size_bytes,line_count,sha256,authority_level,role,top_directory,extension,parse_status
governance/ADAPTIVE_CHANGE_LOG.md,36469,618,d19b1b5eb1c4b22d3c9833c480b46cf086620b6a8f78bb78203ee68e74e2cb74,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,37599,350,987a7230574bdc4030b0cf06a6d226229b7127e0f7052b60ddbb82d2cc52bd4d,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/ADR_INDEX.csv,84245,350,8c5dc68e44b533756a4a70cbcd886f6c7ff4c0d88ad873030d8bc6b316f7f17b,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/ADVANCED_CHALLENGER_ADMISSION.csv,1076,7,151543563b98fca337b1f0d2caf01cd3fed9801d7610d7b178f8912bd4bdd78e,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ARCHITECTURE_ALTERNATIVES.md,5202,76,f2471aee6a672af6e1d762033b7b0a781cb341809709d2aca98b0b05b80acfd8,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/ARCHITECTURE_DECISION_MATRIX.csv,2860,16,98ce0ce5a6008de649c7071638b372513c4a0072d827c8cca143b30fe2f720d6,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ARTIFACT_CLASS_CATALOG.csv,976,12,8074e84594956c115c0759abe971243f8bfd841a8c64542fa35107494cf94736,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ASSUMPTIONS.csv,7778,35,45df3c07189abf2687823cd8fddbe2ed7d08d3f85488c4d01a97522e63bb4e98,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ASSUMPTIONS.md,11638,148,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/ASSUMPTION_CHALLENGE_LOG.csv,7393,37,7d8dd7407511c16e05b86fb359d7a67f47ddb9ce70e6ea21a44c07eff67ab846,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ASSUMPTION_CHALLENGE_LOG.md,15415,300,fa16052757bf493f2c0bbabb6a93d16a2701aa32e0ccd8034c719a0464d82a16,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv,1075,8,8c52a6b4b5f176a8f1d2c15cabb28edfefcd20952048933008b3d56503ae9d6c,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/AVAILABILITY_SOURCE_LANE.csv,3295,10,eb69ae1e7c133984ef34092016893a0dd0db36fae62282bcf5d6aed4d405c782,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/AVAILABILITY_STATE_CONTRACT.csv,1299,9,6b89422ac04772928e7d89c137bc6890d3c69354b2d9bfac603ba5d72c110861,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BASELINE_MODEL_CANDIDATES.csv,576,6,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_AGGIE_EXCESS_TEST_PLAN.csv,1761,9,2bc74c0a2423604dc6010feb3aadb8ff693ebbd0b0f8a0b66cbfd47693ebe581,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_ANTI_CIRCULARITY_RULES.csv,1626,11,9917d9cbc14abb1cc4388b6ace97995a5b4ad0ee07889ae91a01bb7850e81f71,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_COMPONENT_CANDIDATES.csv,1281,7,8a1fcecef729ec89fb888063a1a521b6cad105899cd60075f25fb6de6593ce42,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_EVALUATION_PROTOCOL.csv,1176,6,a1dc53953f127002b31834449c72db84f9d1dd6212606f65c8907c01cbfec240,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_EXPECTATION_CROSSFIT_CONTRACTS.csv,1789,11,ddfaff692706a5da16b67a5e86b79b5a7503726496d2f646b8a8f055461df4e9,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_GATE_STATUS.csv,387,2,e523ae88a6c3a99a547a9747613236899a7113f2fd79f8a42c30781702d8f793,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_GENERAL_FBS_BASELINE_CONTRACTS.csv,850,7,4edc552de80d1060ad726d91327322ee16ae868a5b98d88c0a521a3ec231899d,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_LABEL_CONTRACT.csv,1107,6,6f4e45894805de592aef92794632c6042acaa4fb9c3290566a4ac7b46e4056ff,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_NULL_RESULT_POLICY.csv,689,7,1098edd17e0c30ec5e67d38d4b4139415acd63f9d85311134fe2ad1ba7a8c2ba,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/BAS_REGIME_STABILITY_CALIBRATION_PLAN.csv,1512,11,1506aa2d6f2d25873e42012bb5aaaa39383d8d58b680488ca0fd8dab03c330df,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CANONICAL_ENTITY_CATALOG.csv,2774,17,4066e1b58d8dccde2ecb9481c74ab2d4e4a3e92da48ad6aed4149bd392d479ce,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CANONICAL_RELATIONSHIP_CATALOG.csv,1408,13,05d2478f87468cc5965cff4a10241f642c96c295c27dae6cbcfd1c6e3c9251d0,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CHANGELOG_SINCE_WAVE_01.md,1294,19,dd89b5a95b3057810ac0a876d6e1b840b1ba065f251d0d420eb22145dd7128d2,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/CHANGE_POINT_CANDIDATES.csv,1239,8,03b1d6503b4082dad01201caec2fb2c7f1b95119c08cc8913074b0dfc902a828,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/COACHING_INTELLIGENCE_GATE_STATUS.csv,209,2,80c94684e13897e172263f030b5dbfd57d24b16fb7813e56b60dffae22d23b62,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/COACH_CONFOUND_CONTROL_CATALOG.csv,376,9,2042fe8413144407d02177c749e921551cd5b31658d3f84eec7ebd2715b94bb6,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/COACH_DECISION_EVIDENCE_CANDIDATES.csv,572,4,6c940cc462eeba58ffb97060d0a023befda1e19e9f7657f81aa559ca42ce935b,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/COACH_DEVELOPMENT_RESIDUAL_CONTRACTS.csv,1142,7,45391aff3e17761770df41e017e340a26aeeffa0e93f29b31e3a98fd57a16fb1,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/COACH_ROLE_EPISODE_CONTRACTS.csv,1144,7,a2bbb9c9bedc9794e474b857abace831736a610f8cbafc50bb3cb10d16d40e07,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CODEX_WORK_PACKET_QUEUE.csv,13380,34,15c0bd373fd104b7a34d5a5bd79ee1ff5f5037a6709948a7662c1e06e656bc8e,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/CONSTRAINT_CLASSIFICATION.md,1826,18,528eb8940e4c309284c1aed79667ebfdaaee937912a27204a3ecc98096269f53,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,32059,216,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CONTEXT_GATE_STATUS.csv,224,2,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/CRITICAL_PATH.csv,2830,23,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/CRITICAL_PATH.md,1753,26,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.md,OK
governance/CURRENT_BACKLOG.yaml,754,25,0c1cb2f60b2adc4eee37dc94f1633503c381a828b337a7b3da9a09900df6a1ec,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,governance,.yaml,OK
governance/CURRENT_STATE.yaml,1775,42,5954ac3aa20933fca66fc3e2cf4252c1e2be326952e0c33bf99b1121eb5d7a7e,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,governance,.yaml,OK
governance/DATASET_SCHEMA_REGISTRY.csv,68120,121,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/DECISION_LEDGER.md,60071,977,9fa7f81fa4791c3a05ace991aa5abbe9e6a324e2ffd3fa073c8f8cac393ee71f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/DO_NOT_DRIFT.md,4912,65,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404,PROTECTED_INVARIANT,Protected project rule or sealed governance artifact,governance,.md,OK
governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,938,6,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EARLY_SEASON_BLEND_CANDIDATES.csv,873,6,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ENTITY_RESOLUTION_STATES.csv,705,10,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/ENTITY_STORAGE_DECISION_MATRIX.csv,1033,8,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EPIC_CATALOG.csv,7002,34,af67f805fef397b91903c65a04b422ef2d57f9f0eff62311609002b63e8801ea,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/EVALUATION_SCORECARD_REGISTRY.csv,1883,14,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_ARTIFACT_POLICY.csv,503,7,13141c46a825cf448eccb061215e3bdb7e9db721737bf6fa2c993a756f6aa24c,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_GATE_STATUS.csv,1705,15,e5b60b0214be285f70ea477b9cd7f9e1840de8afecb9b30aeb382f3239563fc5,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_IDENTITY_FIELDS.csv,1530,17,b81321f08ca5cc53afebe3c285c6c1ee0c6816c60ac2156815f017d792a48e70,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_QUEUE_POLICY.csv,1321,11,b1b88cc7f8c4c670eae0327333d8b7620b66c0e32d3560694e6d96ca91114126,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_REPLAY_CONTRACT.csv,864,9,29ff258c85b24c6f18534f84bcde67c7b760dabdcd05a96a229ea9c6c1f7403c,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_RESULT_EVIDENCE_CONTRACT.csv,1444,17,827344595a75d268a8d89814f9932ea680988a9e2c34527c7d892f290382fdab,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_STATE_MACHINE.csv,1442,13,88454f7a9c1b34d3f07ab30e3742cc15b472804f44fb4086117021ec1962cc66,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_STORE_SCHEMA_CATALOG.csv,1282,16,dbc075b2fa2d2f228515bf05abacd0408d4201cfce5a71ebdf63cbeaf260ac77,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_TOOL_DECISION_MATRIX.csv,1352,5,3ad1f09cf53b4960b74c3b2ebbbb423628feaeb0ad2880279c43803d84aff895,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/EXPERIMENT_TOOL_RESEARCH_EVIDENCE.csv,2765,10,bd98f1ee50ded23dfd5f55944857008593fe40049627533a4429540163469067,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_CANDIDATE_SEEDS.csv,291388,737,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_EVIDENCE_REQUIREMENTS.csv,1609,15,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_FAMILY_EXPERIMENT_PLAN.csv,4385,16,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_LIFECYCLE_DECISION_LOG.csv,127,1,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_LIFECYCLE_STATES.csv,1111,7,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_LIFECYCLE_TRANSITIONS.csv,1506,16,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_SCREENING_METHODS.csv,2571,16,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_TOURNAMENT_POLICY.csv,1234,9,77bb783f18cefb393a78188ea022c55c2b35cc9e5de8065f2351af2ac9ec9daf,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_TOURNAMENT_STAGE_MATRIX.csv,1104,11,41f361f9ba1d4fe23d171457865aa84fcdc44ad4551da4ceae3a1f63911072d6,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FEATURE_TRANSFORMATION_CATALOG.csv,2983,15,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FIELD_CLASSIFICATION_RECONCILIATION.csv,1888,20,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FIELD_POSITION_HIDDEN_YARDS_CONTRACTS.csv,659,7,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/FORECAST_LANES.csv,723,5,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/GAME_CONTEXT_CONTRACTS.csv,612,6,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HISTORICAL_WEIGHTING_CANDIDATES.csv,1188,8,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HOME_FIELD_EXPERIMENT_PLAN.csv,524,5,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HPO_PARAMETER_TYPE_CATALOG.csv,547,8,84a8c2e52d265d2942e57880cb36ea9fb4dfc9a645ce448caa7c1984fa4192ad,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HPO_PRUNING_POLICY.csv,567,7,c6dec9a8a65198b382eebf7dec0bf73445ad238635c1736de46b085a86b9d283,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HPO_SEARCH_SPACE_POLICY.csv,356,7,3a23cc5a141092a8a1ad4cf4cae872540886014bfd8741c9bd10231e11653b5f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HPO_STUDY_POLICY.csv,663,9,f292f03c86af5d71c86bcfc5bbaf37b6ae00ec60f8beb1c6bb7a51d51090d08f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HYPOTHESIS_LEDGER.csv,15881,81,5d6470ad0f2d6fbd622ba64d61d0f13b2873711168baabcb07ab78994b10795e,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/HYPOTHESIS_QUEUE_POLICY.csv,659,9,edf44178b50d72a9d2c3b0ce2ec57cf299b0bfd3335c315a1851697cac574a4e,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/IMMUTABLE_RULES.md,2271,34,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/IMPLEMENTATION_COMPLEXITY_CLASSES.csv,697,6,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/IMPLEMENTATION_PHASES.csv,1948,6,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/IMPLEMENTATION_WBS.csv,75494,202,fc76c57360b2db7604d13af95c1945d9fe0e2432738ed7b46ae0fc4534375056,CURRENT_MACHINE_REGISTRY,Machine-readable governance or implementation registry,governance,.csv,OK
governance/JOINT_SCORE_CANDIDATES.csv,918,8,63c06205862d76c7c1c49a9a4813a2b918896b593d90a7e4cb59d89cdea410c9,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/JOIN_PATH_REGISTRY.csv,33448,125,50ed7a63f613f6ad68fe9d7c4f51f609813404dbd5720a70187493428e53d8ba,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/LEAKAGE_SCENARIO_CATALOG.csv,2082,17,d283ad51fbb88822302fb21320a9c56d638eeff2ad57e40a85a0328a3c624d20,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/LOWER_DIVISION_TRANSLATION_CONTRACTS.csv,582,5,667e057b1a4f471793d0a569c650ba7ee5cbdc29a457e2d4061923009906174c,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MARKET_LANE_RULES.csv,704,6,15659db273396751e1f951754f86e2f4b8dd072e9364a89393875a479e24d533,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MATCHUP_CONTEXT_GATE_STATUS.csv,231,2,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MECHANICS_GATE_STATUS.csv,190,2,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MECHANICS_INTERACTION_CANDIDATES.csv,493,6,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/METRIC_REGISTRY.csv,2570,19,72e9834e7a372955c6491dcd433d9c5a0348ae1693f60bb39f99f62cd638e160,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MISSINGNESS_EVIDENCE_REGISTRY.csv,72076,297,da7c95f169a67948db1379f59e5e52dd356912fc02d9b614ed9a8e3f9dd18381,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MLFLOW_FIELD_MAPPING.csv,951,15,45d05329bf8bade3e76fdebb3a209bd13ee2206c6b2dde09d71eacd2bf3d341f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_ARCHITECTURE_CANDIDATES.csv,1776,12,c7dacfff5e5baa815ab4e1259b90b20c2c0a68517a38ceba3c4b25cd5c51bc79,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_ARCHITECTURE_GATE_STATUS.csv,495,2,bf625654910d2c5286c3d051989204a5bb3fe125a1c5adec41d9359314717f4f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_DERIVATION_CONTRACT.csv,1504,11,1e82be5fea8f9145df6a4c1db81666ff18c119e4c03d12236710443b90a476a5,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_DISAGREEMENT_CONTRACTS.csv,695,5,bcca65606a04504682dbe77f4f3d4cd50d45b1bb554438278a4cc843eac5cd33,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_TARGET_CONTRACT.csv,2473,15,39f06c5f30a0cf9426647adf18b83db79b154f121967ce2564cbdf33daab7813,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_TOURNAMENT_BASELINE_MATRIX.csv,593,7,c2fcb696f71475a811ee697a5cb47dca26de30ae6c70a0945709d15616124e68,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_TOURNAMENT_COMPATIBILITY_MATRIX.csv,875,11,c6b75aefd242fe529f36d7579099dbd47893293108f7d9ad09ac03490654ba6f,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/MODEL_TOURNAMENT_POLICY.csv,1088,7,19c232d3d77f0b7a63a5627ec578def7c603786c50cbd6c55b3b2f2f92153a04,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/NEXT_WAVE.md,595,14,7f5ea52568b1cb8bf12c32727fdc5ec1a4eba00bbfe6902f14c45610d1f860b4,FINAL_CURRENT,Terminal W25 handoff/current-state artifact,governance,.md,OK
governance/OFFICIATING_EXPERIMENT_POLICY.csv,579,6,65d6e15eb9454f41d52dc00335848f4b78b3a4ab94cafd275d4b2e6f8bc8afd4,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/OOD_DETECTION_CANDIDATES.csv,873,9,8cbccb92410389aaeef0c960366d8cd39b325a67f52448b24e00eaa356e9889b,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/OPEN_ISSUES.md,26818,438,f689eb16cadb00d78b6f477e9bcdc5fe1ac9aa631725a7c28a51711866c374ed,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.md,OK
governance/OPPONENT_ADJUSTMENT_CANDIDATES.csv,479,4,dd0b0c84e15469ecf75543585a6a7c66b8775156e84dfc41120a2b1099cd910d,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/OPPONENT_STRENGTH_HIERARCHY.csv,869,8,e29f275eb3257e0463f5f660b7463f0e5bc812277cd69988dd802bb1a9f89b0a,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/OPPORTUNITY_BACKLOG.yaml,6758,177,80a9a01a09211d2724883102c0d66becd3f6185d5c5a824ceba1688c3a5af60b,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.yaml,OK
governance/OPTUNA_FIELD_MAPPING.csv,937,14,76f2c1af15a725a5ce458015af9ba64b82995d6ddb3484d952e1004a484914e5,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PIT_DOMAIN_POLICY.csv,2930,12,1e9f7465018242fef18261f0f1c2849b080f878cf6fff96360976e7d68fc1ed9,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PIT_GATEWAY_RULES.csv,1750,13,a0c15f6d95f7ab272840f9387babcd7b506c59bb30d4a4ec3fd5ee1f195063d3,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PLAYER_INTELLIGENCE_GATE_STATUS.csv,318,2,6e000250153b11cd51f9b00f7659e41d4c75912bde6d7a0d623f0de0ed486bca,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PLAYER_STATE_COMPONENTS.csv,1426,11,69ee73840b613454a095eebe5609ff0adb78d046144845647d164acc3b635b89,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PLAYER_VALUE_EVIDENCE_CATALOG.csv,1620,10,409fbd1f4160020e6783c65906669910fc5db750482a642408fb363433260623,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/POSSESSION_TEMPO_CONTRACTS.csv,383,5,70396726adf19971c87fa65f5d154188b5407812b55f35ecc08a2d71368211b0,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PRESEASON_HONOR_CANDIDATE_CONTRACTS.csv,769,4,b8e8985dad2deaa324fc96512c86a5e42b105f05bd3210a454399e25f50e0f7d,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PRIVATE_RESOURCE_PROXY_CONTRACTS.csv,324,4,ec0a3a1ff1670fb2ffc8deb02f8d33df16452be80b9430d17b397a17df63987d,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PROGRAM_RESOURCE_LANES.csv,581,5,d9ab6e07b638dd606140cab9ee44d0d17b27939be357bb9a6ccdbe2756f10823,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PROJECT_IDENTITY.yaml,480,12,c902524233106e63474adf5585121c8c35bb6a94dd946058417048445dde6ad3,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.yaml,OK
governance/PROMOTION_DECISION_STATES.csv,1010,11,e9f0f483e66c799ebf88dbbeb13fa1dc722aac5fa932bfd9bb87fb879163531b,GOVERNANCE_DETAIL,Governance/provenance detail,governance,.csv,OK
governance/PROTECTED_ACCEPTANCE_RULES.md,1438,21,e881e25c6338b000253405d9fce02592b6f9254bf193a4c8e3901a9a954b42ec,PROTECTED_INVARIANT,Protected project rule or sealed governance artifact,governance,.md,OK
governance/PROTECTED_JUDGING_RULE_SEAL.csv,2351,14,7bf245d93d1d0fc6b87f55dddcacec76ced222279ffa09b7b1ab08ba36667356,PROTECTED_INVARIANT,Protected project rule or sealed governance artifact,governance,.csv,OK
