requirement_id,constraint_class,lifecycle_status,acceptance_control_ids,acceptance_state,owner_wave,threshold_refs,evidence_artifact,notes
REQ-176,A,ACTIVE,AC-005,CURRENTLY_VERIFIED_W04,W03,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-177,A,ACTIVE,AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-178,A,ACTIVE,AC-006;AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-179,A,ACTIVE,AC-032;AC-178;AC-185,REFERENCE_VERIFIED_W18,W17+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-180,A,ACTIVE,AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-181,A,ACTIVE,AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-182,B,DEFAULT,AC-006,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-183,A,ACTIVE,AC-021;AC-031;AC-178;AC-185,REFERENCE_VERIFIED_W18,W10+,THR-001;THR-002;THR-003;THR-004;THR-007,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-184,A,ACTIVE,AC-040,PARTIAL_OR_CONTRACT_DEFINED,W06+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-185,A,ACTIVE,AC-009;AC-040,PARTIAL_OR_CONTRACT_DEFINED,W07+,THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-186,A,ACTIVE,AC-040,PARTIAL_OR_CONTRACT_DEFINED,W06+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-187,A,ACTIVE,AC-004;AC-041,PARTIAL_OR_CONTRACT_DEFINED,W21+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-188,A,ACTIVE,AC-041,CONTRACT_DEFINED_OWNER_PENDING,W23,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-189,A,ACTIVE,AC-042,CONTRACT_DEFINED_OWNER_PENDING,W21+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-190,A,ACTIVE,AC-033,CONTRACT_DEFINED_OWNER_PENDING,W16+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-191,A,ACTIVE,AC-009;AC-011,CONTRACT_DEFINED_OWNER_PENDING,W08+,THR-013,configs/feature_lifecycle_registry.json;governance/FEATURE_*;tools/validate_feature_lifecycle.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-192,A,ACTIVE,AC-034,CONTRACT_DEFINED_OWNER_PENDING,W20+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-193,A,ACTIVE,AC-035,CONTRACT_DEFINED_OWNER_PENDING,W16+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-194,A,ACTIVE,AC-033;AC-034,CONTRACT_DEFINED_OWNER_PENDING,W17+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-195,A,ACTIVE,AC-020,CONTRACT_DEFINED_OWNER_PENDING,W07+,THR-009;THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-196,A,ACTIVE,AC-017,CONTRACT_VERIFIED_W07_IMPLEMENTATION_PENDING,W07+,THR-008,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md;docs/16_ENTITY_RESOLUTION_AND_REVIEW.md,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-197,A,ACTIVE,AC-009;AC-020,CONTRACT_DEFINED_OWNER_PENDING,W09+,THR-009;THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-198,A,ACTIVE,AC-020,CONTRACT_DEFINED_OWNER_PENDING,W06+,THR-009;THR-013,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-199,A,ACTIVE,AC-011;AC-012,CONTRACT_DEFINED_OWNER_PENDING,W08+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-200,A,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W19-W23,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-201,A,ACTIVE,AC-038,CONTRACT_DEFINED_OWNER_PENDING,W19-W23,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-202,A,ACTIVE,AC-038;AC-012,CONTRACT_DEFINED_OWNER_PENDING,W19+,THR-011;THR-012,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-203,A,ACTIVE,AC-037,VERIFIED_W22_FUNCTIONAL_STARTER_THRESHOLD_TBD,W21-W22,THR-010,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-204,A,ACTIVE,AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-205,A,ACTIVE,AC-012,CONTRACT_DEFINED_OWNER_PENDING,W08+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-206,A,ACTIVE,AC-024;AC-031,CONTRACT_DEFINED_OWNER_PENDING,W17+,THR-001;THR-002;THR-003;THR-004,configs/feature_lifecycle_registry.json;governance/FEATURE_*;tools/validate_feature_lifecycle.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-207,A,ACTIVE,AC-024,CONTRACT_DEFINED_OWNER_PENDING,W17+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-208,A,ACTIVE,AC-044,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-209,A,ACTIVE,AC-005;AC-007,CURRENTLY_VERIFIED_W04,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-210,A,ACTIVE,AC-045;AC-007,CURRENTLY_VERIFIED_W04,W04,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-211,A,ACTIVE,AC-043,CONTRACT_DEFINED_OWNER_PENDING,W06+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-212,A,ACTIVE,AC-037;AC-033,VERIFIED_W22_FUNCTIONAL_STARTER,W22,THR-010,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL. W22 evidence is functional/synthetic where noted; no protected model metric implied.
REQ-213,A,ACTIVE,AC-019,CONTRACT_DEFINED_OWNER_PENDING,W08+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-214,A,ACTIVE,AC-033;AC-039,CONTRACT_DEFINED_OWNER_PENDING,W21+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-215,A,ACTIVE,AC-043;AC-044,PARTIAL_OR_CONTRACT_DEFINED,W04+,,governance/ACCEPTANCE_CONTROL_CATALOG.csv;configs/acceptance_registry.json,W04 defines contract; PASS requires owning-wave evidence unless explicitly CURRENTLY_VERIFIED/VERIFIED_HISTORICAL.
REQ-216,A,ACTIVE,AC-049;AC-056,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-217,A,ACTIVE,AC-055,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-218,A,ACTIVE,AC-049,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-219,A,ACTIVE,AC-049,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-220,A,ACTIVE,AC-050,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-221,A,ACTIVE,AC-056,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-222,A,ACTIVE,AC-054,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-223,A,ACTIVE,AC-054,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-224,A,ACTIVE,AC-053,CONTRACT_DEFINED_OWNER_PENDING,W06,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-225,A,ACTIVE,AC-053,CONTRACT_DEFINED_OWNER_PENDING,W05-W06,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-226,A,ACTIVE,AC-051,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-227,A,ACTIVE,AC-052,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-228,A,ACTIVE,AC-051,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-229,A,ACTIVE,AC-051;AC-056,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-230,A,ACTIVE,AC-043;AC-052,CONTRACT_DEFINED_OWNER_PENDING,W18+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-231,A,ACTIVE,AC-055,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-232,A,ACTIVE,AC-049,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-233,A,ACTIVE,AC-049,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-234,A,ACTIVE,AC-049,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-235,A,ACTIVE,AC-050,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-236,A,ACTIVE,AC-056,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-237,A,COMPLETE_W05,AC-001;AC-055,CURRENTLY_VERIFIED_W05,W05,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-238,A,ACTIVE,AC-055,CURRENTLY_VERIFIED_W05,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-239,A,ACTIVE,AC-051;AC-052,CURRENTLY_VERIFIED_W05,W05+,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-240,B,DEFAULT,AC-053;AC-055,DEFAULT_PLAN_REVISABLE,W05-W25,,governance/IMPLEMENTATION_WBS.csv;governance/REQUIREMENT_TASK_TRACEABILITY.csv;configs/implementation_plan.json,W05 implementation-plan acceptance; implementation/scientific evidence remains owned by later waves.
REQ-241,A,COMPLETE_W06,AC-057,CURRENTLY_VERIFIED_W06,W06,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-242,A,COMPLETE_W06,AC-057,CURRENTLY_VERIFIED_W06,W06,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-243,A,ACTIVE,AC-057,CONTRACT_DEFINED_W06_OWNER_PENDING,W06-W24,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-244,A,ACTIVE,AC-058;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W06+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-245,A,ACTIVE,AC-013;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-246,A,ACTIVE,AC-013;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-247,A,ACTIVE,AC-015;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08-W12,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-248,A,ACTIVE,AC-015;AC-020;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08-W12,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-249,B,DEFAULT,AC-009;AC-020;AC-058,CONTRACT_DEFINED_W06_OWNER_PENDING,W11+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-250,A,ACTIVE,AC-011;AC-019;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08-W13,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-251,A,ACTIVE,AC-014;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08-W17,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-252,A,ACTIVE,AC-010;AC-043;AC-058;AC-059,CONTRACT_VERIFIED_W07_IMPLEMENTATION_PENDING,W07-W09,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md;docs/16_ENTITY_RESOLUTION_AND_REVIEW.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-253,B,DEFAULT,AC-043;AC-058,CONTRACT_DEFINED_W06_OWNER_PENDING,W06-W24,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-254,A,ACTIVE,AC-043;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W06+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-255,A,ACTIVE,AC-020;AC-043;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W13+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-256,A,ACTIVE,AC-011;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W08+,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-257,A,ACTIVE,AC-057;AC-058;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W24,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-258,A,COMPLETE_W06,AC-053;AC-060,CURRENTLY_VERIFIED_W06,W06,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-259,A,ACTIVE,AC-015;AC-059,CONTRACT_DEFINED_W06_OWNER_PENDING,W12-W14,,docs/data_research/w06/DATA_RESEARCH_FINDINGS.md;docs/data_research/w06/WAVE_06_ARCHITECTURE_IMPACT.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-260,A,ACTIVE,AC-008;AC-009;AC-010;AC-059,CONTRACT_VERIFIED_W07_IMPLEMENTATION_PENDING,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md;docs/16_ENTITY_RESOLUTION_AND_REVIEW.md;configs/temporal_registry.json;governance/W08_VALIDATION_REPORT.md,W06 source/data contract; later implementation evidence remains pending where applicable.
REQ-261,A,ACTIVE,AC-061,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-262,A,ACTIVE,AC-061;AC-064,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-263,A,ACTIVE,AC-061,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-264,A,ACTIVE,AC-061,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-265,A,ACTIVE,AC-062,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-266,A,ACTIVE,AC-062;AC-063,PASS_W07_DESIGN_CONTRACT,W07+,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
REQ-267,A,ACTIVE,AC-062,PASS_W07_DESIGN_CONTRACT,W07-W08,,configs/entity_registry.json;docs/14_CANONICAL_ENTITY_ARCHITECTURE.md,W07 freezes canonical identity/source-mapping/resolution contracts; materialized data/resolver integration remains later-wave evidence.
