raw_field_id,source_id,source,dataset_or_model,field_path,grain,documented_type,observed_type,description,feature_family,raw_temporal_class,normalized_temporal_class,usage_class,leakage_review,classification_origin,classification_preserved,population_missingness_status,sample_missingness_name_match_count,sample_missingness_caveat,join_role,handoff_state,w10_candidate_experiment_allowed,pit_gateway_required,source_access_priority,source_license_status,source_redistribution_status,notes
RF-000512,SRC-001,SportsDataverse,adv_team,total_yards,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,"Total yardage across all plays (sum of statYardage, base box).",situational_field_position,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,1,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000513,SRC-001,SportsDataverse,adv_team,EPA_overall_total,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total EPA across all plays.,advanced_efficiency_probability,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000514,SRC-001,SportsDataverse,adv_team,rushes_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Rush rate over scrimmage plays (mean of rush flag).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000515,SRC-001,SportsDataverse,adv_team,first_downs_created,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Total first downs created over scrimmage plays.,situational_field_position,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000516,SRC-001,SportsDataverse,adv_team,first_downs_created_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Mean (rate) of first downs created per scrimmage play.,situational_field_position,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000517,SRC-001,SportsDataverse,adv_team,EPA_rushing_power,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total EPA on power-run rushing attempts.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000518,SRC-001,SportsDataverse,adv_team,EPA_rushing_power_per_play,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Mean EPA per power-run rushing attempt.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000519,SRC-001,SportsDataverse,adv_team,rushing_power_success,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of successful power-run rushes.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000520,SRC-001,SportsDataverse,adv_team,rushing_power_success_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Power-run success rate.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000521,SRC-001,SportsDataverse,adv_team,rushing_power,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of power-run rushing attempts.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000522,SRC-001,SportsDataverse,adv_team,rushing_stuff,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of rushes stuffed (no/negative gain at the line).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000523,SRC-001,SportsDataverse,adv_team,rushing_stuff_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Stuffed-run rate over rushes.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000524,SRC-001,SportsDataverse,adv_team,rushing_stopped,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of rushes stopped (short of expected gain).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000525,SRC-001,SportsDataverse,adv_team,rushing_stopped_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Stopped-run rate over rushes.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000526,SRC-001,SportsDataverse,adv_team,rushing_opportunity,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of opportunity runs (rushes reaching the opportunity-yardage threshold).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000527,SRC-001,SportsDataverse,adv_team,rushing_opportunity_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Opportunity-run rate over rushes.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000528,SRC-001,SportsDataverse,adv_team,rushing_highlight,one row per team,integer,UNMATERIALIZED_OR_NOT_SCANNED,Count of highlight runs (rushes that broke into highlight-yardage territory).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000529,SRC-001,SportsDataverse,adv_team,rushing_highlight_rate,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Highlight-run rate over rushes.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000530,SRC-001,SportsDataverse,adv_team,rushing_highlight_yards,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total highlight yards (yards gained beyond the line/second-level on highlight runs).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000531,SRC-001,SportsDataverse,adv_team,line_yards,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total line yards (offensive-line-credited rushing yardage).,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,1,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000532,SRC-001,SportsDataverse,adv_team,line_yards_per_carry,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Mean line yards per rush attempt.,rushing,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000533,SRC-001,SportsDataverse,adv_team,second_level_yards,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total second-level rushing yards (5-10 yards past LOS).,situational_field_position,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,1,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000534,SRC-001,SportsDataverse,adv_team,open_field_yards,one row per team,double,UNMATERIALIZED_OR_NOT_SCANNED,Total open-field rushing yards (beyond 10 yards past LOS).,penalties,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,1,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000535,SRC-001,SportsDataverse,adv_passing,game_id,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,"ESPN game id, stamped onto every row during the season-wide bind (source `gameId`, e.g. 401628455).",identity_metadata,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,JOIN_OR_METADATA,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,8,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,JOIN_OR_METADATA,EVIDENCE_OR_METADATA_ONLY,false,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000536,SRC-001,SportsDataverse,adv_passing,season,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,"Season year the game belongs to, stamped during the bind (e.g. 2024).",other,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,10,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000537,SRC-001,SportsDataverse,adv_passing,week,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,"Week number within the season, stamped during the bind (e.g. 1).",other,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,5,NAME_MATCH_ONLY_NOT_POPULATION_EVIDENCE,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000538,SRC-001,SportsDataverse,adv_passing,pos_team,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,ESPN team id of the passer's offense (possession team); cast to Int32 in source.,identity_metadata,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,JOIN_OR_METADATA,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,JOIN_OR_METADATA,EVIDENCE_OR_METADATA_ONLY,false,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000539,SRC-001,SportsDataverse,adv_passing,passer_player_name,one row per passer,character,UNMATERIALIZED_OR_NOT_SCANNED,"Passer's display name; literal `""TEAM""` for team-charged passing plays (e.g. intentional grounding) not attributed to an individual.",passing_receiving,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000540,SRC-001,SportsDataverse,adv_passing,Comp,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,Completions: sum of completed pass attempts for this passer in the game.,other,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000541,SRC-001,SportsDataverse,adv_passing,Att,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,Pass attempts: sum of pass attempts for this passer.,other,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000542,SRC-001,SportsDataverse,adv_passing,Yds,one row per passer,double,UNMATERIALIZED_OR_NOT_SCANNED,"Passing yards for this passer, aggregated from receiving yards on his attempts (can be 0.0).",other,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000543,SRC-001,SportsDataverse,adv_passing,Pass_TD,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,Passing touchdowns thrown by this passer.,passing_receiving,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
RF-000544,SRC-001,SportsDataverse,adv_passing,Int,one row per passer,integer,UNMATERIALIZED_OR_NOT_SCANNED,Interceptions thrown by this passer.,turnovers,HISTORICAL_GAME_OUTPUT_USE_VIA_PRIOR_GAME_AGGREGATION,HISTORICAL_AGGREGATE_ONLY,CANDIDATE_OR_DERIVED,REQUIRED,RECON_UNIFIED_TEMPORAL_FIELD_REGISTRY_v1.2,true,UNMEASURED_UNTIL_SOURCE_MATERIALIZATION,0,NO_DIRECT_SAMPLE_EVIDENCE_LINKED,NON_JOIN_OR_REVIEW,PIT_HISTORICAL_AGGREGATION_INPUT,true,true,PRIMARY,PUBLIC_REPOSITORY_UPSTREAM_TERMS_REVIEW,DERIVED_PUBLIC_REPO_REVIEW,W09 raw-field metadata only; no production feature adoption.
