task_id,phase_id,epic_id,owner_wave,title,task_type,priority,complexity_class,execution_lane,status,depends_on,requirement_ids,acceptance_control_ids,outputs,mutation_scope,replan_gate,critical_dependency_gate,notes
TASK-133,PHASE-4,EPIC-023,W17,Freeze W17 validation/promotion science protocol gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-132;TASK-127;TASK-110,REQ-060;REQ-061;REQ-106;REQ-179;REQ-194;REQ-206;REQ-207;REQ-232;REQ-233;REQ-583;REQ-596;REQ-601;REQ-602,AC-023;AC-024;AC-025;AC-031;AC-055;AC-056;AC-173;AC-175;AC-176,sealed protected evaluation/promotion contract; W18 research boundary,,W06_REPLAN,YES,Contract-only completion; protected empirical values remain pending materialized data/model artifacts.
TASK-134,PHASE-4,EPIC-024,W18,Define experiment identity/config/data/model lineage schema,DESIGN,MUST,C4,SOLO_WORKTREE,DONE,TASK-133,REQ-019;REQ-232;REQ-233,AC-032;AC-055;AC-056,experiment lineage contract,,W06_REPLAN,NO,Completed W18 contract/reference scope; no trained/protected empirical winner implied.
TASK-135,PHASE-4,EPIC-024,W18,"Select/validate experiment tracking, HPO, search-space and persistence tools",ARCHITECTURE_DECISION,MUST,C4,SOLO_WORKTREE,DONE,TASK-134,REQ-019;REQ-232;REQ-233;REQ-655;REQ-656;REQ-657;REQ-658;REQ-659;REQ-660;REQ-661;REQ-662;REQ-663,AC-032;AC-055;AC-056;AC-194;AC-195;AC-196;AC-203;AC-204,MLflow/Optuna adapter decisions + HPO search-space/study policy,,W06_REPLAN,NO,"Corrected W18: current official MLflow/Optuna research, versioned HPO search spaces, development-only objectives, bounded local-first storage/resource policy; no empirical HPO winner claimed."
TASK-136,PHASE-4,EPIC-024,W18,"Implement hypothesis/experiment queue, isolated worktree, resource and deduplication contracts",IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-134;TASK-135,REQ-019;REQ-232;REQ-233;REQ-664;REQ-665;REQ-666;REQ-667;REQ-668;REQ-669;REQ-670,AC-032;AC-055;AC-056;AC-197;AC-198,hypothesis lifecycle + experiment queue + worktree/resource execution reference,,W06_REPLAN,NO,"Corrected W18: explicit hypothesis lifecycle, duplicate prevention, failure typing, protected mutation scope and resource authorization."
TASK-137,PHASE-4,EPIC-024,W18,Implement immutable judging-rule boundary,IMPLEMENTATION,MUST,C5,PROTECTED_GATE,DONE,TASK-136;TASK-133,REQ-019;REQ-232;REQ-233;REQ-669;REQ-673,AC-032;AC-055;AC-056;AC-198;AC-200,protected evaluator separation tests + W17 hash-seal verification CLI,,W06_REPLAN,NO,Corrected W18: protected judging rules remain immutable inputs to all experiment/tournament execution.
TASK-138,PHASE-4,EPIC-024,W18,"Implement feature/model tournaments, artifact manifests, replay/comparison/adopt-reject evidence flow",IMPLEMENTATION,MUST,C5,SOLO_WORKTREE,DONE,TASK-137,REQ-019;REQ-232;REQ-233;REQ-641;REQ-642;REQ-643;REQ-644;REQ-645;REQ-646;REQ-647;REQ-648;REQ-649;REQ-650;REQ-651;REQ-652;REQ-653;REQ-654;REQ-671;REQ-672;REQ-673;REQ-674;REQ-675;REQ-676,AC-032;AC-055;AC-056;AC-191;AC-192;AC-193;AC-199;AC-200;AC-201;AC-202,feature tournament + model tournament + artifact/replay/comparison/adoption reference system,,W06_REPLAN,NO,Corrected W18: first-class feature/model tournaments and replay/adoption evidence; research plane cannot emit production promotion.
TASK-139,PHASE-4,EPIC-024,W18,Pass corrected autonomous research/tournament governance gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-138,REQ-019;REQ-111;REQ-119;REQ-121;REQ-128;REQ-129;REQ-172;REQ-179;REQ-183;REQ-232;REQ-233;REQ-677;REQ-678;REQ-679;REQ-680,AC-032;AC-055;AC-056;AC-205;AC-206;AC-207;AC-208,complete W18 master coverage + W17 preservation + tournament/HPO/replay test gate + W19 handoff,,W06_REPLAN,YES,Corrected W18 comprehensive gate. Earlier thin W18 draft superseded; no trained/protected empirical winner implied.
TASK-140,PHASE-4,EPIC-025,W20,Implement common model artifact/runtime interface,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-121;TASK-133;TASK-046,REQ-092;REQ-232;REQ-233,AC-022;AC-055;AC-056,model runtime/artifact abstraction,,W06_REPLAN,NO,W19 foundation gate cleared; first READY W20 model-runtime task. Completed W20 functional starter; no protected empirical winner implied.
TASK-141,PHASE-4,EPIC-025,W20,Implement selected baseline and boosting model starters,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-140;TASK-040,REQ-092;REQ-232;REQ-233,AC-022;AC-055;AC-056,functional model starters,,W06_REPLAN,NO,Completed W20 functional starter; no protected empirical winner implied.
TASK-142,PHASE-4,EPIC-025,W20,Implement score/margin/joint-distribution starter,IMPLEMENTATION,MUST,C5,SOLO_WORKTREE,DONE,TASK-140;TASK-121,REQ-092;REQ-232;REQ-233,AC-022;AC-055;AC-056,joint forecast starter,,W06_REPLAN,NO,Completed W20 functional starter; no protected empirical winner implied.
TASK-143,PHASE-4,EPIC-025,W20,Implement calibration/ensemble/uncertainty starter,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-141;TASK-142;TASK-127,REQ-092;REQ-232;REQ-233,AC-022;AC-055;AC-056,calibration/ensemble/uncertainty adapters,,W06_REPLAN,NO,Completed W20 functional starter; no protected empirical winner implied.
TASK-144,PHASE-4,EPIC-025,W20,Implement model registry abstraction and immutable metadata,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-140;TASK-133,REQ-092;REQ-232;REQ-233,AC-022;AC-055;AC-056,model registry interface,,W06_REPLAN,NO,Completed W20 functional starter; no protected empirical winner implied.
TASK-145,PHASE-4,EPIC-025,W20,Pass starter forecast-model integration gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-143;TASK-144;TASK-115,REQ-092;REQ-106;REQ-192;REQ-232;REQ-233,AC-022;AC-025;AC-026;AC-033;AC-034;AC-035;AC-055;AC-056,functional selected model/calibration starter,,W06_REPLAN,YES,Completed W20 functional starter; no protected empirical winner implied.
TASK-146,PHASE-4,EPIC-026,W21,Select orchestrator based on local operational requirements,ARCHITECTURE_DECISION,MUST,C4,SOLO_WORKTREE,DONE,TASK-145;TASK-139,REQ-115;REQ-232;REQ-233,AC-031;AC-055;AC-056,orchestrator ADR; Prefect-or-approved choice,,W06_REPLAN,NO,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-147,PHASE-4,EPIC-026,W21,Implement resumable ingestion/QA/quarantine/state workflow,IMPLEMENTATION,MUST,C5,SOLO_WORKTREE,DONE,TASK-146;TASK-046,REQ-115;REQ-232;REQ-233,AC-031;AC-055;AC-056,data refresh workflow,,W06_REPLAN,NO,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-148,PHASE-4,EPIC-026,W21,Implement feature/train/calibrate/challenger workflow,IMPLEMENTATION,MUST,C5,SOLO_WORKTREE,DONE,TASK-146;TASK-145;TASK-133,REQ-115;REQ-232;REQ-233,AC-031;AC-055;AC-056,training workflow,,W06_REPLAN,NO,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-149,PHASE-4,EPIC-026,W21,Implement promotion/rollback/prediction snapshot workflow,IMPLEMENTATION,MUST,C5,PROTECTED_GATE,DONE,TASK-148,REQ-115;REQ-232;REQ-233,AC-031;AC-055;AC-056,promotion+rollback+snapshot workflow,,W06_REPLAN,NO,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-150,PHASE-4,EPIC-026,W21,Implement result scoring/postmortem/research-queue workflow,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-149;TASK-139,REQ-115;REQ-232;REQ-233,AC-031;AC-055;AC-056,postmortem/research loop,,W06_REPLAN,NO,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-151,PHASE-4,EPIC-026,W21,Pass weekly pipeline idempotency/resume gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-147;TASK-150,REQ-115;REQ-117;REQ-203;REQ-214;REQ-232;REQ-233,AC-031;AC-033;AC-034;AC-035;AC-036;AC-037;AC-038;AC-039;AC-055;AC-056,end-to-end resumability evidence,,W06_REPLAN,YES,Completed W21 functional-starter scope with executable orchestration/replay evidence.
TASK-152,PHASE-4,EPIC-027,W22,Freeze snapshot-serving API contract,DESIGN,MUST,C4,SHARED_CONTRACT,DONE,TASK-151,REQ-122;REQ-152;REQ-169;REQ-171;REQ-232;REQ-233;REQ-722;REQ-723;REQ-724;REQ-727,AC-005;AC-033;AC-037;AC-046;AC-047;AC-048;AC-055;AC-056,read-only forecast API schema,,W06_REPLAN,NO,First READY W22 task after W21 MLOps gate.;Completed W22 functional snapshot-serving/product starter with executable tests
TASK-153,PHASE-4,EPIC-027,W22,Select product framework against actual requirements,ARCHITECTURE_DECISION,MUST,C3,SOLO_WORKTREE,DONE,TASK-152,REQ-122;REQ-232;REQ-233;REQ-728,AC-033;AC-055;AC-056,FastAPI/Streamlit/React-or-approved ADR,,W06_REPLAN,NO,Completed W22 functional snapshot-serving/product starter with executable tests
TASK-154,PHASE-4,EPIC-027,W22,Implement A&M forecast dashboard starter,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-152;TASK-153;TASK-115;TASK-145,REQ-122;REQ-232;REQ-233;REQ-725,AC-033;AC-055;AC-056,A&M dashboard,,W06_REPLAN,NO,Completed W22 functional snapshot-serving/product starter with executable tests
TASK-155,PHASE-4,EPIC-027,W22,Implement uncertainty/BAS/availability/matchup explanation views,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-154,REQ-122;REQ-232;REQ-233;REQ-725;REQ-726,AC-033;AC-055;AC-056,explanation and warning surfaces,,W06_REPLAN,NO,Completed W22 functional snapshot-serving/product starter with executable tests
TASK-156,PHASE-4,EPIC-027,W22,Implement source/model/data snapshot lineage display,IMPLEMENTATION,MUST,C3,SOLO_WORKTREE,DONE,TASK-152,REQ-122;REQ-232;REQ-233;REQ-727,AC-033;AC-055;AC-056,forecast provenance UI/API,,W06_REPLAN,NO,Completed W22 functional snapshot-serving/product starter with executable tests
TASK-157,PHASE-4,EPIC-027,W22,Pass snapshot-only serving and product acceptance gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-155;TASK-156,REQ-029;REQ-030;REQ-032;REQ-033;REQ-034;REQ-122;REQ-152;REQ-212;REQ-232;REQ-233;REQ-722;REQ-723;REQ-724;REQ-725;REQ-726;REQ-727;REQ-728;REQ-729,AC-033;AC-037;AC-046;AC-055;AC-056,product acceptance evidence,,W06_REPLAN,YES,Completed W22 functional snapshot-serving/product starter with executable tests
TASK-158,PHASE-4,EPIC-028,W23,Extend CI for real dependency/data/model surfaces,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-157,REQ-123;REQ-232;REQ-233,AC-002;AC-034;AC-041;AC-055;AC-056,expanded cross-platform core/product CI + runtime manifest artifacts,,W06_REPLAN,NO,W23 CI implemented/tested locally; GitHub-hosted execution pending repository push.
TASK-159,PHASE-4,EPIC-028,W23,Implement dependency/security/provenance scans,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-158,REQ-123;REQ-232;REQ-233,AC-004;AC-040;AC-041;AC-042;AC-055;AC-056,dependency pin/provenance/security gates + CodeQL/dependency-review workflows,,W06_REPLAN,NO,Dependency policy executable locally; hosted CodeQL/dependency-review run after push.
TASK-160,PHASE-4,EPIC-028,W23,Implement structured logs/metrics/run status and audit traces,IMPLEMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-151;TASK-157,REQ-123;REQ-232;REQ-233,AC-034;AC-035;AC-042;AC-055;AC-056,structured redacted logs/metrics/runtime environment evidence,,W06_REPLAN,NO,Local standard-library observability starter; no external telemetry service required.
TASK-161,PHASE-4,EPIC-028,W23,Benchmark CPU/GPU/RAM/runtime on target hardware,BENCHMARK,MUST,C5,PROTECTED_GATE,BLOCKED_TARGET_HARDWARE,TASK-145;TASK-151,REQ-123;REQ-232;REQ-233,AC-038;AC-055;AC-056,target-hardware benchmark harness + non-authoritative smoke evidence; THR-011/012 remain TBD,,W06_REPLAN,NO,Representative target Windows/Ryzen/32GB/RTX5060 execution unavailable in this environment; do not fabricate budgets.
TASK-162,PHASE-4,EPIC-028,W23,Implement backup/restore/artifact retention runbooks,OPERATIONS,MUST,C4,SOLO_WORKTREE,DONE,TASK-160,REQ-123;REQ-232;REQ-233,AC-039;AC-040;AC-055;AC-056,content-verified backup/restore + protected retention policy/runbook,,W06_REPLAN,NO,Round-trip/tamper/path safety tested.
TASK-163,PHASE-4,EPIC-028,W23,Pass local production operations gate,GATE,MUST,C5,PROTECTED_GATE,BLOCKED_AC038_TARGET_HARDWARE,TASK-159;TASK-161;TASK-162,REQ-112;REQ-113;REQ-114;REQ-119;REQ-120;REQ-123;REQ-134;REQ-135;REQ-138;REQ-140;REQ-141;REQ-145;REQ-149;REQ-175;REQ-184;REQ-185;REQ-186;REQ-187;REQ-188;REQ-189;REQ-202;REQ-232;REQ-233,AC-004;AC-031;AC-033;AC-034;AC-035;AC-036;AC-038;AC-039;AC-040;AC-041;AC-042;AC-055;AC-056,security/observability/restore evidence complete; production gate awaits target benchmark,,W06_REPLAN,YES,Fail-honest W23 checkpoint: W24 cannot begin until TASK-161/AC-038 clears on target hardware.
TASK-164,PHASE-5,EPIC-029,W18,Define advanced challenger admission criteria,RESEARCH_GOVERNANCE,SHOULD,C4,SOLO_WORKTREE,DONE,TASK-133;TASK-139,REQ-067;REQ-084;REQ-085;REQ-088;REQ-089;REQ-098;REQ-108;REQ-232;REQ-233;REQ-631;REQ-632,AC-023;AC-055;AC-056;AC-205,advanced challenger admission policy,,W06_REPLAN,NO,"Completed W18 full-rebuild: advanced challenger admission gate implemented and tested; research-only admission, no empirical winner/promotion."
TASK-165,PHASE-5,EPIC-029,W18+,Implement small PyTorch tabular challenger only if admitted,RESEARCH_IMPLEMENTATION,COULD,C4,RESEARCH_LANE,PLANNED,TASK-164,REQ-108;REQ-232;REQ-233,AC-023;AC-055;AC-056,optional tabular neural challenger,,W06_REPLAN,NO,
TASK-166,PHASE-5,EPIC-029,W18+,Evaluate temporal/sequence challengers only after baseline saturation evidence,RESEARCH,COULD,C5,RESEARCH_LANE,PLANNED,TASK-164;TASK-040,REQ-108;REQ-232;REQ-233,AC-023;AC-055;AC-056,optional temporal challenger report,,W06_REPLAN,NO,
TASK-167,PHASE-5,EPIC-029,W18+,Evaluate graph methods only if relational signal justifies complexity,RESEARCH,COULD,C5,RESEARCH_LANE,PLANNED,TASK-164,REQ-108;REQ-232;REQ-233,AC-023;AC-055;AC-056,optional graph challenger report,,W06_REPLAN,NO,
TASK-168,PHASE-5,EPIC-029,W18+,Promote or reject advanced challengers via unchanged W17 gate,GATE,SHOULD,C5,PROTECTED_GATE,PLANNED,TASK-165;TASK-166;TASK-167,REQ-108;REQ-232;REQ-233,AC-023;AC-055;AC-056,advanced challenger promotion/rejection record,,W06_REPLAN,NO,
TASK-169,PHASE-5,EPIC-030,W24+,Define isolated live observation/replay contract,RESEARCH_DESIGN,COULD,C5,SOLO_WORKTREE,PLANNED,TASK-163,REQ-166;REQ-232;REQ-233,AC-048;AC-055;AC-056,live replay contract,,W06_REPLAN,NO,
TASK-170,PHASE-5,EPIC-030,W24+,Inventory legitimate historical/live source requirements,RESEARCH,COULD,C4,RESEARCH_LANE,PLANNED,TASK-169,REQ-166;REQ-232;REQ-233,AC-048;AC-055;AC-056,live source feasibility update,,W06_REPLAN,NO,
TASK-171,PHASE-5,EPIC-030,W24+,Prototype live-state feature/replay harness if evidence supports,RESEARCH_IMPLEMENTATION,COULD,C5,RESEARCH_LANE,PLANNED,TASK-170,REQ-166;REQ-232;REQ-233,AC-048;AC-055;AC-056,optional live replay prototype,,W06_REPLAN,NO,
TASK-172,PHASE-5,EPIC-030,W24+,Prove pregame/live isolation through leakage tests,VALIDATION,COULD,C5,PROTECTED_GATE,PLANNED,TASK-171,REQ-166;REQ-232;REQ-233,AC-048;AC-055;AC-056,live isolation evidence,,W06_REPLAN,NO,
TASK-173,PHASE-5,EPIC-031,W24,Run synthetic end-to-end and historical replay readiness battery,VALIDATION,MUST,C5,PROTECTED_GATE,DONE,TASK-162,REQ-129;REQ-232;REQ-233;REQ-738;REQ-739,AC-002;AC-055;AC-056;AC-229,E2E/replay readiness report,,W06_REPLAN,NO,"W24 executed by explicit user sequencing override; synthetic contract integration only, not empirical replay."
TASK-174,PHASE-5,EPIC-031,W24,Run leakage/source-contract/packaging acceptance battery,VALIDATION,MUST,C5,PROTECTED_GATE,DONE,TASK-173,REQ-129;REQ-232;REQ-233;REQ-740,AC-002;AC-055;AC-056;AC-230,full acceptance battery,,W06_REPLAN,NO,Cross-layer leakage repair/battery plus source-contract and packaging validations.
TASK-175,PHASE-5,EPIC-031,W24,Refresh source landscape against W06 baseline,RESEARCH,MUST,C4,RESEARCH_LANE,DONE,TASK-173,REQ-129;REQ-232;REQ-233;REQ-741;REQ-742;REQ-743,AC-002;AC-055;AC-056;AC-231,source refresh delta report,,W06_REPLAN,NO,Targeted current refresh; no exhaustive-internet claim.
TASK-176,PHASE-5,EPIC-031,W24,Perform final architecture challenge KEEP/REVISE/DEFER/REJECT,ARCHITECTURE_REVIEW,MUST,C5,SHARED_CONTRACT,DONE,TASK-174;TASK-175,REQ-129;REQ-232;REQ-233;REQ-744,AC-002;AC-055;AC-056;AC-232,architecture challenge decision set,,W06_REPLAN,NO,Major decisions classified; controlled revisions only.
TASK-177,PHASE-5,EPIC-031,W24,Resolve material W24 revisions without unnecessary churn,INTEGRATION,MUST,C5,SOLO_WORKTREE,DONE,TASK-176,REQ-129;REQ-232;REQ-233;REQ-737,AC-002;AC-055;AC-056;AC-233,accepted W24 repairs/revisions,,W06_REPLAN,NO,Accepted PIT/provenance/access refinements and sequencing override; W23 AC-038 remains unresolved.
TASK-178,PHASE-5,EPIC-031,W24,Pass W24 end-to-end readiness gate,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-177,REQ-129;REQ-232;REQ-233;REQ-745,AC-002;AC-005;AC-012;AC-044;AC-055;AC-056;AC-229;AC-230;AC-231;AC-232;AC-233;AC-234,W24 acceptance/readiness baseline,,W06_REPLAN,YES,W24 scope gate passes conditional on explicit W23 target-hardware blocker carry to W25.
TASK-179,PHASE-5,EPIC-032,W25,Audit requirements/ADR/risk/acceptance completeness,AUDIT,MUST,C5,PROTECTED_GATE,DONE,TASK-178,REQ-130;REQ-232;REQ-233,AC-002;AC-055;AC-056,final governance audit,,W06_REPLAN,NO,W25 final consolidation/handoff completed; final artifacts and validation evidence recorded.
TASK-180,PHASE-5,EPIC-032,W25,Audit data/PIT/feature/model/repository readiness,AUDIT,MUST,C5,PROTECTED_GATE,DONE,TASK-179,REQ-130;REQ-232;REQ-233,AC-002;AC-055;AC-056,final technical readiness audit,,W06_REPLAN,NO,W25 final consolidation/handoff completed; final artifacts and validation evidence recorded.
TASK-181,PHASE-5,EPIC-032,W25,Produce final known-gap/risk/backlog registers,GOVERNANCE,MUST,C4,SOLO_WORKTREE,DONE,TASK-180,REQ-130;REQ-232;REQ-233,AC-002;AC-055;AC-056,final gap/risk/backlog artifacts,,W06_REPLAN,NO,W25 final consolidation/handoff completed; final artifacts and validation evidence recorded.
TASK-182,PHASE-5,EPIC-032,W25,Produce final architecture rationale and rejected alternatives,DOCUMENTATION,MUST,C4,SOLO_WORKTREE,DONE,TASK-180,REQ-130;REQ-232;REQ-233,AC-002;AC-055;AC-056,FINAL_ARCHITECTURE_RATIONALE.md; FINAL_REJECTED_ALTERNATIVES.md,,W06_REPLAN,NO,W25 final consolidation/handoff completed; final artifacts and validation evidence recorded.
TASK-183,PHASE-5,EPIC-032,W25,Produce final implementation priority and first-72-hour queue,HANDOFF,MUST,C4,SOLO_WORKTREE,DONE,TASK-181;TASK-182,REQ-130;REQ-232;REQ-233,AC-002;AC-055;AC-056,FINAL_IMPLEMENTATION_PRIORITY.md; first-72-hour queue,,W06_REPLAN,NO,W25 final consolidation/handoff completed; final artifacts and validation evidence recorded.
TASK-184,PHASE-5,EPIC-032,W25,Freeze final cumulative/hydration Codex handoff,GATE,MUST,C5,PROTECTED_GATE,DONE,TASK-183,REQ-024;REQ-035;REQ-036;REQ-130;REQ-232;REQ-233,AC-002;AC-003;AC-045;AC-055;AC-056,final validated bound repository/hydration pair,,W06_REPLAN,YES,Final bound W25 cumulative/hydration pair required; no Wave 26. AC-038 remains an explicit deployment-readiness gap.
TASK-185,PHASE-4,EPIC-033,W06-W25,Verify prior-wave pair before every mutation,PROGRAM_GATE,MUST,C2,PROTECTED_GATE,DONE,,REQ-001;REQ-232;REQ-233,AC-001;AC-055;AC-056,verified prior-wave binding evidence,,NONE,NO,Program-wide control executed through terminal W25; final evidence frozen in W25 audit/handoff artifacts.
TASK-186,PHASE-4,EPIC-033,W06-W25,Maintain cumulative manifests/hydration/secret/forbidden-artifact gates,PROGRAM_CONTROL,MUST,C2,SHARED_CONTRACT,DONE,TASK-185,REQ-001;REQ-003;REQ-004;REQ-005;REQ-006;REQ-137;REQ-138;REQ-139;REQ-147;REQ-184;REQ-185;REQ-186;REQ-187;REQ-188;REQ-189;REQ-232;REQ-233,AC-001;AC-002;AC-003;AC-004;AC-006;AC-040;AC-041;AC-042;AC-045;AC-055;AC-056,validated cumulative/hydration packs,,NONE,NO,Program-wide control executed through terminal W25; final evidence frozen in W25 audit/handoff artifacts.
TASK-187,PHASE-4,EPIC-033,W06-W25,Maintain REQ/ADR/RISK/AC/task traceability,GOVERNANCE,MUST,C3,SHARED_CONTRACT,DONE,TASK-185,REQ-001;REQ-002;REQ-007;REQ-008;REQ-009;REQ-010;REQ-011;REQ-012;REQ-013;REQ-014;REQ-015;REQ-016;REQ-017;REQ-018;REQ-020;REQ-056;REQ-118;REQ-125;REQ-126;REQ-127;REQ-131;REQ-132;REQ-133;REQ-142;REQ-143;REQ-144;REQ-146;REQ-150;REQ-151;REQ-152;REQ-153;REQ-154;REQ-166;REQ-169;REQ-170;REQ-171;REQ-173;REQ-176;REQ-177;REQ-178;REQ-180;REQ-181;REQ-182;REQ-204;REQ-208;REQ-209;REQ-210;REQ-215;REQ-216;REQ-217;REQ-218;REQ-219;REQ-220;REQ-221;REQ-223;REQ-226;REQ-227;REQ-228;REQ-229;REQ-231;REQ-232;REQ-233;REQ-235;REQ-236;REQ-238;REQ-239,AC-001;AC-002;AC-003;AC-005;AC-006;AC-037;AC-045;AC-046;AC-047;AC-048;AC-049;AC-050;AC-051;AC-052;AC-054;AC-055;AC-056,updated governance ledgers and validators,,NONE,NO,Program-wide control executed through terminal W25; final evidence frozen in W25 audit/handoff artifacts.
TASK-188,PHASE-4,EPIC-033,W06-W25,Run start/end adaptive reviews and controlled plan revisions,GOVERNANCE,MUST,C3,SHARED_CONTRACT,DONE,TASK-185,REQ-001;REQ-222;REQ-232;REQ-233;REQ-234;REQ-237;REQ-240,AC-001;AC-055;AC-056,adaptive change/plan revision records,,NONE,NO,Program-wide control executed through terminal W25; final evidence frozen in W25 audit/handoff artifacts.
TASK-189,PHASE-4,EPIC-033,W06-W25,Protect judging rules from research-agent mutation,PROGRAM_CONTROL,MUST,C5,PROTECTED_GATE,DONE,TASK-187,REQ-001;REQ-230;REQ-232;REQ-233,AC-001;AC-055;AC-056,protected governance boundary evidence,,NONE,NO,Program-wide control executed through terminal W25; final evidence frozen in W25 audit/handoff artifacts.
TASK-190,PHASE-1,EPIC-002,W07,Define source publication/report-version evidence identity,DATA_CONTRACT,MUST,C3,SHARED_CONTRACT,DONE,TASK-007,REQ-247;REQ-252;REQ-256;REQ-260;REQ-275;REQ-276,AC-008;AC-010;AC-059;AC-065,docs/15_SOURCE_MAPPING_AND_EVIDENCE_IDENTITY.md; schemas/canonical/evidence_identity.json; configs/entity_registry.json,canonical source evidence contracts,W06_REPLAN,NO,W06 mutable-report requirement materialized as W07 evidence identity hierarchy.
TASK-191,PHASE-1,EPIC-003,W08,Implement availability report version and policy-scope PIT semantics,TEMPORAL_DESIGN,MUST,C4,SHARED_CONTRACT,DONE,TASK-015;TASK-190,REQ-247;REQ-248;REQ-259;REQ-300;REQ-301;REQ-302,AC-011;AC-015;AC-020;AC-070,availability report PIT contract + fixtures,PIT availability semantics,W06_REPLAN,NO,W06-added after source research;Completed W08 contract + synthetic evidence
TASK-192,PHASE-1,EPIC-003,W08,Implement weather model-run initialization/lead-time PIT semantics,TEMPORAL_DESIGN,MUST,C4,SHARED_CONTRACT,DONE,TASK-015,REQ-245;REQ-246;REQ-298;REQ-299,AC-011;AC-013;AC-059;AC-071,weather model-run PIT contract + fixtures,PIT weather semantics,W06_REPLAN,NO,W06-added after source research;Completed W08 contract + synthetic evidence
TASK-193,PHASE-2,EPIC-009,W12,Materialize official conference availability source lane and A&M SEC priority,DATA_DESIGN,MUST,C4,SOLO_WORKTREE,DONE,TASK-052;TASK-191,REQ-247;REQ-248;REQ-259;REQ-417;REQ-418;REQ-400,AC-015;AC-020;AC-043;AC-106;AC-110,official availability adapter/materialization plan,availability source adapters,W06_REPLAN,NO,W12 source-lane/materialization PLAN completed; actual report archive acquisition remains W19.
TASK-194,PHASE-1,EPIC-006,W11,Materialize bounded official lower-division strength source design,DATA_DESIGN,MUST,C3,SOLO_WORKTREE,DONE,TASK-033,REQ-249;REQ-379;REQ-380;REQ-381;REQ-382;REQ-383,AC-009;AC-020;AC-058;AC-098;AC-099,NCAA/NAIA/NJCAA strength-source normalization design,lower division source layer,W06_REPLAN,NO,W06-added after source research W11 contract/reference output completed; real empirical selection remains later evidence.
TASK-195,PHASE-2,EPIC-012,W13,Expand rule-era into effective-dated regulatory environment,DOMAIN_DESIGN,MUST,C4,SHARED_CONTRACT,DONE,TASK-069;TASK-190,REQ-250;REQ-440;REQ-441,AC-011;AC-019;AC-059;AC-119,regulatory environment contract,context/rule era,W06_REPLAN,NO,W06-added after source research Completed W13 contract/reference scope; no empirical effect winner or numeric bonus implied.
TASK-196,PHASE-4,EPIC-022,W16-W17,Evaluate timestamped market snapshot provider lane,EXPERIMENT_DESIGN,SHOULD,C3,RESEARCH_LANE,DONE,TASK-125,REQ-251;REQ-253,AC-014;AC-043;AC-058,market source comparison + PIT fixture plan,market augmented lane,W06_REPLAN,NO,W06-added after source research W16 completed at contract/reference maturity; no empirical performance claim.
TASK-197,PHASE-1,EPIC-004,W09,Add upstream provenance and access/license fields to source registry,DATA_GOVERNANCE,MUST,C3,SHARED_CONTRACT,DONE,TASK-023;TASK-190,REQ-252;REQ-254;REQ-260;REQ-419,AC-009;AC-010;AC-043;AC-059;AC-111,source/upstream/license registry schema,feature/source registry,W06_REPLAN,NO,W12 adaptive catch-up: augmented dataset registry with W06 upstream access/license/provenance fields.
TASK-198,PHASE-2,EPIC-012,W13,Define private-school resource proxy lane without football-spend fabrication,RESEARCH_DESIGN,SHOULD,C3,RESEARCH_LANE,DONE,TASK-067,REQ-255;REQ-436,AC-020;AC-043;AC-059;AC-117,private-resource proxy semantics/experiment,resource context,W06_REPLAN,NO,W06-added after source research Completed W13 contract/reference scope; no empirical effect winner or numeric bonus implied.
TASK-199,PHASE-5,EPIC-031,W24,Refresh official availability/weather/rules/vendor source landscape against W06,RESEARCH,MUST,C4,RESEARCH_LANE,DONE,TASK-175,REQ-257;REQ-741;REQ-742;REQ-743,AC-057;AC-058;AC-059;AC-231,W24 delta against W06 data universe,source refresh,W06_REPLAN,NO,W24 current official/source-owner refresh completed; new SRC-061/SRC-062 recorded.
