dataset_registry_id,source_id,source,dataset_or_endpoint,family,grain,w06_schema_description,historical_coverage,w06_pit_note,inventory_provenance,w06_status,reconciled_raw_field_count,schema_status,schema_policy,notes,source_owner,source_url,source_access_method,source_authentication,source_cost,source_terms_or_license,source_redistribution,source_public_repo_suitability,source_rights_review_status,provenance_augmented_wave
DS-0086,SRC-002,CollegeFootballData API,/stats/player/success/game,stats,PlayerGameSuccessRate,Player-game success.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0087,SRC-002,CollegeFootballData API,/stats/player/season,stats,PlayerStat,Player season stats.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0088,SRC-002,CollegeFootballData API,/stats/player/success,stats,PlayerSeasonSuccessRate,Player success.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0089,SRC-002,CollegeFootballData API,/stats/season,stats,TeamStat,Team season stats.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0090,SRC-002,CollegeFootballData API,/teams/fbs,teams,Team,FBS canonical team reference.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0091,SRC-002,CollegeFootballData API,/teams/matchup,teams,Matchup,Historical matchup helper.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0092,SRC-002,CollegeFootballData API,/roster,teams,RosterPlayer,Roster/player identity and physical attributes.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0093,SRC-002,CollegeFootballData API,/talent,teams,TeamTalent,Team talent composite.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0094,SRC-002,CollegeFootballData API,/teams,teams,Team,Canonical team/venue identity across classifications.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0095,SRC-002,CollegeFootballData API,/teams/ats,teams,TeamATS,ATS research; careful market dependence.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0096,SRC-002,CollegeFootballData API,/venues,venues,Venue,Venue ID/lat/lon/timezone/elevation/capacity/surface/dome.,endpoint-dependent,Endpoint/field-specific known-at review required,recon CFBD endpoint inventory + current Swagger revalidation,CONFIRMED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Rad Sports Analytics / CollegeFootballData,https://api.collegefootballdata.com/,REST; exporter; GraphQL tiers,API key,free + paid tiers,TERMS_GOVERNED_API,TERMS_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0097,SRC-017,SEC Availability,availability report versions,W06_new_or_revalidated,player-game-report,status; publication/update; team; game,2024+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Southeastern Conference,https://www.secsports.com/fbreports-archive,public HTML/report archive,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0098,SRC-018,Big Ten Availability,gameday availability report,W06_new_or_revalidated,player-game-report,player; team; status; game,2023+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Big Ten Conference,https://bigten.org/fb/article/blt2856785fb75ee868/,public conference reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0099,SRC-019,ACC Availability,availability report versions,W06_new_or_revalidated,player-game-report-version,Available/Probable/Questionable/Out; GTD game day,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Atlantic Coast Conference,https://theacc.com/sports/2025/8/28/availability-reporting.aspx,public HTML/PDF/reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0100,SRC-020,Big 12 Availability,daily availability reports,W06_new_or_revalidated,player-game-report-version,available/probable/questionable/doubtful/out,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Big 12 Conference,https://big12sports.com/news/2025/8/13/general-big-12-conference-to-begin-player-availability-reporting-for-football-womens-and-mens-basketball.aspx,public reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0101,SRC-021,American Availability,gameday report,W06_new_or_revalidated,player-game-report,player; game; availability,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,American Conference,https://theamerican.org/sports/2025/8/5/fbavail.aspx,public reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0102,SRC-022,Sun Belt Availability,initial + gameday reports,W06_new_or_revalidated,player-game-report-version,player; status; report date,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Sun Belt Conference,https://sunbeltsports.org/news/2025/8/20/sun-belt-to-institute-availability-reporting-for-2025-football-season.aspx,public reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0103,SRC-023,CUSA Availability,availability reports,W06_new_or_revalidated,player-game-report-version,Out/Questionable + policy categories,2025+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Conference USA,https://conferenceusa.com/sports/2025/8/23/FB_0823254134.aspx,public HTML/PDF reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0104,SRC-024,MAC Availability,gameday availability PDF,W06_new_or_revalidated,player-game-report,player; team; status,2024+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Mid-American Conference,https://getsomemaction.com/news/2024/8/22/mac-to-launch-gameday-student-athlete-availability-report-for-2024-football-season.aspx,public PDF reports,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0105,SRC-025,CFP Availability,3-day/daily/final reports,W06_new_or_revalidated,player-game-report-version,available/probable/questionable/doubtful/out/GTD,2025-26+,Direct pregame after publication,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,College Football Playoff,https://collegefootballplayoff.com/sports/2025/11/12/reports.aspx,public report/archive,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0106,SRC-026,Open-Meteo Previous Runs,previous-runs API,W06_new_or_revalidated,model-grid-validtime-lead,previous_day1..7; model; run; valid time,mostly 2024+,PIT-safe with requested archived run/lead,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Open-Meteo,https://open-meteo.com/en/docs/previous-runs-api,REST API,none/customer key,free noncommercial + paid commercial,CC_BY_4_0_DATA_PLUS_API_TERMS,ATTRIBUTION_AND_PLAN_REVIEW,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0107,SRC-026,Open-Meteo Single Runs,single-runs API,W06_new_or_revalidated,model-run-grid-forecast-hour,run UTC; valid time; weather variables,model-dependent,PIT-safe with init <= forecast cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Open-Meteo,https://open-meteo.com/en/docs/previous-runs-api,REST API,none/customer key,free noncommercial + paid commercial,CC_BY_4_0_DATA_PLUS_API_TERMS,ATTRIBUTION_AND_PLAN_REVIEW,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0108,SRC-027,NOAA HRRR,HRRR archive,W06_new_or_revalidated,model-run-grid-forecast-hour,init time; forecast hour; grid variables,2014+,PIT-safe with init <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NOAA/NCEP/GSL,https://rapidrefresh.noaa.gov/hrrr/,cloud/NOMADS archives,none,free,US_GOV_PUBLIC_DATA_TERMS,PUBLIC_DATA_WITH_PROVENANCE,GENERALLY_YES_WITH_PROVENANCE,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0109,SRC-028,NOAA NAM/GFS,forecast archives,W06_new_or_revalidated,model-run-grid-forecast-hour,init time; forecast hour; grid variables,NAM ~2007+; GFS varies,PIT-safe with init <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NOAA/NCEP/ARL,https://www.ready.noaa.gov/archives.php,archive/cloud/NOMADS,none,free,US_GOV_PUBLIC_DATA_TERMS,PUBLIC_DATA_WITH_PROVENANCE,GENERALLY_YES_WITH_PROVENANCE,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0110,SRC-032,The Odds API,historical odds endpoint,W06_new_or_revalidated,book-event-market-snapshot,bookmaker; market; price/point; snapshot date,2020-06-06+,Returns closest snapshot <= requested timestamp,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,The Odds API,https://the-odds-api.com/liveapi/guides/v4/,REST API,API key,paid for historical,COMMERCIAL_API_TERMS,LICENSE_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0111,SRC-033,SportsDataIO,injuries,W06_new_or_revalidated,player-status-observation,InjuryStatus; InjuryBodyPart; InjuryStartDate; InjuryNotes,vendor-dependent,PIT candidate if source/update time retained,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,12,FIELD_REGISTRY_AVAILABLE,DO_NOT_INVENT_FIELDS,Loose dataset-name match used only when source-pair key unavailable.,SportsDataIO,https://sportsdata.io/developers/workflow-guide/ncaa-football,REST API,API subscription,paid,COMMERCIAL_LICENSE,LICENSE_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0112,SRC-033,SportsDataIO,betting market movement,W06_new_or_revalidated,book-market-observation,opening/current/closing; timestamp; book,vendor-dependent,PIT-safe if observation timestamp <= cutoff,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,SportsDataIO,https://sportsdata.io/developers/workflow-guide/ncaa-football,REST API,API subscription,paid,COMMERCIAL_LICENSE,LICENSE_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0113,SRC-034,Sportradar,20 NCAA football feeds,W06_new_or_revalidated,feed-specific,schedules; standings; rosters; PBP; stats; rankings,2013+,feed-specific,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Sportradar,https://developer.sportradar.com/football/docs/ncaafb-ig-api-basics,REST + optional push,API key/license,paid,COMMERCIAL_LICENSE,LICENSE_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0114,SRC-035,SIS,advanced CFB feeds,W06_new_or_revalidated,proprietary play/player,advanced player/team/play metrics,vendor-dependent,license/PIT review,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Sports Info Solutions,https://www.sportsinfosolutions.com/football/,licensed feeds/DataHub,license,paid,COMMERCIAL_LICENSE,LICENSE_REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0115,SRC-037,Teamworks Coaching,tracking/tendency platform,W06_new_or_revalidated,snap/player/alignment,formation; motion; personnel; alignment; snap counts,vendor-dependent,research-only; license/PIT review,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,Teamworks,https://teamworks.com/coaching-college-football/,licensed platform,institution license,paid,COMMERCIAL_LICENSE,RESTRICTED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0116,SRC-044,IRS,Form 990 XML,W06_new_or_revalidated,organization-filing,financial lines; EIN; tax year; filing,electronic filing era,historical aggregate only,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,IRS,https://www.irs.gov/charities-non-profits/public-disclosure-datasets-and-downloads,bulk XML/search,none,free,US_GOV_PUBLIC_DATA_TERMS,PUBLIC_DATA_WITH_PROVENANCE,GENERALLY_YES_WITH_PROVENANCE,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0117,SRC-049,NAIA PrestoStats,football stats,W06_new_or_revalidated,game/team/player,schedule; results; season/post-event stats,2021+ Presto; migration older,postgame stats for prior-game aggregates,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NAIA,https://www.naia.org/membership/resources/sports-information-directors/,public scoreboard/stats; member upload platform,public viewing/member upload,free viewing,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0118,SRC-050,NJCAA,football leaders/team stats,W06_new_or_revalidated,team/player-season,passing/rushing/receiving/defense/kicking,at least 2005-06 online,postgame stats for prior-game aggregates,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NJCAA,https://www.njcaa.org/sports/fball/index,public HTML stats,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0119,SRC-055,NCAA Governance,age-based eligibility,W06_new_or_revalidated,rule-effective-date,eligibility model; effective/transition rules,2026+,safe by effective date,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NCAA Division I Governance / LSDBi,https://www.ncaa.org/division-i-adopts-age-based-eligibility-model/,HTML/LSDBi,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
DS-0120,SRC-054,NCAA Governance,House roster-limit rules,W06_new_or_revalidated,rule-effective-date,roster limits/scholarship environment,2025+,safe by effective date,fresh W06 research,DISCOVERED_OR_REVALIDATED_W06,0,SCHEMA_PENDING_MATERIALIZATION,DO_NOT_INVENT_FIELDS,,NCAA Division I Governance,https://www.ncaa.org/news/2025/6/23/media-center-division-i-board-of-directors-formally-adopts-changes-to-rules-related-to-house-settlement.aspx,HTML/policy,none,free,REVIEW_TERMS,REVIEW_REQUIRED,DERIVED_ONLY_OR_REVIEW,W06_CLASSIFIED_NOT_LEGAL_OPINION,W12_CATCHUP_TASK197
