requirement_id,planned_wave,current_artifact,acceptance_or_evidence,status,source_basis
REQ-285,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-068 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 PIT architecture
REQ-286,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-068 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon temporal policies; W08
REQ-287,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-011;AC-068 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Master PIT invariant; W08
REQ-288,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-069 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W07 evidence identity; W08
REQ-289,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-067;AC-011 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 bitemporal design
REQ-290,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-067;AC-072 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 bitemporal design
REQ-291,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-075 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon canonical rules; W08
REQ-292,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-073 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Master leakage rules; W08
REQ-293,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-074 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 cutoff contract
REQ-294,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-074 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 cutoff contract
REQ-295,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-074 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 as-of contract
REQ-296,W08-W17,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-014 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon market contract; W08
REQ-297,W08-W17,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-014 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 market policy
REQ-298,W08-W13,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-071 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W06 weather research; W08
REQ-299,W08-W13,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-013;AC-071 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon weather safety; W08
REQ-300,W08-W12,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-070 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W06 availability research; W08
REQ-301,W08-W12,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-070 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W06 availability research; W08
REQ-302,W08-W12,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-069;AC-070 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08 revision policy
REQ-303,W08-W13,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-015;AC-067 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon A&M temporal policy; W08
REQ-304,W08-W13,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-072 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W06 regulatory finding; W08
REQ-305,W08-W13,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-072 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon resource temporal policy; W08
REQ-306,W08-W17,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-016;AC-073 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Master leakage rules; W08
REQ-307,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-011;AC-067 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,ADR-045; W08
REQ-308,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-012 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08
REQ-309,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-067 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08
REQ-310,W08+,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-068 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,Recon/W08
REQ-311,W08-W22,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md;docs/107_W22_SNAPSHOT_SERVING_PRODUCT.md;tests/test_w22_product_serving.py,W08 temporal mapping: AC-074 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING);W22 functional snapshot-serving evidence,ACTIVE,Recon prediction snapshot; W08
REQ-312,W08-W17,configs/temporal_registry.json;docs/18_POINT_IN_TIME_DATA_ARCHITECTURE.md,W08 temporal mapping: AC-076;AC-012 (CONTRACT_SYNTHETIC_REAL_DATA_PENDING),ACTIVE,W08
REQ-313,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-077,ACTIVE,W09
REQ-314,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-077,ACTIVE,W09
REQ-315,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-077,ACTIVE,W09
REQ-316,W09-W19,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-077,ACTIVE,W09
REQ-317,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-078,ACTIVE,W09
REQ-318,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-078,ACTIVE,W09
REQ-319,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-078,ACTIVE,W09
REQ-320,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-078,ACTIVE,W09
REQ-321,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-079,ACTIVE,W09
REQ-322,W09-W19,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-079,DEFAULT,W09
REQ-323,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-079,ACTIVE,W09
REQ-324,W09-W19,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-079,ACTIVE,W09
REQ-325,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-081,ACTIVE,W09
REQ-326,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-081,ACTIVE,W07-W09
REQ-327,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-082,ACTIVE,W09
REQ-328,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-082,ACTIVE,W06-W09
REQ-329,W09+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W09 acceptance mapping: AC-081,ACTIVE,W09
REQ-330,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-331,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-332,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W08-W09
REQ-333,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W08-W09
REQ-334,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W08-W09
REQ-335,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-336,W09-W10,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W09 acceptance mapping: AC-082,ACTIVE,W09
REQ-337,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-084,ACTIVE,W06-W09
REQ-338,W09-W10,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-339,W09+,governance/RAW_FIELD_REGISTRY.csv;configs/raw_feature_registry.json,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-340,W09+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W09 acceptance mapping: AC-083,ACTIVE,W09
REQ-341,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-085,ACTIVE,W08/W10 protected gateway
REQ-342,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-086,ACTIVE,W10 strict-prior transform contract
REQ-343,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-085;AC-090,ACTIVE,REQ-051/191; W10
REQ-344,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,RESEARCH,master W10; W10 adaptive review
REQ-345,W10-W19,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,W09 missingness honesty; W10
REQ-346,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,W09 redundancy; W10
REQ-347,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,W10 screening design
REQ-348,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,W10 screening design
REQ-349,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,W10 screening design
REQ-350,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-088,ACTIVE,master §26/W10
REQ-351,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-088,ACTIVE,master §26/W10
REQ-352,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-088,ACTIVE,master §26; A&M objective
REQ-353,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-089,ACTIVE,REQ-066; W10
REQ-354,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-091,ACTIVE,market architecture; W10
REQ-355,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-090,ACTIVE,master §26; W10
REQ-356,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-090,ACTIVE,W10 lifecycle
REQ-357,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-090,ACTIVE,PIT/rights invariants; W10
REQ-358,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-088,ACTIVE,REQ-206; W10
REQ-359,W10+,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-085;AC-090,ACTIVE,REQ-051/191; W10
REQ-360,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-092,ACTIVE,W10 maturity honesty
REQ-361,W10-W17,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,master W10; W10
REQ-362,W10-W23,configs/feature_lifecycle_registry.json;governance/FEATURE_*,W10 acceptance mapping: AC-087,ACTIVE,simplicity rule; W10
REQ-363,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,W08 PIT; W11
REQ-364,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,source chat 010; master W11
REQ-365,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,source chat; W11
REQ-366,W11-W12,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,wave ownership
REQ-367,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat 016; W11
REQ-368,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,W08; W11
REQ-369,W17-W19,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,empirical adoption rule; W11
REQ-370,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat; W11
REQ-371,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,recon resource strategy; source chat 016
REQ-372,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,source chat 013/015; W11
REQ-373,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,RESEARCH,source chat illustrative decays; W11
REQ-374,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat 013; W11
REQ-375,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,controlled flexibility; W11
REQ-376,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,data-governance; W11
REQ-377,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat 003/013; W11
REQ-378,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,master core architecture; recon uncertainty
REQ-379,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,master architecture; source chat
REQ-380,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat; W06
REQ-381,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,DEFAULT,source chat; W06
REQ-382,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,master no-recursion rule
REQ-383,W11-W17,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,source chat; master
REQ-384,W11+,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,transfer/opponent architecture
REQ-385,W11-W16,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,recon uncertainty contract; W11
REQ-386,W11-W16,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,recon uncertainty contract
REQ-387,W11-W19,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,W11 task 034; W17
REQ-388,W11,configs/team_state_registry.json;governance/TEAM_STATE_*;governance/HISTORICAL_WEIGHTING_CANDIDATES.csv;governance/OPPONENT_STRENGTH_HIERARCHY.csv,W11 team-state acceptance mapping,ACTIVE,honest maturity; W11
REQ-389,W12,governance/ROSTER_DEPTH_STATE_CONTRACTS.csv;schemas/players/player_state.json,AC-102,ACTIVE,source chat; recon roster identity
REQ-390,W12,governance/ROSTER_DEPTH_STATE_CONTRACTS.csv;schemas/players/player_state.json,AC-102,ACTIVE,recon roster/depth policy; W08
REQ-391,W12,governance/ROSTER_DEPTH_STATE_CONTRACTS.csv,AC-102,ACTIVE,recon depth chart policy
REQ-392,W12,governance/ROSTER_DEPTH_STATE_CONTRACTS.csv;tools/validate_player_intelligence.py,AC-102,ACTIVE,recon depth policy; W08 leakage
REQ-393,W12,governance/PLAYER_STATE_COMPONENTS.csv;governance/REPLACEMENT_VALUE_CONTRACTS.csv,AC-102,ACTIVE,source chat 007/017
REQ-394,W12-W17,governance/PLAYER_VALUE_EVIDENCE_CATALOG.csv;schemas/players/player_value_estimate.json,AC-103,ACTIVE,master W12; source chat; recon availability policy
REQ-395,W12-W17,configs/player_intelligence_registry.json;governance/PLAYER_VALUE_EVIDENCE_CATALOG.csv,AC-103,ACTIVE,recon availability impact policy
REQ-396,W12,governance/AVAILABILITY_STATE_CONTRACT.csv;schemas/players/availability_state.json,AC-104,ACTIVE,recon availability impact policy
REQ-397,W12,governance/AVAILABILITY_STATE_CONTRACT.csv,AC-104,ACTIVE,source chat; recon availability policy
REQ-398,W12,configs/player_intelligence_registry.json,AC-104,ACTIVE,source chat 007
REQ-399,W12,governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv,AC-106,ACTIVE,source chat 007; recon availability policy
REQ-400,W12,governance/AVAILABILITY_EVIDENCE_CONFIDENCE.csv;governance/AVAILABILITY_SOURCE_LANE.csv,AC-106;AC-110,ACTIVE,W06-W08 official availability policy
REQ-401,W12,governance/REPLACEMENT_VALUE_CONTRACTS.csv;schemas/players/replacement_state.json,AC-105,ACTIVE,recon availability impact policy
REQ-402,W12,governance/REPLACEMENT_VALUE_CONTRACTS.csv,AC-105,ACTIVE,source chat 007/017
REQ-403,W12-W17,docs/35_PLAYER_VALUE_REPLACEMENT_AND_AVAILABILITY.md,AC-105,ACTIVE,recon availability impact anti-double-counting
REQ-404,W12-W16,docs/39_PLAYER_INTELLIGENCE_GATE_AND_HANDOFF.md,AC-105,ACTIVE,W11 boundary; W12
REQ-405,W12-W17,governance/RECRUITING_PROSPECT_PRIOR_CATALOG.csv;schemas/players/prospect_prior.json,AC-107,ACTIVE,recon transfer policy; source chat 007
REQ-406,W12-W17,governance/TRANSFER_FRESHMAN_UNCERTAINTY_CATALOG.csv,AC-107,ACTIVE,source chat 007; recon transfer policy
REQ-407,W12,governance/TRANSFER_EPISODE_CONTRACTS.csv;schemas/players/transfer_episode.json,AC-108,ACTIVE,W07 identity; recon transfer policy
REQ-408,W12,governance/TRANSFER_EPISODE_CONTRACTS.csv;governance/TRANSFER_RECRUITING_PROVENANCE_AUDIT.csv,AC-108;AC-111,ACTIVE,W08; recon transfer policy
REQ-409,W12-W17,governance/TRANSFER_TRANSLATION_EXPERIMENT_PLAN.csv,AC-108,ACTIVE,recon transfer policy; W11
REQ-410,W12-W17,governance/TRANSFER_TRANSLATION_EXPERIMENT_PLAN.csv;src/aggie_analytics/player_intelligence/transfer.py,AC-108,ACTIVE,recon transfer policy
REQ-411,W12-W17,governance/TRANSFER_TRANSLATION_EXPERIMENT_PLAN.csv,AC-108,DEFAULT,recon transfer policy
REQ-412,W12-W17,governance/TRANSFER_TRANSLATION_EXPERIMENT_PLAN.csv;governance/TRANSFER_FRESHMAN_UNCERTAINTY_CATALOG.csv,AC-108,ACTIVE,recon transfer policy
REQ-413,W12-W17,governance/PRESEASON_HONOR_CANDIDATE_CONTRACTS.csv,AC-109,DEFAULT,recon honors policy
REQ-414,W12+,governance/PRESEASON_HONOR_CANDIDATE_CONTRACTS.csv,AC-109,ACTIVE,recon honors policy; W08
REQ-415,W12+,governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,AC-109,ACTIVE,recon draft policy
REQ-416,W12-W17,governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,AC-109,DEFAULT,recon draft policy
REQ-417,W12-W19,governance/AVAILABILITY_SOURCE_LANE.csv,AC-110,ACTIVE,W06 research
REQ-418,W12-W19,governance/AVAILABILITY_SOURCE_LANE.csv,AC-110,ACTIVE,honest maturity; W12
REQ-419,W12+,governance/DATASET_SCHEMA_REGISTRY.csv;governance/TRANSFER_RECRUITING_PROVENANCE_AUDIT.csv,AC-111,ACTIVE,TASK-197; W06-W09
REQ-420,W12-W17,governance/PLAYER_INTELLIGENCE_GATE_STATUS.csv,AC-112,RESEARCH,W12 adaptive review
REQ-421,W12-W17,governance/PLAYER_INTELLIGENCE_GATE_STATUS.csv,AC-112,RESEARCH,W12 adaptive review
REQ-422,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13 + recon coach-role policy
REQ-423,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon coach-role policy
REQ-424,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon coach-role policy
REQ-425,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon coach-role policy
REQ-426,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon coach-role policy
REQ-427,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
REQ-428,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt PIT + W13
REQ-429,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,RESEARCH_PENDING,Master prompt W13
REQ-430,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,RESEARCH_PENDING,Master prompt W13
REQ-431,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt uncertainty + recon policy
REQ-432,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,W06/W08 + recon weather findings
REQ-433,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon travel findings
REQ-434,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon travel findings
REQ-435,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon resource strategy
REQ-436,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,W06 + recon resource policy
REQ-437,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon home-field policy
REQ-438,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Recon home-field policy
REQ-439,W13,W13 coaching/context/mechanics contracts,W13 contract validator + later W17/W19 empirical evidence where applicable,DEFINED_W13,Master prompt W13
