control_id,task_id,mapping_role,evidence_expectation
AC-032,TASK-134,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-134,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-134,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-032,TASK-135,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-135,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-135,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-032,TASK-136,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-136,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-136,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-032,TASK-137,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-137,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-137,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-032,TASK-138,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-138,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-138,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-139,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-139,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-140,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-140,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-140,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-141,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-141,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-141,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-142,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-142,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-142,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-143,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-143,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-143,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-144,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-144,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-144,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-025,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-034,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-035,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-026,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-022,TASK-145,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-031,TASK-146,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-146,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-146,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-031,TASK-147,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-147,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-147,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-031,TASK-148,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-148,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-148,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-031,TASK-149,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-149,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-149,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-031,TASK-150,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-150,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-150,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-037,TASK-151,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-151,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-151,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-152,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-152,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-152,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-153,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-153,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-153,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-154,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-154,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-154,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-155,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-155,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-155,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-156,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-156,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-156,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-037,TASK-157,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-046,TASK-157,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-033,TASK-157,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-157,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-157,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-004,TASK-158,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-158,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-158,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-004,TASK-159,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-159,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-159,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-004,TASK-160,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-160,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-160,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-004,TASK-161,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-161,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-161,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-004,TASK-162,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-162,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-162,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-163,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-163,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-023,TASK-164,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-164,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-164,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-023,TASK-165,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-165,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-165,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-023,TASK-166,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-166,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-166,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-023,TASK-167,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-167,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-167,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-023,TASK-168,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-168,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-168,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-048,TASK-169,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-169,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-169,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-048,TASK-170,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-170,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-170,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-048,TASK-171,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-171,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-171,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-048,TASK-172,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-172,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-172,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-173,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-173,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-173,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-174,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-174,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-174,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-175,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-175,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-175,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-176,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-176,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-176,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-177,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-177,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-177,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-044,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-005,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-012,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-178,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-179,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-179,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-179,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-180,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-180,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-180,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-181,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-181,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-181,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-182,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-182,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-182,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-183,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-183,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-183,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-002,TASK-184,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-003,TASK-184,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-045,TASK-184,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-184,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-184,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-001,TASK-185,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-185,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-185,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-186,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-186,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-001,TASK-188,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-188,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-188,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-001,TASK-189,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-055,TASK-189,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-056,TASK-189,TASK_ANCHOR,Task must satisfy/update this control as applicable in its owner wave; W05 mapping is not future evidence.
AC-057,TASK-002,PRIMARY,
AC-057,TASK-006,SUPPORTING,
AC-057,TASK-199,SUPPORTING,
AC-058,TASK-004,PRIMARY,
AC-058,TASK-005,SUPPORTING,
AC-058,TASK-006,SUPPORTING,
AC-059,TASK-003,PRIMARY,
AC-059,TASK-004,SUPPORTING,
AC-059,TASK-006,SUPPORTING,
AC-060,TASK-006,PRIMARY,
AC-008,TASK-190,SUPPORTING,
AC-010,TASK-190,SUPPORTING,
AC-059,TASK-190,SUPPORTING,
AC-011,TASK-191,SUPPORTING,
AC-015,TASK-191,SUPPORTING,
AC-020,TASK-191,SUPPORTING,
AC-011,TASK-192,SUPPORTING,
AC-013,TASK-192,SUPPORTING,
AC-059,TASK-192,SUPPORTING,
AC-015,TASK-193,SUPPORTING,
AC-020,TASK-193,SUPPORTING,
AC-043,TASK-193,SUPPORTING,
AC-009,TASK-194,SUPPORTING,
AC-020,TASK-194,SUPPORTING,
AC-058,TASK-194,SUPPORTING,
AC-011,TASK-195,SUPPORTING,
AC-019,TASK-195,SUPPORTING,
AC-059,TASK-195,SUPPORTING,
AC-014,TASK-196,SUPPORTING,
AC-043,TASK-196,SUPPORTING,
AC-058,TASK-196,SUPPORTING,
AC-009,TASK-197,SUPPORTING,
AC-010,TASK-197,SUPPORTING,
AC-043,TASK-197,SUPPORTING,
AC-059,TASK-197,SUPPORTING,
AC-020,TASK-198,SUPPORTING,
AC-043,TASK-198,SUPPORTING,
AC-059,TASK-198,SUPPORTING,
AC-058,TASK-199,SUPPORTING,
AC-059,TASK-199,SUPPORTING,
AC-009,TASK-200,SUPPORTING,
AC-010,TASK-200,SUPPORTING,
AC-043,TASK-200,SUPPORTING,
AC-059,TASK-200,SUPPORTING,
AC-020,TASK-201,SUPPORTING,
AC-057,TASK-201,SUPPORTING,
AC-058,TASK-201,SUPPORTING,
AC-061,TASK-007,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-061,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-062,TASK-008,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-062,TASK-009,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-062,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-063,TASK-009,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-063,TASK-010,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-063,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-064,TASK-010,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-064,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-065,TASK-190,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-065,TASK-008,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-065,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-066,TASK-011,PRIMARY,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-066,TASK-012,SUPPORTING,W07 design-contract validation; later integration/labeled/benchmark evidence remains pending where stated.
AC-067,TASK-013,PRIMARY,Knowledge time and target validity are independently represented and enforced
AC-067,TASK-018,SUPPORTING,Knowledge time and target validity are independently represented and enforced
AC-068,TASK-013,PRIMARY,first_known evidence is provenance-backed; unknown earlier availability fails closed or uses conservative retrieval/lag
AC-068,TASK-017,SUPPORTING,first_known evidence is provenance-backed; unknown earlier availability fails closed or uses conservative retrieval/lag
AC-069,TASK-014,PRIMARY,Later corrections/versions never replace what was knowable at an earlier historical cutoff
AC-069,TASK-016,SUPPORTING,Later corrections/versions never replace what was knowable at an earlier historical cutoff
AC-070,TASK-191,PRIMARY,Availability policy scope/report versions are timestamped; noncoverage stays UNKNOWN
AC-070,TASK-016,SUPPORTING,Availability policy scope/report versions are timestamped; noncoverage stays UNKNOWN
AC-071,TASK-192,PRIMARY,Pregame weather uses an issued run available by cutoff and valid for target; observed truth cannot backfill earlier snapshots
AC-071,TASK-016,SUPPORTING,Pregame weather uses an issued run available by cutoff and valid for target; observed truth cannot backfill earlier snapshots
AC-072,TASK-015,PRIMARY,Publication/first-known and effective/reporting periods remain distinct in historical eligibility
AC-072,TASK-016,SUPPORTING,Publication/first-known and effective/reporting periods remain distinct in historical eligibility
AC-073,TASK-016,PRIMARY,Same/future-game outputs are excluded and prior-game outputs require completion before cutoff
AC-073,TASK-018,SUPPORTING,Same/future-game outputs are excluded and prior-game outputs require completion before cutoff
AC-074,TASK-017,PRIMARY,Cutoff/policy/data snapshot IDs reproduce deterministic observation selection and lineage
AC-074,TASK-018,SUPPORTING,Cutoff/policy/data snapshot IDs reproduce deterministic observation selection and lineage
AC-075,TASK-016,PRIMARY,Retrospective/current documents are historical-ineligible without dated corroboration
AC-075,TASK-018,SUPPORTING,Retrospective/current documents are historical-ineligible without dated corroboration
AC-076,TASK-017,PRIMARY,Historical training runs cannot consume labels/outcomes unavailable before their model-training cutoff
AC-076,TASK-018,SUPPORTING,Historical training runs cannot consume labels/outcomes unavailable before their model-training cutoff
AC-077,TASK-019,PRIMARY,W09 feature-registry acceptance evidence.
AC-078,TASK-019,PRIMARY,W09 feature-registry acceptance evidence.
AC-079,TASK-020,PRIMARY,W09 feature-registry acceptance evidence.
AC-080,TASK-021,PRIMARY,W09 feature-registry acceptance evidence.
AC-081,TASK-021,PRIMARY,W09 feature-registry acceptance evidence.
AC-084,TASK-021,PRIMARY,W09 feature-registry acceptance evidence.
AC-082,TASK-022,PRIMARY,W09 feature-registry acceptance evidence.
AC-083,TASK-023,PRIMARY,W09 feature-registry acceptance evidence.
AC-085,TASK-024,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-086,TASK-024,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-091,TASK-025,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-087,TASK-026,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-088,TASK-027,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-089,TASK-028,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-090,TASK-028,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-092,TASK-029,PRIMARY,W10 feature contract/reference evidence; real-data empirical evidence remains pending where criterion requires it.
AC-093,TASK-030,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-093,TASK-035,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-094,TASK-030,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-094,TASK-035,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-095,TASK-031,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-095,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-096,TASK-032,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
AC-096,TASK-034,PRIMARY,W11 contract/reference evidence; real chronological/model evidence remains pending where criterion requires it.
