adr_id,title,status,constraint_class,wave,decision,evidence_basis,supersedes,notes
ADR-298,Queue events use append-only hash chain,ACCEPTED,A,W18,Experiment queue history is immutable/event-sourced and chained by previous hash.,W18 research-governance threat model,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-299,Separate attempt retries from scientific child experiments,ACCEPTED,A,W18,Operational retry increments attempt; scientific identity changes create child experiment.,W18 lineage semantics,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-300,Resource admission is explicit and fail-closed,ACCEPTED,A,W18,"Scheduler checks dependencies, owner wave, seal, locks, local resources and paid-compute permission before admission.",W18 local compute policy,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-301,Use file/worktree locks for shared mutation conflicts,ACCEPTED,B,W18,Local reference concurrency uses explicit locks; distributed locking deferred until operational evidence requires it.,W18 worktree strategy,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-302,Result comparison requires semantic compatibility keys,ACCEPTED,A,W18,Research ranking rejects incomparable split/data/feature/lane/BAS/A&M semantics.,W18 tournament science,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-303,Avoid arbitrary scalar composite tournament scores,ACCEPTED,B,W18,Retain Pareto/multi-metric tradeoffs unless later science justifies a fixed composite.,W18 tournament science,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-304,Artifact manifests separate evidence from large bytes,ACCEPTED,A,W18,Repository stores hashes/URIs/metadata; large binaries/matrices remain external.,Master no-large-data rule + W18 replay,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-305,Research packets exclude protected-result feedback,ACCEPTED,A,W18,Protected metrics can move only one-way to external promotion review.,W17 protected science + W18 governance,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-306,Replay tolerance is predeclared,ACCEPTED,A,W18,Stochastic replay tolerance cannot be chosen after observing mismatch.,W18 reproducibility,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-307,"Local JSONL tracker is fallback, not canonical truth",ACCEPTED,B,W18,Provide dependency-free append-only tracking fallback; canonical IDs/governance remain tool-neutral.,W18 resilience,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-308,MLflow remains replaceable and non-authoritative,ACCEPTED,B,W18,"MLflow state is convenience UI/tracking, not champion or governance source.",Fresh W18 official tool review,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-309,Optuna remains replaceable and exports canonical evidence,ACCEPTED,B,W18,Optuna executes search; canonical study/experiment evidence remains Aggie-owned.,Fresh W18 official tool review,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-310,Retain nested search multiplicity,ACCEPTED,A,W18,Outer and inner searches remain linked/countable to prevent hidden selection multiplicity.,W18 research validity,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-311,Query negative experiment history before rerun,ACCEPTED,B,W18,Automation should detect identical/near-identical dead ends and require reason to repeat.,W18 autonomy efficiency,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-312,Operational failure never equals scientific rejection,ACCEPTED,A,W18,Failure taxonomy separates infrastructure/data/rights/governance from empirical result.,W18 evidence integrity,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-313,Worktree deletion follows evidence persistence,ACCEPTED,A,W18,Experiment scratch/worktrees can be deleted only after required lineage/evidence is persisted.,W18 worktree policy,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-314,Advanced challenger admission requires conventional baseline evidence,ACCEPTED,A,W18,Complex candidates remain blocked until baseline/data/hypothesis/resource/rights gates pass.,Master Phase-5 challenger rule,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-315,Full W18 gate requires executable reference subsystems,ACCEPTED,A,W18,"Wave completion requires code/tests for every major W18 subsystem, not prose-only placeholders.",W18 correction audit,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-316,Supersede all earlier W18 draft artifacts,ACCEPTED,A,W18,Only final full-rebuild pair is valid W19 parent; rejected draft hashes remain documented.,User correction + cumulative integrity,,Full-rebuild W18 decision; later evidence may revise Level-B implementation choices.
ADR-317,Use content-addressed immutable files for W19 raw snapshot starter,ACCEPTED,A,W19,Raw bytes + SHA-256 manifests provide reproducible single-writer starter without premature database complexity.,REQ-058;REQ-701,,W19 starter implementation decision.
ADR-318,Keep entity auto-resolution exact and fail-closed in W19,ACCEPTED,A,W19,Normalized exact aliases may auto-resolve; fuzzy/ambiguous matches require later evidence/review.,REQ-702,,W19 starter implementation decision.
ADR-319,Make W08 PIT state the mandatory input to W19 feature factory,ACCEPTED,A,W19,Prevents feature code from bypassing temporal eligibility and preserves lineage.,REQ-703;REQ-704,,W19 starter implementation decision.
ADR-320,Pull deferred W19 advanced-state dependencies into W20,ACCEPTED,A,W20,Complete TASK-083..087 in W20 because the inherited critical path otherwise cannot be honestly satisfied.,W19 WBS dependency audit,,Wave count unchanged; dependency repair documented.
ADR-321,Use immutable content-addressed model artifact metadata,ACCEPTED,A,W20,"Model runtime binds predictions to deterministic artifact hash, training cutoff and feature lineage.",REQ-706,,W20 starter decision.
ADR-322,Keep boosting libraries optional behind an injected adapter,ACCEPTED,B,W20,Do not add heavy boosting dependencies to the base install until empirical model work needs one.,REQ-708,,Evidence-revisable Level-B choice.
ADR-323,Derive public starter outputs from the joint score distribution,ACCEPTED,A,W20,Use W16 joint distribution as coherent source for score/margin/win/BAS derived outputs.,REQ-707,,Protects output coherence.
ADR-324,Registry records evidence state but cannot promote,ACCEPTED,A,W20,Local model registry stops at governed pre-promotion/rejection states; W17 gate remains authority.,REQ-710,,Prevents self-promotion.
ADR-325,A&M/BAS starters preserve national baseline and protected anchor,ACCEPTED,A,W20,A&M adapter requires national reference; BAS adapter preserves anchor lineage and nested severity probabilities.,REQ-711;REQ-712,,W14-W17 semantics preserved.
ADR-326,Use dependency-free durable local orchestration kernel for W21,ACCEPTED,B,W21,Implement W21 orchestration with standard-library durable checkpoints and explicit replaceable step contracts; do not add Prefect as a base dependency yet.,REQ-714;REQ-716,,Prefect remains a candidate if W23 operational evidence demonstrates benefit.
ADR-327,Fail closed on quarantined or failed weekly steps,ACCEPTED,A,W21,A failed/quarantined step is terminal for that immutable run identity; remediation uses an explicit new run identity rather than silently rewriting checkpoint history.,REQ-714;REQ-715,,Protects auditability and prevents partial downstream mutation.
ADR-328,Separate promotion evaluation from promotion application,ACCEPTED,A,W21,Weekly MLOps may apply a protected W17 decision packet but cannot compute or infer promotion from development evidence.,REQ-717,,Preserves JRS-W17-001 authority.
ADR-329,Use immutable forecast publication with content collision protection,ACCEPTED,A,W21,Publish snapshot content immutably and reject reuse of a snapshot ID for different content.,REQ-719,,Supports W22 snapshot-only serving.
ADR-330,Postmortem automation is proposal-only research input,ACCEPTED,A,W21,"Automated postmortems may append error evidence and propose experiments but cannot mutate judging rules, historical artifacts or champion state.",REQ-720,,Preserves W18 research-agent governance.
ADR-331,Version published forecast envelope while preserving W21 readability,ACCEPTED,A,W22,Adopt `aggie.forecast.snapshot.v2` optional product fields while continuing to parse minimal W21 snapshots as v1.,W21 immutable publication + W22 product contract,,Serving compatibility must remain tested.
ADR-332,Use optional FastAPI adapter with build-free static dashboard,ACCEPTED,B,W22,Keep the canonical serving core dependency-free; select FastAPI as optional HTTP/static adapter and defer Streamlit/React as primary product runtimes.,W22 adaptive review + current official FastAPI/Streamlit documentation,,W23 may revise if measured product/operations needs justify it.
ADR-333,Do not invent a production freshness SLA,ACCEPTED,A,W22,Keep THR-010 TBD; expose exact age and refuse CURRENT labeling without an explicit configured threshold; mark stale visibly when configured.,REQ-203; THR-010; W22 tests,,Operations may populate THR-010 later with evidence.
ADR-334,Serve precomputed explanation evidence only,ACCEPTED,A,W22,Request paths may render published uncertainty/availability/matchup/analog evidence but cannot run model/SHAP/training computations or imply causality.,REQ-032/171/212 + W22 boundary tests,,Offline explanation generation remains upstream research/model responsibility.
ADR-335,Retain file-backed immutable product repository for W22,ACCEPTED,B,W22,Do not introduce PostgreSQL for the current single-host immutable read workload; preserve repository abstraction for future relational adoption.,REQ-168/281 + W22 workload,,W23+ may revise on demonstrated concurrency/transactional need.
ADR-336,Keep W23 operations local-first and service-light,ACCEPTED,B,W23,Use standard-library operations primitives and GitHub CI/security controls; do not add Docker/PostgreSQL/Redis/Kubernetes/external telemetry without measured need.,Current single-host local-first architecture; simplicity rule,,Revisit only with operational evidence.
ADR-337,Exact-pin the optional product adapter separately from the dependency-free core,ACCEPTED,A/B boundary,W23,Keep base dependencies empty; pin/test FastAPI and Uvicorn plus a reviewed product lock in a separate CI job.,W22 adapter boundary + supply-chain requirement,,"Pins are W23 tested versions, not permanent latest-version claims."
ADR-338,Use structured redacted local telemetry as the canonical W23 observability starter,ACCEPTED,A/B boundary,W23,Emit append-only JSONL operational events and small metrics snapshots with mandatory redaction and safe environment capture.,REQ-189; single-host workload,,External exporters remain replaceable adapters.
ADR-339,Use content-manifested path-safe backup and restore,ACCEPTED,A,W23,"Backups hash every payload member and restore verifies coverage, hashes and archive paths; protected immutable histories are not auto-pruned.",AC-039; W21 immutability,,Storage/access policy remains source-specific.
ADR-340,Do not clear W23 operations gate without actual target-hardware evidence,ACCEPTED,A,W23,"Implement and smoke-test the benchmark harness now, but keep THR-011/012 and TASK-163 blocked until representative benchmark evidence is produced on the declared target machine.",ADR-063; AC-038; no-fabricated-metrics invariant,,W24 remains blocked until W23 resumes and clears AC-038.
ADR-341,Execute W24 under explicit user sequencing override while carrying AC-038,ACCEPTED,A,W24,Change the W24 dependency gate from TASK-163 to the completed W23 implementation substrate TASK-162; preserve TASK-161/TASK-163 and THR-011/012 as unresolved target-hardware evidence.,latest user instruction + precedence rules + W23 fail-honest checkpoint,,"Override affects sequencing only, not evidence or local-production readiness."
ADR-342,Use real starter boundaries for W24 synthetic readiness rather than a parallel mock architecture,ACCEPTED,A/B boundary,W24,"Cross-layer E2E calls the W19 data/entity/PIT/features, W20 model/joint-score, W21 publication and W22 product boundaries directly with synthetic evidence.",master W24 E2E requirement + cumulative architecture,,No protected metrics or empirical replay claim.
ADR-343,Add target-game identity guard to historical-game-output PIT eligibility,ACCEPTED,A,W24,Reject HISTORICAL_GAME_OUTPUT when its game_id equals ForecastCutoff.target_game_id before considering completion timestamps.,W24 cross-layer leakage challenge,,Defense in depth for malformed/corrupted temporal metadata.
ADR-344,Represent cfbfastR-cfb-raw as upstream provenance of cfbfastR-cfb-data,ACCEPTED,A/B boundary,W24,Add SRC-061 for raw/enriched upstream provenance and forbid counting -raw and -data sibling layers as independent corroboration.,current official SportsDataverse repositories,,Preserves existing primary source role while improving lineage semantics.
ADR-345,Refine Open-Meteo access governance and add ensemble mean as optional uncertainty research,ACCEPTED,B,W24,Record access lane/commercial-plan requirements; add SRC-062 ensemble mean/spread only as optional/research current-recent uncertainty evidence because historical depth is shallow.,current Open-Meteo pricing/features/ensemble documentation,,Does not promote weather ensemble features without empirical testing.
ADR-346,Keep the learned core architecture and carry target-hardware readiness condition into W25,ACCEPTED,A/B boundary,W24,"KEEP most major architectural boundaries, adopt only W24 provenance/PIT refinements, and require W25 final readiness to expose unresolved AC-038 if target evidence is still absent.",W24 architecture challenge + cumulative tests + source refresh,,Avoids unnecessary pre-handoff churn.
ADR-347,Treat W25 as the terminal numbered wave and transition to implementation handoff,ACCEPTED,A,W25,No Wave 26 is created. The state after W25 is CODEX_IMPLEMENTATION_HANDOFF against the final canonical repository.,REQ-001 exact-wave invariant; W25 final handoff objective,,Prevents accidental extension of the controlled wave program.
ADR-348,Freeze final maturity taxonomy and keep target-hardware readiness conditional,ACCEPTED,A/B boundary,W25,Final documentation distinguishes implemented/functional starter/designed/awaiting data or validation/deferred states; AC-038 is not cleared without target evidence.,AC-038; AC-045; W23-W24 evidence,,Final handoff is not a production-performance claim.
ADR-349,Prioritize materialized chronological baseline evidence before advanced challengers or live modeling,ACCEPTED,B,W25,"Post-wave implementation starts with source materialization, PIT replay and conventional baselines; advanced challenger/live work stays conditional/deferred.",W17 protected evaluation; ADR-314; W24 architecture challenge,,Complexity must earn its place from empirical evidence.
