requirement_id,title,category,constraint_class,status,source_basis,planned_wave,description,wave_introduced
REQ-303,Roster/staff/depth state is effective-dated and knowledge-safe,roster,A,ACTIVE,Recon A&M temporal policy; W08,W08-W13,Mutable roster/staff/depth observations require both applicability and as-of public-knowledge semantics.,W08
REQ-304,Regulatory publication and effective intervals are separate,regulatory,A,ACTIVE,W06 regulatory finding; W08,W08-W13,Rule/eligibility/roster/transfer regulations preserve publication/first-known separately from effective intervals.,W08
REQ-305,Resource reporting period does not establish knowability,resources,A,ACTIVE,Recon resource temporal policy; W08,W08-W13,Financial/resource period labels are separate from public publication/first-known timestamps.,W08
REQ-306,Future draft/postseason/final-season outcomes are banned,temporal,A,ACTIVE,Master leakage rules; W08,W08-W17,Eventual outcomes unavailable at the historical cutoff cannot be used as direct historical pregame features.,W08
REQ-307,PIT gateway is mandatory feature-entry boundary,architecture,A,ACTIVE,ADR-045; W08,W08+,Feature construction consumes PIT-safe state through CMP-005 and cannot directly query mutable raw/current source state.,W08
REQ-308,Protected synthetic leakage battery is mandatory,testing,A,ACTIVE,W08,W08+,PIT contract changes must preserve/extend synthetic leakage scenarios and protected tests.,W08
REQ-309,prediction_eligible_at is derived under policy version,temporal,A,ACTIVE,W08,W08+,"prediction_eligible_at is derived/cache metadata, not an authoritative raw source timestamp or sole eligibility predicate.",W08
REQ-310,Retrieval time is conservative fallback for unknown earlier availability,temporal,A,ACTIVE,Recon/W08,W08+,"When earlier public availability cannot be defensibly reconstructed, retrieval time or documented conservative lag is used instead of guessing.",W08
REQ-311,Prediction snapshots retain domain cutoff lineage,reproducibility,A,ACTIVE,Recon prediction snapshot; W08,W08-W22,Forecast snapshots link exact data snapshot and market/weather/availability cutoffs or equivalent observation lineage.,W08
REQ-312,Historical training replay has a model-training cutoff,validation,A,ACTIVE,W08,W08-W17,A historical training run may train only on game labels completed/known before its training cutoff while each example uses its own pregame feature cutoff.,W08
REQ-313,Raw fields require stable source-scoped registry identity,feature registry,A,ACTIVE,W09,W09+,Every documented/materialized raw field has a stable raw_field_id scoped to source/dataset/field semantics.,W09
REQ-314,Raw field registry preserves provenance,provenance,A,ACTIVE,W09,W09+,"Registry records source ID, dataset/model, exact field path and classification origin.",W09
REQ-315,Verified reconnaissance temporal classes are preserved,temporal,A,ACTIVE,W09,W09+,Schema scanning cannot silently downgrade or overwrite verified prior temporal/leakage classifications.,W09
REQ-316,Unknown source schemas are explicit,schema,A,ACTIVE,W09,W09-W19,W06 endpoints without enumerated schemas remain SCHEMA_PENDING_MATERIALIZATION; fields are not invented.,W09
REQ-317,Documented and observed types are separate,schema,A,ACTIVE,W09,W09+,Scanner-observed types do not overwrite documented source types or historical schema versions.,W09
REQ-318,Schema discovery is deterministic and bounded,schema,A,ACTIVE,W09,W09+,"For the same input and scan limit, scanner output is deterministic and records records-scanned.",W09
REQ-319,Schema drift is recorded rather than silently mutated,schema,A,ACTIVE,W09,W09+,Field additions/removals/type changes create drift evidence and do not rewrite historical registry state.,W09
REQ-320,Schema scanner does not execute source code,security,A,ACTIVE,W09,W09+,Discovery parses supported data formats only and never executes scripts/instructions embedded in source data.,W09
REQ-321,Nested JSON uses explicit field paths,schema,A,ACTIVE,W09,W09+,Nested object fields use deterministic dotted paths or an approved versioned equivalent.,W09
REQ-322,Parquet scanner support is optional until dependency justified,tooling,B,DEFAULT,W09,W09-W19,Parquet scanning may use pyarrow when present but does not make it a mandatory W09 dependency.,W09
REQ-323,Sample missingness is not population missingness,data quality,A,ACTIVE,W09,W09+,Recon sample profiles remain representative evidence only; population missingness is measured on materialized snapshots.,W09
REQ-324,Population missingness defaults to unmeasured,data quality,A,ACTIVE,W09,W09-W19,Raw fields remain UNMEASURED_UNTIL_SOURCE_MATERIALIZATION unless source-specific population evidence exists.,W09
REQ-325,Join-key presence does not prove semantic compatibility,joins,A,ACTIVE,W09,W09+,Join fields require canonical identity/mapping and semantic validation; name/key presence alone is insufficient.,W09
REQ-326,Name-only durable cross-source joins remain forbidden,joins,A,ACTIVE,W07-W09,W09+,Raw-field join metadata preserves W07 canonical identity policy.,W09
REQ-327,Exact field-name overlap is not semantic duplication,redundancy,A,ACTIVE,W09,W09+,Same-name fields require grain/unit/definition/temporal/join review before consolidation.,W09
REQ-328,Source-level redundancy decisions are preserved,redundancy,A,ACTIVE,W06-W09,W09+,W09 imports W06 source-overlap decisions rather than replacing them with field-name heuristics.,W09
REQ-329,Raw-field registration never implies predictive usefulness,feature registry,A,ACTIVE,W09,W09+,Registry presence/status is metadata only and cannot promote a production feature.,W09
REQ-330,Banned fields cannot enter W10 candidate experiments,feature registry,A,ACTIVE,W09,W09-W10,POSTGAME_OR_FUTURE_BANNED fields have no W10 candidate handoff.,W09
REQ-331,Review-required fields fail closed at W10 handoff,feature registry,A,ACTIVE,W09,W09-W10,REVIEW_REQUIRED fields cannot enter candidate experiments until temporal classification is resolved.,W09
REQ-332,Historical outputs require PIT-safe prior-game derivation,feature registry,A,ACTIVE,W08-W09,W09-W10,HISTORICAL_AGGREGATE_ONLY fields may hand off only as prior-game/PIT-safe aggregation inputs.,W09
REQ-333,As-of fields require W08 reconstruction,feature registry,A,ACTIVE,W08-W09,W09-W10,ASOF_RECONSTRUCTION_REQUIRED fields remain behind the protected PIT gateway.,W09
REQ-334,Effective snapshot fields require W08 snapshot selection,feature registry,A,ACTIVE,W08-W09,W09-W10,SAFE_ONLY_WITH_EFFECTIVE_SNAPSHOT fields require target-valid as-of state.,W09
REQ-335,Direct pregame candidates still require PIT and data-quality gates,feature registry,A,ACTIVE,W09,W09-W10,DIRECT_PREGAME_CANDIDATE is not unconditional safety or production adoption.,W09
REQ-336,Feature-family labels are organizational not promotion evidence,feature registry,A,ACTIVE,W09,W09-W10,Inherited feature-family tags help organize experiments but do not establish usefulness.,W09
REQ-337,Raw-field records carry source license/access context,governance,A,ACTIVE,W06-W09,W09+,Registry preserves source access priority/license/redistribution status for acquisition/publication decisions.,W09
REQ-338,W09 handoff states are explicit and machine-readable,feature registry,A,ACTIVE,W09,W09-W10,Every raw field has a governed handoff state controlling whether W10 candidate design is permitted.,W09
REQ-339,Raw-field IDs are not silently repurposed after schema rename,feature registry,A,ACTIVE,W09,W09+,Semantic rename/repurpose creates a new raw-field identity and controlled supersession.,W09
REQ-340,Feature registry contract is executable,testing,A,ACTIVE,W09,W09+,"Repository validation checks registry counts, identities, temporal preservation, missingness honesty and handoff safety.",W09
REQ-341,Feature transforms consume PIT state only,features,A,ACTIVE,W08/W10 protected gateway,W10+,Every predictive transform consumes W08-eligible PIT state; no direct mutable-provider/current-state access.,W10
REQ-342,Trailing transforms exclude target game,features,A,ACTIVE,W10 strict-prior transform contract,W10+,Rolling/lag/EWMA/trend transforms for pregame prediction use observations strictly before the target cutoff/game.,W10
REQ-343,Feature transforms are versioned and parameterized,features,A,ACTIVE,REQ-051/191; W10,W10+,Derived candidates preserve transform ID/version/parameters and parent/cutoff lineage.,W10
REQ-344,No universal rolling window is assumed,features,C,RESEARCH,master W10; W10 adaptive review,W10-W17,Candidate windows/recency parameters are compared chronologically rather than hard-coding one universal window from intuition.,W10
REQ-345,Population data quality precedes promotion,features,A,ACTIVE,W09 missingness honesty; W10,W10-W19,Feature promotion requires materialized population coverage/missingness/schema evidence; representative samples are insufficient.,W10
REQ-346,Redundancy decisions require conditional evidence,features,A,ACTIVE,W09 redundancy; W10,W10-W17,Same-name/correlated predictors are not automatically merged or deleted; assess semantic and conditional value.,W10
REQ-347,Univariate association is exploratory only,features,A,ACTIVE,W10 screening design,W10-W17,Correlation or mutual information alone cannot promote a production feature.,W10
REQ-348,Model importance alone cannot promote features,features,A,ACTIVE,W10 screening design,W10-W17,Regularization/tree/permutation/importance methods provide evidence but no single importance method is a sufficient promotion gate.,W10
REQ-349,Permutation evidence is out-of-fold and chronological,features,A,ACTIVE,W10 screening design,W10-W17,Permutation importance used for decisions is evaluated on chronological validation evidence rather than training fit.,W10
REQ-350,Feature-family ablation required before promotion,features,A,ACTIVE,master §26/W10,W10-W17,Promoted feature families require chronological full-vs-without-family evidence under the target evaluation plan.,W10
REQ-351,Temporal stability required before promotion,features,A,ACTIVE,master §26/W10,W10-W17,Feature/family value is assessed across declared chronological folds/seasons/eras before production promotion.,W10
REQ-352,Critical subgroup and A&M stability are assessed,features,A,ACTIVE,master §26; A&M objective,W10-W17,"Where relevant, feature evidence includes A&M and predeclared critical subgroup performance, without cherry-picked promotion.",W10
REQ-353,Lifecycle state is target specific,features,A,ACTIVE,REQ-066; W10,W10+,"A feature/family can hold different lifecycle states for win, margin, score and BAS targets.",W10
REQ-354,Market feature lifecycle is isolated from pure-football lane,features,A,ACTIVE,market architecture; W10,W10+,Market-derived candidates cannot enter the pure-football feature set; they are evaluated only in market-augmented experiments.,W10
REQ-355,Feature lifecycle history is append only,governance,A,ACTIVE,master §26; W10,W10+,Promotion/demotion/rejection history is preserved with evidence references; old decisions are not silently erased.,W10
REQ-356,Rejected features reopen only with material new basis,governance,A,ACTIVE,W10 lifecycle,W10+,A rejected feature/family returns to EXPERIMENTAL only under a new experiment/data/transform hypothesis while prior rejection remains recorded.,W10
REQ-357,BANNED means structural prohibition,features,A,ACTIVE,PIT/rights invariants; W10,W10+,BANNED features cannot become usable due to predictive performance; underlying safety/rights classification must first be corrected.,W10
REQ-358,Feature promotion criteria are precommitted,validation,A,ACTIVE,REQ-206; W10,W10-W17,Promotion/evaluation rules are versioned before protected feature evaluation to limit selection-on-test leakage.,W10
REQ-359,Derived feature lineage is replayable,reproducibility,A,ACTIVE,REQ-051/191; W10,W10+,"Candidate/production features retain raw parents, transform/version/parameters, PIT cutoff and experiment lineage sufficient for replay.",W10
REQ-360,Synthetic W10 tests cannot establish predictive value,governance,A,ACTIVE,W10 maturity honesty,W10-W17,Synthetic transform/screening tests prove code semantics only; they cannot create empirical lifecycle promotions.,W10
REQ-361,Backward elimination is optional,features,B,ACTIVE,master W10; W10,W10-W17,Backward elimination may be evaluated where useful but is not a universal required feature-selection algorithm.,W10
REQ-362,Feature complexity must earn value,features,A,ACTIVE,simplicity rule; W10,W10-W23,"When predictive evidence is similar, prefer lower compute/storage/maintenance complexity; measured cost evidence is used when available.",W10
REQ-363,Team-state snapshots are immutable at forecast cutoff,team_state,A,ACTIVE,W08 PIT; W11,W11+,Every team-state artifact is bound to an immutable forecast cutoff/version and cannot be overwritten in place.,
REQ-364,"Separate prior, underlying, available strength and recent form",team_state,A,ACTIVE,source chat 010; master W11,W11+,"Do not collapse prior strength, underlying quality, forecast-time available strength and recent-form evidence into one static rating.",
REQ-365,"Underlying strength is dynamic state, not a static season label",team_state,A,ACTIVE,source chat; W11,W11+,Underlying strength may evolve with PIT-safe evidence and uncertainty; it is not a permanent preseason or ranking label.,
REQ-366,Available-strength detailed player adjustments remain W12-owned,team_state,A,ACTIVE,wave ownership,W11-W12,W11 freezes the available-strength interface but does not fabricate player-specific availability/replacement adjustments before W12 evidence.,
REQ-367,Week-1 prior is composite rather than single-source,early_season,B,DEFAULT,source chat 016; W11,W11-W17,Evaluate composite priors using prior performance and PIT-safe roster/recruiting/transfer/coaching/resource/development evidence as available.,
REQ-368,Every prior input obeys PIT and provenance,early_season,A,ACTIVE,W08; W11,W11+,No prior component may use information unavailable at the historical forecast cutoff.,
REQ-369,Prior component weights require empirical evidence,early_season,A,ACTIVE,empirical adoption rule; W11,W17-W19,Do not manually freeze prior-component weights from intuition.,
REQ-370,Prior-to-current-season blend schedule is empirical,early_season,B,DEFAULT,source chat; W11,W11-W17,Week/game-specific prior decay or observed-evidence gain remains an experiment parameter selected chronologically.,
REQ-371,Program resources are upstream early-season candidates,early_season,B,DEFAULT,recon resource strategy; source chat 016,W11-W17,"Resource variables are candidate preseason/program-capacity inputs, not direct weekly point bonuses.",
REQ-372,Separate national-history utility from current-team relevance,historical_weighting,A,ACTIVE,source chat 013/015; W11,W11+,An old game may remain useful nationally while carrying low relevance for the present team/regime.,
REQ-373,"Recency weighting is a research candidate, not a fixed rule",historical_weighting,C,RESEARCH,source chat illustrative decays; W11,W11-W17,Evaluate recency weighting against baselines; illustrative historical decay examples are not requirements.,
REQ-374,Regime similarity uses effective-dated continuity evidence,historical_weighting,B,DEFAULT,source chat 013; W11,W11-W17,Candidate regime relevance may use coach/coordinator/QB/roster/scheme continuity only from PIT-safe effective-dated evidence.,
REQ-375,Change points do not automatically erase pre-change history,historical_weighting,A,ACTIVE,controlled flexibility; W11,W11+,A regime-break candidate may trigger shrinkage or uncertainty expansion; hard resets require empirical justification.,
REQ-376,Distinguish football regime changes from data-coverage changes,historical_weighting,A,ACTIVE,data-governance; W11,W11+,Schema/source coverage shifts cannot be interpreted as football performance change without evidence.,
REQ-377,Continuity factors remain separately auditable,historical_weighting,B,DEFAULT,source chat 003/013; W11,W11-W17,Keep major continuity factors individually traceable so a composite similarity score can be ablated and audited.,
REQ-378,Every opponent has strength estimate and uncertainty,opponent_strength,A,ACTIVE,master core architecture; recon uncertainty,W11+,Opponent representation includes continuous strength and uncertainty regardless of division.,
REQ-379,FCS receives strong secondary modeling,opponent_strength,A,ACTIVE,master architecture; source chat,W11+,Use FCS internal competition plus FCS-FBS evidence rather than treating FCS as a single fixed class penalty.,
REQ-380,D-II support is bounded/coarse,opponent_strength,B,DEFAULT,source chat; W06,W11+,Use basic D-II ratings/results where useful without making full D-II analytics a project prerequisite.,
REQ-381,D-III/NAIA/JUCO support is increasingly coarse,opponent_strength,B,DEFAULT,source chat; W06,W11+,Represent increasingly distant divisions using team/class priors and high uncertainty where direct evidence is sparse.,
REQ-382,Lower-division recursion must terminate,opponent_strength,A,ACTIVE,master no-recursion rule,W11+,Do not recursively expand into a full model of every lower-division program.,
REQ-383,"Cross-division translation is learned, never hard-coded",opponent_strength,A,ACTIVE,source chat; master,W11-W17,No fixed conference/division point penalty; estimate translation from historical cross-level evidence with uncertainty.,
REQ-384,Use continuous strength rather than conference/division labels alone,opponent_strength,A,ACTIVE,transfer/opponent architecture,W11+,Conference or division may inform priors but cannot replace continuous strength estimates.,
REQ-385,Sparse/regime/lower-division evidence widens epistemic uncertainty,uncertainty,A,ACTIVE,recon uncertainty contract; W11,W11-W16,"Explicitly carry uncertainty from sparse state, regime change, data quality and cross-division translation.",
REQ-386,OOD/uncertainty does not force prediction direction,uncertainty,A,ACTIVE,recon uncertainty contract,W11-W16,Out-of-distribution or sparse evidence generally widens uncertainty; it does not automatically favor either team.,
REQ-387,Team-state representations require chronological comparison,validation,A,ACTIVE,W11 task 034; W17,W11-W19,Compare state alternatives through chronological/walk-forward evidence with early-season and transition subgroups before empirical selection.,
REQ-388,W11 freezes interface but selects no empirical winner,governance,A,ACTIVE,honest maturity; W11,W11,Synthetic/reference tests may validate semantics but cannot declare a weighting/blend/translation representation predictively superior.,
REQ-389,Roster membership is distinct from depth/availability,players,A,ACTIVE,source chat; recon roster identity,W12,"Official roster membership may not imply starter status, expected usage or availability.",W12
REQ-390,Player roster/depth state is effective-dated,players,A,ACTIVE,recon roster/depth policy; W08,W12,"Roster, position, depth and role observations preserve PIT/effective intervals instead of overwriting historical state.",W12
REQ-391,Depth observations preserve observed versus inferred status,players,A,ACTIVE,recon depth chart policy,W12,Inferred depth/role evidence must retain confidence/provenance and may not be relabeled official.,W12
REQ-392,Same-game participation cannot backfill pregame depth,players,A,ACTIVE,recon depth policy; W08 leakage,W12,Actual snaps/participation may evaluate prior expectations but cannot become same-game pregame ground truth.,W12
REQ-393,Rotation and expected usage are first-class player state,players,A,ACTIVE,source chat 007/017,W12,Position-group state supports expected snap/opportunity distributions beyond a starter/backup binary.,W12
REQ-394,Player value is position-aware and PIT-safe,players,A,ACTIVE,master W12; source chat; recon availability policy,W12-W17,Player value uses position/role-appropriate eligible evidence and explicit uncertainty.,W12
REQ-395,No manual universal player or position point values,players,A,ACTIVE,recon availability impact policy,W12-W17,W12 freezes no rule assigning a fixed game-point value to a player or position.,W12
REQ-396,Availability probability is distinct from effectiveness if active,availability,A,ACTIVE,recon availability impact policy,W12,Questionable/limited states represent both chance of participation and conditional effectiveness.,W12
REQ-397,Expected usage is distinct from availability,availability,A,ACTIVE,source chat; recon availability policy,W12,Active status does not imply full snap/opportunity share; usage/limitations are modeled separately.,W12
REQ-398,Availability covers non-injury absences,availability,A,ACTIVE,source chat 007,W12,"Availability supports illness, suspension, discipline, academic absence, targeting carryover, personal absence, opt-out and snap limits.",W12
REQ-399,Availability evidence preserves source confidence and freshness,availability,A,ACTIVE,source chat 007; recon availability policy,W12,"Every availability observation retains provenance, freshness, report/version and confidence class.",W12
REQ-400,Missing availability evidence never implies healthy,availability,A,ACTIVE,W06-W08 official availability policy,W12,Noncoverage or missing report produces UNKNOWN absent other eligible evidence.,W12
REQ-401,Replacement identity/value/usage are explicit,players,A,ACTIVE,recon availability impact policy,W12,"Replacement impact identifies actual candidate replacement(s), their value, expected usage and uncertainty.",W12
REQ-402,Replacement may redistribute across multiple players,players,A,ACTIVE,source chat 007/017,W12,Rotation or role changes may redistribute usage across multiple players rather than one backup.,W12
REQ-403,Availability impact avoids duplicate injury encodings,players,A,ACTIVE,recon availability impact anti-double-counting,W12-W17,"Starter-out, injury count, team injury index and replacement gap may not all be stacked without incremental evidence.",W12
REQ-404,Player availability hands off to W11 available strength,team_state,A,ACTIVE,W11 boundary; W12,W12-W16,Player/availability/replacement state is the structured input for later derivation of available_strength from underlying_strength.,W12
REQ-405,Prospects with zero college production use separate priors,players,A,ACTIVE,recon transfer policy; source chat 007,W12-W17,Freshmen/prospects with no college snaps do not use transfer-production translation.,W12
REQ-406,Prospect priors retain wide uncertainty,players,A,ACTIVE,source chat 007; recon transfer policy,W12-W17,Recruiting/physical/development priors are uncertain until PIT-safe college evidence accumulates.,W12
REQ-407,Transfer episodes preserve canonical player identity,players,A,ACTIVE,W07 identity; recon transfer policy,W12,"Team/role transitions create episodes, not new player identities.",W12
REQ-408,Transfer timing and destination knowledge are PIT-safe,players,A,ACTIVE,W08; recon transfer policy,W12,Later destination/role information cannot enter forecasts before it was defensibly known.,W12
REQ-409,Transfer translation uses continuous competition strength,players,A,ACTIVE,recon transfer policy; W11,W12-W17,Conference labels may inform context but cannot replace continuous source/destination strength evidence.,W12
REQ-410,No fixed conference transfer penalty,players,A,ACTIVE,recon transfer policy,W12-W17,Hand-authored rules such as G5-to-SEC minus X percent are prohibited.,W12
REQ-411,Transfer translation uses historical same-player outcomes,players,B,DEFAULT,recon transfer policy,W12-W17,Position-aware historical same-player transfers are the preferred training design where coverage supports it.,W12
REQ-412,Transfer translation outputs value usage and uncertainty,players,A,ACTIVE,recon transfer policy,W12-W17,"Translation contracts expose expected destination value, role/usage, delta and uncertainty.",W12
REQ-413,Preseason honors are timestamped consensus candidates,players,B,DEFAULT,recon honors policy,W12-W17,Honor observations preserve selector/scope/level/announced_at and receive no manual production bonus.,W12
REQ-414,Postseason/future honors cannot leak into earlier games,players,A,ACTIVE,recon honors policy; W08,W12+,Honor evidence is usable only after announcement and future postseason honors are banned for earlier forecasts.,W12
REQ-415,Future NFL Draft outcomes are banned as same-season features,players,A,ACTIVE,recon draft policy,W12+,Eventual draft status/round/pick/combine outcomes cannot directly describe an earlier historical roster.,W12
REQ-416,Lagged completed draft development is candidate evidence,players,B,DEFAULT,recon draft policy,W12-W17,Prior completed draft/program/position-development history may be tested with recruiting/talent controls.,W12
REQ-417,Official conference availability lane is materialization priority,availability,A,ACTIVE,W06 research,W12-W19,Covered official conference report archives are primary materialization targets; A&M/SEC receives highest-resolution priority.,W12
REQ-418,Availability report materialization status is reported honestly,governance,A,ACTIVE,honest maturity; W12,W12-W19,W12 source plans may not imply the historical availability archive is already downloaded/reconstructed.,W12
REQ-419,Dataset source registry carries upstream rights/provenance,data_governance,A,ACTIVE,TASK-197; W06-W09,W12+,Dataset registry carries owner/access/auth/license/redistribution provenance sufficient for later acquisition/publication decisions.,W12
REQ-420,Player-value decomposition predictive benefit is empirical hypothesis,players,C,RESEARCH,W12 adaptive review,W12-W17,Whether the W12 player-value/availability decomposition improves forecasts must be established by protected chronological evidence.,W12
REQ-421,Transfer/honor/development candidate value is empirical hypothesis,players,C,RESEARCH,W12 adaptive review,W12-W17,"Transfer translation, preseason honors and lagged draft-development value must earn promotion through protected testing.",W12
REQ-422,Effective-dated coach role episodes,coaching,A,ACTIVE,Master prompt W13 + recon coach-role policy,W13,Coach employment/responsibility must be represented as effective-dated role episodes with source/known-at evidence.,W13
REQ-423,Coach title and responsibility separation,coaching,A,ACTIVE,Recon coach-role policy,W13,Formal title and actual unit/play-caller responsibility must remain separately representable.,W13
REQ-424,Coach contribution from performance versus expectation,coaching,B,DEFAULT,Recon coach-role policy,W13,Coach-effect candidates should use performance residuals after controlling for talent/context rather than raw unit output.,W13
REQ-425,Hierarchical partial pooling for sparse coach evidence,coaching,B,DEFAULT,Recon coach-role policy,W13,Low-sample coach-role effects should shrink toward role/family priors or an empirically superior alternative.,W13
REQ-426,Coach promotion evidence without additive double counting,coaching,A,ACTIVE,Recon coach-role policy,W13,Prior role evidence travels with a coach but cannot be stacked as independent bonuses after promotion.,W13
REQ-427,Effective-dated scheme and play-caller state,coaching,A,ACTIVE,Master prompt W13,W13,"Scheme, unit responsibility and play-caller state must be effective-dated and PIT-safe.",W13
REQ-428,Tendency features use prior eligible behavior only,coaching,A,ACTIVE,Master prompt PIT + W13,W13,Coach/team tendency features may use only prior observations eligible at forecast cutoff.,W13
REQ-429,Fourth-down decision quality remains experimental,coaching,C,RESEARCH,Master prompt W13,W13,Fourth-down decision-quality/aggressiveness representations require empirical testing and confound controls.,W13
REQ-430,Clock-management and halftime-adjustment remain experimental,coaching,C,RESEARCH,Master prompt W13,W13,Clock-management and halftime-adjustment effects require controlled empirical validation.,W13
REQ-431,Coach-state uncertainty is explicit,coaching,A,ACTIVE,Master prompt uncertainty + recon policy,W13,Coach/staff states and effect estimates must carry uncertainty when evidence is sparse or responsibility is ambiguous.,W13
REQ-432,Issued weather forecast separated from observed weather,context,A,ACTIVE,W06/W08 + recon weather findings,W13,Pregame weather features must use an issued forecast run knowable by cutoff; observed/reanalysis weather is separate.,W13
REQ-433,DST-aware venue/timezone context,context,A,ACTIVE,Recon travel findings,W13,"Timezone/body-clock calculations must use game-date-aware timezone semantics, not fixed offsets.",W13
REQ-434,Travel modeled as differential and cumulative context,context,B,DEFAULT,Recon travel findings,W13,"Travel candidates should include direct, differential, recent cumulative, road-streak and rest context.",W13
REQ-435,Program resource lanes preserve public/private asymmetry,resources,A,ACTIVE,Recon resource strategy,W13,Resource modeling must preserve universal versus public-enriched coverage and never treat missing private detail as zero.,W13
REQ-436,Private-school proxy lane may not fabricate dollar spend,resources,A,ACTIVE,W06 + recon resource policy,W13,Latent/private proxy research cannot be represented as an institution-level dollar-spending estimate.,W13
REQ-437,"Home-field strength is learned residual, not raw win rate",context,B,DEFAULT,Recon home-field policy,W13,Home/venue effect candidates should use performance versus neutral-equivalent expectation with shrinkage.,W13
REQ-438,Final attendance is not historical pregame evidence,context,A,ACTIVE,Recon home-field policy,W13,Final attendance may not enter a historical pregame row; only genuine pregame expectations may be tested.,W13
REQ-439,Game stakes/context use factual PIT-safe state,context,A,ACTIVE,Master prompt W13,W13,"Rivalry, eligibility, postseason, senior-day/homecoming and look-ahead context require factual evidence known at cutoff.",W13
REQ-440,Effective-dated regulatory environment,context,A,ACTIVE,W06 + recon rule-era policy,W13,"Games must be joinable to effective-dated playing, roster, eligibility and transfer regulatory states.",W13
REQ-441,Rule changes version feature definitions,context,A,ACTIVE,Recon rule-era policy,W13,Material rule changes must version affected definitions/semantics rather than relying on season alone.,W13
REQ-442,Expected possessions separate from scoring efficiency,mechanics,A,ACTIVE,Master prompt W13,W13,Expected opportunities/possessions must remain conceptually separate from per-possession scoring efficiency.,W13
REQ-443,Tempo requires score-state-aware candidates,mechanics,B,DEFAULT,Master prompt W13,W13,Tempo/pace candidates should support score-state-adjusted representations and chronological prior evidence.,W13
REQ-444,Field position and hidden yards component accounting,mechanics,A,ACTIVE,Master prompt W13,W13,Field-position/hidden-yard features must preserve components and avoid double counting special teams/turnovers.,W13
REQ-445,Special teams decomposed by component,mechanics,B,DEFAULT,Master prompt W13,W13,"Kicking, punting, kickoffs and returns should be evaluated as components rather than one mandatory rank.",W13
REQ-446,Special-teams weather interactions are experimental,mechanics,C,RESEARCH,Master prompt W13,W13,Weather interactions with kicking/punting/returns require empirical testing.,W13
REQ-447,Garbage-time/score-state policy is not hard-coded,mechanics,A,ACTIVE,Master prompt W13,W13,No numeric garbage-time threshold may be frozen without later chronological evidence.,W13
REQ-448,Penalty evidence emphasizes type and leverage,mechanics,B,DEFAULT,Recon officiating/penalty policy,W13,"Penalty candidates should represent type, side and leverage/consequence rather than raw counts alone.",W13
REQ-449,Turnover luck/skill decomposition remains experimental,mechanics,C,RESEARCH,Master prompt feature inventory,W13,Turnover-luck decompositions require empirical validation and must not be assumed predictive.,W13
REQ-450,Opponent adjustment uses strict-prior opponent state,matchup,A,ACTIVE,Master prompt W13 + PIT,W13,Opponent-adjusted features must avoid circularity/future outcomes by using strict-prior opponent state.,W13
REQ-451,Style/scheme similarity remains empirical candidate,matchup,C,RESEARCH,Master prompt W13,W13,Style/opponent-similarity representations require chronological experiment evidence.,W13
REQ-452,Schedule stress aggregates completed prior workload only,context,A,ACTIVE,Master prompt W13,W13,"Schedule stress may aggregate prior opponents, snaps, drives, overtime, rest and travel without future outcomes.",W13
REQ-453,Look-ahead context cannot import future opponent results,context,A,ACTIVE,Master prompt PIT + W13,W13,"Future opponent identity/schedule may be known, but future opponent performance/results are prohibited.",W13
REQ-454,Crew-specific officiating requires pregame-public assignment,officiating,A,ACTIVE,Recon officiating policy,W13,Crew-specific upcoming-game features are eligible only when the assignment is demonstrably public before cutoff.,W13
REQ-455,Officiating anti-bias/anti-causality controls,officiating,A,ACTIVE,Recon officiating policy,W13,No unsupported referee-favors/dislikes-team or raw win-rate causal features are allowed.,W13
REQ-456,No W13 context/mechanics empirical winner claims,governance,A,ACTIVE,Master prompt honest completion,W13,W13 may freeze contracts/reference logic but not claim calibrated coach/home/resource/officiating/mechanics effects.,W13
REQ-457,W10-W12 contracts remain authoritative inputs,architecture,A,ACTIVE,Cumulative integrity,W13,W13 must consume feature/team/player/PIT interfaces without weakening or redefining them.,W13
REQ-458,Sparse context/mechanics evidence widens uncertainty,uncertainty,A,ACTIVE,Master prompt uncertainty,W13,"Sparse coach, venue, officiating, lower-coverage or context evidence must retain explicit uncertainty.",W13
REQ-459,Resource source concepts require semantic crosswalk,resources,A,ACTIVE,Recon resource findings,W13,EADA and MFRS/Knight concepts cannot be silently merged as identical dollar fields.,W13
REQ-460,Scheduled and actual kickoff timestamps remain separate,context,A,ACTIVE,Recon weather/travel findings,W13,Scheduled kickoff is pregame evidence; actual kickoff must remain separate and is retrospective unless knowable at cutoff.,W13
REQ-461,Architecture-design waves cannot depend on later implementation gates,program,A,ACTIVE,W13 adaptive review,W13,W14 architecture/specification work must depend on frozen W13/W12 contracts rather than future W20 implementation/ablation gates.,W13
REQ-462,A&M specialization reuses national canonical identity,tamu_specialization,A,ACTIVE,W14 adaptive architecture,W14,Texas A&M high-resolution overlays may not create a separate canonical entity truth.,W14
REQ-463,A&M overlay consumes W07-W13 protected contracts,tamu_specialization,A,ACTIVE,Cumulative architecture,W14,A&M state must consume canonical/PIT/feature/team/player/context contracts without weakening them.,W14
REQ-464,A&M evidence resolution may be deeper but not less governed,tamu_data,A,ACTIVE,Master prompt W14,W14,"Higher-resolution A&M evidence remains source-scoped, PIT-safe, provenance-bearing and rights-aware.",W14
