schema_version,generated_at_utc,source_id,provider_alias,source_role,acquisition_priority,production_disposition,credential_contract_state,credential_present_redacted,provider_entitlement_verified,technical_smoke_disposition,technical_smoke_http_status,source_rights_state,rights_decision_id,rights_decision,readiness_status,concrete_reason_code,unblock_condition,human_reviewer,human_review_date,terms_or_policy_version_date,access_purpose_decision,retention_decision,model_training_decision,publication_decision,redistribution_decision,deletion_decision,unresolved_questions,substitute_source_ids,production_access_ready,downstream_materialization_allowed,downstream_consumer_contract,credential_value_included,response_body_included
1,2026-08-09T16:24:29Z,SRC-044,IRS,private nonprofit institutional/foundation proxy context only,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-030,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-030@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-045,NCAA,source-awareness only unless legitimate access obtained,RESEARCH_ONLY,DEFERRED_AUTHORIZED_ACCESS_REQUIRED,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_REJECTED,RIGHTS-T1-015,BLOCK,REJECTED,EXPLICIT_SOURCE_RIGHTS_DECISION_BLOCK,Use approved substitute source IDs NONE; reconsider this direct route only on VERIFIED_ENTITLEMENT_PLUS_CURRENT_SOURCE_SPECIFIC_TERMS_REVIEW.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-015@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,BLOCK,BLOCK_LOCAL_MODEL_TRAINING,BLOCK,BLOCK,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:VERIFIED_ENTITLEMENT_PLUS_CURRENT_SOURCE_SPECIFIC_TERMS_REVIEW,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-046,NCAA,rules/aggregate validation; no access bypass,VALIDATION,VALIDATION_ONLY_CONTRACT_REQUIRED,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-016,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-016@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-047,On3,manual validation/research candidate only,RESEARCH_ONLY,RESEARCH_ONLY_ADMISSION_GATE,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-031,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs SRC-002 or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-031@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-048,NCAA Statistics,bounded lower-division strength/translation input,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-017,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-017@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-049,NAIA,NAIA opponent/transfer translation prior,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,CREDENTIAL_UNDEFINED_PENDING_LICENSE_AND_RIGHTS,,false,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-032,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-032@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-050,NJCAA,JUCO transfer translation prior,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-033,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-033@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-051,NAIA,lower-division strength prior/validation,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-034,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-034@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-052,NJCAA,JUCO strength prior/validation,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_EXPERIMENTAL_APPROVED,RIGHTS-SUP-035,ALLOW_WITH_CONDITIONS,BLOCKED_RIGHTS,EXPERIMENTAL_ONLY_NOT_PRODUCTION_READY,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-035@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:TERMS_ROBOTS_LICENSE_OR_ACCESS_CHANGE; PROVIDER_REQUEST; COMMERCIAL_USE; RAW_PUBLICATION; OR 2027-08-09,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-053,NCAA Statistics,venue/program context candidate,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-018,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-018@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-054,NCAA Division I Governance,roster/resource-era semantics,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-019,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-019@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-055,NCAA Division I Governance / LSDBi,player eligibility/experience era semantics,PRIMARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-020,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-020@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-056,NCAA / College Sports Commission context,regulatory context; not a fabricated team NIL-spend metric,RESEARCH_ONLY,RESEARCH_ONLY_ADMISSION_GATE,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-021,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-021@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-057,FAA / U.S. DOT,travel/airport context if empirically useful,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_PRODUCTION_APPROVED,RIGHTS-SUP-036,ALLOW_WITH_CONDITIONS,BLOCKED_PROVIDER,BOUNDED_TECHNICAL_SMOKE_NOT_YET_SUCCESSFUL,Run the source-specific bounded metadata-only access smoke for the approved route; retain a blocked state if the provider is unavailable and use an approved substitute for the required data outcome.,Kevin Garrett (project owner),2026-08-09,supplemental_rights_decisions.csv:RIGHTS-SUP-036@2026-08-09,ALLOW_PERSONAL_NONCOMMERCIAL_LOCAL_ANALYTICS,ALLOW_IMMUTABLE_RAW_SNAPSHOTS_OUTSIDE_GIT_WITH_HASHED_MANIFEST,ALLOW_LOCAL_MODEL_TRAINING,ALLOW_CODE_PROVENANCE_CITATIONS_AGGREGATES_AND_NONREVERSIBLE_MODEL_OUTPUTS_NO_RESTRICTED_RAW_PAYLOADS,NO_RESTRICTED_OR_COMMERCIAL_RAW_PAYLOAD_REDISTRIBUTION; PUBLIC_GOVERNMENT_DATA_REMAINS_OUTSIDE_GIT_BY_PROJECT_POLICY,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,NONE_FOR_CURRENT_PERSONAL_NONCOMMERCIAL_SCOPE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-058,SportsDataverse upstream recruiting assets,recruiting candidate with explicit upstream lineage,SECONDARY,CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REJECTED,RIGHTS-T1-022,BLOCK,REJECTED,EXPLICIT_SOURCE_RIGHTS_DECISION_BLOCK,Use approved substitute source IDs SRC-002; reconsider this direct route only on EXPLICIT_COMPATIBLE_DATA_LICENSE_AND_UPSTREAM_AUTHORIZATION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-022@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,BLOCK_BULK_DATA_DOWNLOAD_FOR_PRODUCTION_MATERIALIZATION,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_ONLY_CITATION_AND_INDEPENDENTLY_IMPLEMENTED_CODE_NOT_REPOSITORY_DATA,BLOCK_RAW_AND_DERIVED_DATA_REPACKAGE,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_COMPATIBLE_DATA_LICENSE_AND_UPSTREAM_AUTHORIZATION,SRC-002,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-059,CollegeFootballData,future live lane only,OPTIONAL,OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE,OPTIONAL_TIER_ENTITLEMENT_UNVERIFIED,true,false,BLOCKED,,VERIFIED_REJECTED,RIGHTS-T1-023,BLOCK,REJECTED,EXPLICIT_SOURCE_RIGHTS_DECISION_BLOCK,Use approved substitute source IDs NONE; reconsider this direct route only on VERIFIED_TIER_3_PLUS_ENTITLEMENT_AND_LIVE_EMPIRICAL_ADMISSION_GATE.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-023@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,BLOCK,BLOCK_LOCAL_MODEL_TRAINING,BLOCK,BLOCK,NO_SOURCE_PAYLOAD_RETAINED_DELETE_ANY_ACCIDENTAL_CAPTURE,PRODUCTION_BLOCKED_REVALIDATE_ON:VERIFIED_TIER_3_PLUS_ENTITLEMENT_AND_LIVE_EMPIRICAL_ADMISSION_GATE,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
1,2026-08-09T16:24:29Z,SRC-060,College Football Playoff,narrow officiating validation; not national assignment source,VALIDATION,VALIDATION_ONLY_CONTRACT_REQUIRED,NO_CREDENTIAL_REQUIRED_FOR_SELECTED_MODE,,,BLOCKED,,VERIFIED_REFERENCE_ONLY,RIGHTS-T1-024,REFERENCE_ONLY,BLOCKED_RIGHTS,PRODUCTION_ACQUISITION_NOT_APPROVED,Do not use this route for production materialization; use approved substitute source IDs NONE or revalidate on EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION.,Kevin Garrett (project owner),2026-08-09,tier1_rights_decisions.csv:RIGHTS-T1-024@2026-08-09,BLOCK_PRODUCTION_DIRECT_ROUTE_USE_APPROVED_SUBSTITUTE,ALLOW_ONLY_SMALL_CITED_DOCUMENTS_OR_OPERATOR_NOTES_OUTSIDE_GIT_WHEN_NEEDED; NO_SITE_MIRROR,BLOCK_LOCAL_MODEL_TRAINING,ALLOW_CITATIONS_AND_INDEPENDENT_FACTUAL_SUMMARIES_ONLY,PROHIBIT_RAW_SITE_CONTENT_REPUBLICATION,DELETE_LOCAL_RAW_SNAPSHOTS_PER_RETENTION_BUDGET_OR_SOURCE_REVOCATION,PRODUCTION_BLOCKED_REVALIDATE_ON:EXPLICIT_SOURCE_SPECIFIC_LICENSE_OR_PERMISSION,,false,false,FAIL_CLOSED_USE_APPROVED_SUBSTITUTE_OR_SOURCE_SPECIFIC_UNBLOCK_CONDITION,false,false
