"source_id","owner","dataset","domain","official_nonofficial","canonical_url","stable_id_capability","join_keys","source_role","acquisition_priority","inclusion_status","upstream_relationship","independent_corroboration","access_method","authentication","cost","rate_limits","historical_depth","divisions_covered","timestamp_fields","pit_feasibility","known_at_feasibility","snapshot_required","pit_guardrail","terms_or_license","redistribution","attribution","repository_eligibility","availability_disposition","supersession_status","production_disposition","disposition_reason","version_or_commit","refresh_change","verified_at_utc","provenance_basis"
"SRC-042","Official conference statistics pages","Conference football statistics","team/player stats","OFFICIAL","conference-specific","source-specific","canonical mapping required","official cross-check and targeted gaps","VALIDATION","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/PDF","none","free","source-specific","conference-dependent","conference members","varies","HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","VALIDATION_ONLY_CONTRACT_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-043","Texas A&M / official opponents","Game notes and media guides","depth/starter/context/history","OFFICIAL","https://12thman.com/sports/football/archives","source-specific","canonical mapping required","A&M depth/starter/staff/context reconstruction","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","PDF/HTML","none","free","source-specific","deep A&M archive; opponent dependent","A&M/opponents","publication/game date","DIRECT_PREGAME_SAFE_IF_PUBLICATION_KNOWN","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-044","IRS","Form 990 / TEOS bulk data","institution/foundation resources","OFFICIAL_GOVERNMENT","https://www.irs.gov/charities-non-profits/public-disclosure-datasets-and-downloads","source-specific","canonical mapping required","private nonprofit institutional/foundation proxy context only","OPTIONAL","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","bulk XML/search","none","free","source-specific","electronic filings; current postings through 2026","tax-exempt organizations","tax year/filing/posting date","HISTORICAL_AGGREGATE_ONLY","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-045","NCAA","Membership Financial Reporting System","athletics finance","OFFICIAL_RESTRICTED","https://frs.ncaa.org/","source-specific","canonical mapping required","source-awareness only unless legitimate access obtained","RESEARCH_ONLY","DEFERRED","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","member/login system","restricted login","not public","source-specific","annual reporting","NCAA institutions","varies","HISTORICAL_AGGREGATE_ONLY","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","RESTRICTED_MEMBER_SYSTEM","NOT_AUTHORIZED_WITHOUT_LICENSE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","UNAVAILABLE_WITHOUT_AUTHORIZED_ACCESS","NOT_SUPERSEDED","DEFERRED_AUTHORIZED_ACCESS_REQUIRED","Restricted member system; access controls must not be bypassed and public alternatives remain primary.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-046","NCAA","Transfer Portal / Transfer Research Dashboard","transfers","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/what-we-do/research/student-athlete-transfer-research/","source-specific","canonical mapping required","rules/aggregate validation; no access bypass","VALIDATION","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public aggregate dashboard + restricted portal","portal restricted; dashboard public","free aggregate/restricted detailed","source-specific","current era","NCAA","entry/report/publication where available","AGGREGATE_SAFE_BY_PUBLICATION; DETAILED_ACCESS_RESTRICTED","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","VALIDATION_ONLY_CONTRACT_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-047","On3","Transfer Portal Wire/Rankings","transfers/recruiting","NONOFFICIAL_COMMERCIAL_PUBLISHER","https://www.on3.com/transfer-portal/wire/football/","source-specific","canonical mapping required","manual validation/research candidate only","RESEARCH_ONLY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public web / paid products","varies","free viewing + commercial","source-specific","modern transfer era","college football","varies","DIRECT_PREGAME_CANDIDATE_IF_ARCHIVED","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","TERMS_REVIEW_REQUIRED","DO_NOT_REPACKAGE_WITHOUT_PERMISSION","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","RESEARCH_ONLY_ADMISSION_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-048","NCAA Statistics","FCS/DII/DIII Football Stats","lower-division strength","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/sports/2013/11/19/ncaa-football-statistics","source-specific","canonical mapping required","bounded lower-division strength/translation input","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/PDF/stats.ncaa.org","none","free","source-specific","FCS historical; DII/DIII ranking summaries 2001+ and current archives","FCS/DII/DIII","week/season/game","HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-049","NAIA","PrestoStats / NAIA Stats","lower-division stats","OFFICIAL_ASSOCIATION","https://www.naia.org/membership/resources/sports-information-directors/","source-specific","canonical mapping required","NAIA opponent/transfer translation prior","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public scoreboard/stats; member upload platform","public viewing/member upload","free viewing","source-specific","Presto migration from 2021; historical migration stated","NAIA","game/season/update","HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-050","NJCAA","NJCAA Football Statistics","JUCO stats","OFFICIAL_ASSOCIATION","https://www.njcaa.org/sports/fball/index","source-specific","canonical mapping required","JUCO transfer translation prior","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","public HTML stats","none","free","source-specific","online leader/team stats visible back to at least 2005-06 in research","NJCAA DI/DIII football","season/game","HISTORICAL_GAME_OUTPUT_SAFE_VIA_PRIOR_GAME_AGGREGATION","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-051","NAIA","NAIA Football Polls","lower-division rankings","OFFICIAL_ASSOCIATION","https://www.naia.org/sports/football/","source-specific","canonical mapping required","lower-division strength prior/validation","SECONDARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/archive","none","free","source-specific","historical/current","NAIA","poll publication","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-052","NJCAA","NJCAA Football Rankings","JUCO rankings","OFFICIAL_ASSOCIATION","https://www.njcaa.org/sports/fball/rankings/DI/index","source-specific","canonical mapping required","JUCO strength prior/validation","SECONDARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/archive","none","free","source-specific","historical/current","NJCAA","ranking publication","DIRECT_PREGAME_SAFE_AFTER_PUBLICATION","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-053","NCAA Statistics","Football Attendance Records","attendance/venue context","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/championships/statistics-and-records/football/","source-specific","canonical mapping required","venue/program context candidate","SECONDARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","PDF/HTML","none","free","source-specific","historical annual records","NCAA divisions","season/year","HISTORICAL_AGGREGATE_ONLY","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-054","NCAA Division I Governance","House settlement roster-limit implementation","regulatory environment","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/news/2025/6/23/media-center-division-i-board-of-directors-formally-adopts-changes-to-rules-related-to-house-settlement.aspx","source-specific","canonical mapping required","roster/resource-era semantics","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/policy","none","free","source-specific","effective July 1 2025","Division I","adoption/effective date","DIRECT_SAFE_BY_EFFECTIVE_DATE","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-055","NCAA Division I Governance / LSDBi","Age-based eligibility and transfer legislation","eligibility/transfer regulatory environment","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/division-i-adopts-age-based-eligibility-model/","source-specific","canonical mapping required","player eligibility/experience era semantics","PRIMARY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/LSDBi","none","free","source-specific","2026 changes + archived legislation","Division I; DII analogous changes separately","proposal/adoption/effective date","DIRECT_SAFE_BY_EFFECTIVE_DATE","REVIEW_REQUIRED","YES","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-056","NCAA / College Sports Commission context","NIL/House settlement policy","resource/regulatory context","OFFICIAL_GOVERNING_BODY","https://www.ncaa.org/student-athletes/name-image-likeness/","source-specific","canonical mapping required","regulatory context; not a fabricated team NIL-spend metric","RESEARCH_ONLY","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML/policy","none","free","source-specific","current evolving post-House era","Division I primarily","policy publication/effective date","DIRECT_SAFE_BY_EFFECTIVE_DATE","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","RESEARCH_ONLY_ADMISSION_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-057","FAA / U.S. DOT","Airport reference data","travel","OFFICIAL_GOVERNMENT","https://www.transportation.gov/resources/individuals/privacy/national-flight-data-center-nfdc","source-specific","canonical mapping required","travel/airport context if empirically useful","OPTIONAL","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","bulk/reference","none","free","source-specific","current/historical products vary","US","dataset/version","DIRECT_SAFE_STATIC_OR_EFFECTIVE_DATED","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","US_GOV_PUBLIC_DATA_TERMS","PUBLIC_DATA_WITH_PROVENANCE","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-058","SportsDataverse upstream recruiting assets","247-derived recruits/team talent","recruiting","NONOFFICIAL_DERIVED","https://github.com/sportsdataverse/cfbfastR-cfb-data","source-specific","canonical mapping required","recruiting candidate with explicit upstream lineage","SECONDARY","INCLUDE","247SPORTS_UNREGISTERED_UPSTREAM","NO_UPSTREAM_DERIVED","bulk repository","none","free repository","source-specific","recruits from 2002; team talent from 2005 per current repo docs","FBS/recruiting universe","class/year; upstream snapshot semantics require review","DIRECT_PREGAME_CANDIDATE_IF_SNAPSHOT_SEMANTICS_PROVEN","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","UPSTREAM_247_TERMS_REVIEW","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","CANDIDATE_CONTRACT_AND_RIGHTS_REVIEW_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-059","CollegeFootballData","GraphQL/live subscription tier","live/Phase5","NONOFFICIAL_AGGREGATOR","https://graphqldocs.collegefootballdata.com/","source-specific","canonical mapping required","future live lane only","OPTIONAL","INCLUDE","MULTIPLE_PROVIDER_AND_PUBLIC_FEEDS_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","GraphQL subscriptions","Tier 3+","paid tier","source-specific","current/live; historical tables endpoint-dependent","FBS/FCS","event/subscription timestamps","CURRENT_GAME_ONLY_FOR_LIVE","CURRENT_GAME_ONLY_FOR_LIVE","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","OPTIONAL_RIGHTS_AND_EMPIRICAL_GATE","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-060","College Football Playoff","All-time championship game officials","officiating","OFFICIAL","https://collegefootballplayoff.com/","source-specific","canonical mapping required","narrow officiating validation; not national assignment source","VALIDATION","INCLUDE","SOURCE_SPECIFIC_OR_DIRECT_OWNER_REVIEW_REQUIRED","NOT_CLAIMED_SINGLE_SOURCE","HTML archive","none","free","source-specific","CFP era championship games","CFP","game date","POSTGAME_HISTORICAL_ONLY","REVIEW_REQUIRED","CONDITIONAL","Never use observations/publications newer than forecast cutoff; postgame/future outcomes banned for same historical forecast.","REVIEW_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","VALIDATION_ONLY_CONTRACT_REQUIRED","Inventory classification only; promotion requires a source contract, rights decision, PIT proof, and immutable snapshot evidence.","UNPINNED_CONTRACT_REQUIRED","W06_BASELINE","2026-08-08T00:00:00Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w06/POINT_IN_TIME_FEASIBILITY_MATRIX.csv;docs/data_research/w06/SOURCE_ACCESS_LICENSE_MATRIX.csv"
"SRC-061","SportsDataverse","cfbfastR-cfb-raw","game/pbp/upstream provenance","NONOFFICIAL_DERIVED","https://github.com/sportsdataverse/cfbfastR-cfb-raw","ESPN/game identifiers","canonical game/team/player mapping","UPSTREAM_PROVENANCE","VALIDATION","INCLUDE","ESPN_UNREGISTERED_UPSTREAM","NO_DERIVED_SIBLING","bulk repository","none","free repository","source-specific","current repository with historical game files","FBS/FCS subject to ESPN upstream coverage","capture/release/game timestamps","POSTGAME_OR_SNAPSHOT_BY_CAPTURE","REVIEW_REQUIRED","YES","Never use observations or publications newer than forecast cutoff; target-game and future outcomes remain excluded.","REVIEW_UPSTREAM_TERMS","REVIEW_REQUIRED","source-specific","CONTRACT_DERIVED_OUTPUTS_ONLY_NO_RAW_REPACKAGE","AVAILABLE_SUBJECT_TO_ACCESS_CONTRACT","NOT_SUPERSEDED","VALIDATION_ONLY_CONTRACT_REQUIRED","Raw/enriched ESPN-derived upstream sibling used for provenance and diagnostics, not independent corroboration.","git:8dd871259904b2213172cef9b1ced03afff08724","NEW","2026-08-09T06:17:30Z","docs/data_research/w06/DATA_UNIVERSE_MASTER.csv;docs/data_research/w24/SOURCE_REFRESH_DELTA.csv"
