id,section,section_title,obligation,status,evidence,validation,verification_note
MPR-23-005,23,MERGE STRATEGY,Constrain force-with-lease to an agent’s own unmerged task branch with remote-SHA verification.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-MERGE-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-23-006,23,MERGE STRATEGY,"Require current CI, review, and head-SHA gates before merge.",CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/policies/git_policy.json;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-MERGE-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-24-001,24,BRANCH CLEANUP,Remove merged short-lived branches and completed worktrees after safe integration.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/runbooks/STALE_BRANCH_AND_WORKTREE.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-CLEANUP-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-24-002,24,BRANCH CLEANUP,Prune stale remote references without deleting unique work.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/runbooks/STALE_BRANCH_AND_WORKTREE.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-CLEANUP-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-24-003,24,BRANCH CLEANUP,Prevent accumulation of hundreds of merged branches.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/runbooks/STALE_BRANCH_AND_WORKTREE.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-CLEANUP-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-24-004,24,BRANCH CLEANUP,"Before deletion verify merge/abandonment, unique commits, active PRs, and active ownership.",CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/runbooks/STALE_BRANCH_AND_WORKTREE.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-CLEANUP-POLICY;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-24-005,24,BRANCH CLEANUP,Provide a stale branch/worktree cleanup runbook.,CONTROL_IMPLEMENTED,instructions/runbooks/STALE_BRANCH_AND_WORKTREE.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md,VAL-RUNBOOKS;VAL-CLEANUP-POLICY;VAL-GIT-POLICY;VAL-WORKTREE-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-25-001,25,GITHUB ISSUE VS JIRA AUTHORITY,Keep Jira BAT as the primary work tracker.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;.github/ISSUE_TEMPLATE/config.yml;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-ISSUE-AUTHORITY;VAL-JIRA-POLICY;VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-25-002,25,GITHUB ISSUE VS JIRA AUTHORITY,Do not mirror every Jira issue into GitHub Issues by default.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;.github/ISSUE_TEMPLATE/config.yml;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md,VAL-ISSUE-AUTHORITY;VAL-JIRA-POLICY;VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-25-003,25,GITHUB ISSUE VS JIRA AUTHORITY,"Define any GitHub Issues role explicitly, such as external reports or repository-specific defects.",CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;.github/ISSUE_TEMPLATE/config.yml;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md,VAL-ISSUE-AUTHORITY;VAL-JIRA-POLICY;VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-25-004,25,GITHUB ISSUE VS JIRA AUTHORITY,Configure templates to direct planned work to Jira and avoid duplication.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;.github/ISSUE_TEMPLATE/config.yml;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md,VAL-ISSUE-AUTHORITY;VAL-JIRA-POLICY;VAL-JIRA,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-25-005,25,GITHUB ISSUE VS JIRA AUTHORITY,Map any accepted GitHub defect to Jira/internal requirements when it becomes planned work.,CONTROL_IMPLEMENTED,instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;.github/ISSUE_TEMPLATE/config.yml;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md,VAL-ISSUE-AUTHORITY;VAL-JIRA-POLICY;VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-001,26,GITHUB CI/CD,Audit existing CI/security workflows before changing them.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json;instructions/13_SECURITY_SECRETS_DATA_RIGHTS_AND_DEPENDENCIES.md;instructions/policies/security_policy.json;instructions/audit/REPOSITORY_DISCOVERY_REPORT.md,VAL-CI-CONFIG;VAL-TESTING-POLICY;VAL-DOD;VAL-SECURITY-POLICY;VAL-SECRET;VAL-AUDIT;VAL-CONTROL-PLANE,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-002,26,GITHUB CI/CD,Preserve valuable validators rather than gratuitously replacing them.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-CI-CONFIG;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-003,26,GITHUB CI/CD,"Define development, PR-readiness, pre-merge, and security checks.",CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md;.github/pull_request_template.md;instructions/13_SECURITY_SECRETS_DATA_RIGHTS_AND_DEPENDENCIES.md;instructions/policies/security_policy.json,VAL-CI-CONFIG;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-SECURITY-POLICY;VAL-SECRET,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-004,26,GITHUB CI/CD,Define failed-CI diagnosis before retry.,CONTROL_IMPLEMENTED,instructions/runbooks/FAILED_CI_DIAGNOSIS.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-RUNBOOKS;VAL-CI-CONFIG;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-005,26,GITHUB CI/CD,Retry only plausible transient failures once.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml,VAL-CI-CONFIG,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-006,26,GITHUB CI/CD,Do not repeatedly rerun deterministic failures without changed code/configuration or diagnosis.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml,VAL-CI-CONFIG,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-007,26,GITHUB CI/CD,"Run instruction, Jira, W25, dependency, repository, and unit gates in CI.",CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-CI-CONFIG;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-26-008,26,GITHUB CI/CD,Support both Windows and Linux where repository policy requires it.,CONTROL_IMPLEMENTED,instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;.github/workflows/ci.yml,VAL-CI-CONFIG,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-001,27,TESTING STRATEGY — PREVENT OVERTESTING,Use progressive testing rather than the full suite after every tiny change.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-002,27,TESTING STRATEGY — PREVENT OVERTESTING,Run the narrowest relevant tests during implementation.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-003,27,TESTING STRATEGY — PREVENT OVERTESTING,Run impacted unit/integration tests before commit or PR update.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-004,27,TESTING STRATEGY — PREVENT OVERTESTING,Run repository-level acceptance/integrity gates before Ready/merge.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json,VAL-TESTING-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-005,27,TESTING STRATEGY — PREVENT OVERTESTING,Run the complete appropriate suite at major integration/release checkpoints.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json,VAL-TESTING-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-006,27,TESTING STRATEGY — PREVENT OVERTESTING,Reuse existing tools and frameworks instead of duplicating test infrastructure.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-007,27,TESTING STRATEGY — PREVENT OVERTESTING,Do not add tests merely to inflate test count.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-27-008,27,TESTING STRATEGY — PREVENT OVERTESTING,Require meaningful regression or acceptance evidence.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/test_tiers.json;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-001,28,DEFINITION OF DONE,Create one canonical Definition of Done.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-DOD;VAL-TESTING-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-002,28,DEFINITION OF DONE,"Require Jira acceptance criteria, implementation, tests, integration, repository validation, security, clean worktree, docs, provenance, and traceability as applicable.",CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/catalogs/validation_command_catalog.json;instructions/13_SECURITY_SECRETS_DATA_RIGHTS_AND_DEPENDENCIES.md,VAL-DOD;VAL-JIRA-POLICY;VAL-JIRA;VAL-TESTING-POLICY;VAL-SECURITY-POLICY;VAL-SECRET;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-003,28,DEFINITION OF DONE,Require no fabricated results or evidence.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json,VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-004,28,DEFINITION OF DONE,"Require PR linkage, real Jira state, limitations, rollback, and cleanup.",CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md,VAL-DOD;VAL-JIRA-POLICY;VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT;VAL-ARCHITECTURE-CHANGE;VAL-DOCUMENTATION-POLICY,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-005,28,DEFINITION OF DONE,Add conditional scientific evidence for data/ML/A&M/BAS tasks.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/14_DATA_ML_PIT_PROVENANCE_AND_EVALUATION.md;instructions/policies/protected_scope_policy.json;governance/PROTECTED_ACCEPTANCE_RULES.md,VAL-DOD;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-006,28,DEFINITION OF DONE,Prohibit changing protected evaluation rules to make a candidate pass.,CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/14_DATA_ML_PIT_PROVENANCE_AND_EVALUATION.md;instructions/policies/protected_scope_policy.json;governance/PROTECTED_ACCEPTANCE_RULES.md,VAL-DOD;VAL-ML-GOVERNANCE;VAL-PROTECTED,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-28-007,28,DEFINITION OF DONE,"Do not equate code-written, Draft PR, or Jira status change with Done.",CONTROL_IMPLEMENTED,instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/11_PULL_REQUEST_REVIEW_MERGE_AND_CLEANUP.md;instructions/19_GITHUB_ENFORCEMENT_RECOMMENDATIONS.md,VAL-DOD;VAL-JIRA-POLICY;VAL-JIRA;VAL-PR-LIFECYCLE;VAL-GITHUB-ENFORCEMENT,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-001,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define an Orient/Understand startup phase.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-EXECUTION-LOOP;VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-002,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define dependency-ready Select and claim behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md,VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-003,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define mandatory source/requirement/ADR/acceptance/code/test understanding.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json;instructions/catalogs/validation_command_catalog.json,VAL-EXECUTION-LOOP;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-004,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define smallest coherent Plan behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md,VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-005,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define focused Implement behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-EXECUTION-LOOP;VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-006,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define progressive Validate behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md,VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-007,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define commit/PR/self-review/CI/merge Integrate behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/09_GIT_REPOSITORY_SAFETY_AND_RECOVERY.md;instructions/10_BRANCH_WORKTREE_AND_COMMIT_POLICY.md;instructions/runbooks/REPOSITORY_IDENTITY_AND_REMOTE_RECONCILIATION.md;instructions/12_CI_TESTING_EVIDENCE_AND_DEFINITION_OF_DONE.md;instructions/policies/definition_of_done.json,VAL-EXECUTION-LOOP;VAL-GIT-POLICY;VAL-WORKTREE-POLICY;VAL-TESTING-POLICY;VAL-DOD,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-008,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define Jira/provenance Record behavior.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/07_JIRA_OPERATING_CONTRACT.md;instructions/08_LOCAL_JIRA_MIRROR_AND_SYNC.md;instructions/policies/jira_operating_policy.json;jira/README.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-EXECUTION-LOOP;VAL-JIRA-POLICY;VAL-JIRA;VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-009,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,Define automatic Continue behavior through Ready work.,CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-EXECUTION-LOOP;VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-29-010,29,AUTONOMOUS DEVELOPMENT EXECUTION LOOP,"Stop only at genuine approval, protected, or global blocking boundaries.",CONTROL_IMPLEMENTED,instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md;instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/START_HERE.md,VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-30-001,30,MEANINGFUL PROGRESS RULE,Require every cycle to produce or move toward a concrete project outcome.,CONTROL_IMPLEMENTED,instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-30-002,30,MEANINGFUL PROGRESS RULE,"Recognize implemented behavior, validated code, resolved defects, materialized data, source contracts, evidence, dependencies, acceptance closure, and integrated PRs as meaningful progress.",CONTROL_IMPLEMENTED,instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/templates/TASK_EXECUTION_PACKET.md;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json;instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md,VAL-MEANINGFUL-PROGRESS;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING;VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-30-003,30,MEANINGFUL PROGRESS RULE,"Do not count repeated rereading, Markdown reorganization, cosmetic renaming, redundant planning, repeated status checks, unchanged failed commands, or bookkeeping proliferation as progress by themselves.",CONTROL_IMPLEMENTED,instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/templates/TASK_EXECUTION_PACKET.md,VAL-MEANINGFUL-PROGRESS,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
MPR-30-004,30,MEANINGFUL PROGRESS RULE,Permit housekeeping only when it directly unblocks implementation.,CONTROL_IMPLEMENTED,instructions/06_TASK_EXECUTION_AND_MEANINGFUL_PROGRESS.md;instructions/templates/TASK_EXECUTION_PACKET.md;instructions/17_BLOCKERS_LOOPS_OVERENGINEERING_AND_RECOVERY.md;instructions/18_OPERATIONAL_RUNBOOKS.md;instructions/policies/loop_and_retry_policy.json;instructions/04_AUTONOMOUS_OPERATING_CONTRACT.md,VAL-MEANINGFUL-PROGRESS;VAL-LOOP-POLICY;VAL-BLOCKER-POLICY;VAL-OVERENGINEERING;VAL-EXECUTION-LOOP,The referenced canonical control and validation mapping implement this obligation in the delivered repository control system.
