path,status,parent_size_bytes,current_size_bytes,parent_sha256,current_sha256
governance/CONSTRAINT_CLASSIFICATION_AUDIT.csv,UNCHANGED,32059,32059,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb,775b24d49d486437d3d06f2b8d4470cadece9eb09be1b35854f441ca53d9ddfb
governance/CONTEXT_GATE_STATUS.csv,UNCHANGED,224,224,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f,e7575fd6482fba28b94ee25e036db1d512242af5cba9531b19daf4823277150f
governance/CRITICAL_PATH.csv,UNCHANGED,2830,2830,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3,a9aba6e76a4f6f188aa3c08fd4d1f66547665e1f5b9eaffeb1ffe4d921efebb3
governance/CRITICAL_PATH.md,UNCHANGED,1753,1753,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc,450b2eed9b19e818887f264c630464680b347e579310b203637819233be704fc
governance/CURRENT_BACKLOG.yaml,MODIFIED,632,1401,37d4f2e6388676f585a8dc900cd586692af24f77be2537e0e8885b98cb32b36e,88c857770d4164ac200dc9e2bc4c0e10ae235e593787ac84e9c820efdd99ffc4
governance/CURRENT_STATE.yaml,MODIFIED,1517,2098,2f048b18131b9b5b8f44ef8f87df01689df6f31d3c3eb9ba40c358cd69482232,3e8e587e0c224f258b901dc0053ad42aebbeec71ecf7f0cdad3c219a72c81d09
governance/DATASET_SCHEMA_REGISTRY.csv,UNCHANGED,68120,68120,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753,a8d81e4973e55cde9bc117340cbe4bd68200cc1b1ed42d2f2585e0a44d7ac753
governance/DECISION_LEDGER.md,MODIFIED,47605,56872,90eb95a214ffc645a00fbcc2f66528dbc040a548f03fdbe321b90ad492207adf,8c878e010a52a25ebb563ee26768728384c35cbf11a088f7f5ae3b7babe40dfd
governance/DO_NOT_DRIFT.md,UNCHANGED,4912,4912,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404,13e3712dc3f9cb22d65e23953ac040ee2daefff16364d38d195432110a2d3404
governance/DRAFT_DEVELOPMENT_CANDIDATE_CONTRACTS.csv,UNCHANGED,938,938,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36,703bd95825d18b32e4ae8d7c31572193383f1b68a335bce7dab28729dca24c36
governance/EARLY_SEASON_BLEND_CANDIDATES.csv,UNCHANGED,873,873,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9,12d0b0c2f3dee7350938528d1b2ac223213f98b3a7cc53524c6609372cc479c9
governance/ENTITY_RESOLUTION_STATES.csv,UNCHANGED,705,705,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1,b0c0ac7009e4cb0eefcb4b751b2ffd9dd8d3bddb267a0084b05f184adbfc1ef1
governance/ENTITY_STORAGE_DECISION_MATRIX.csv,UNCHANGED,1033,1033,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753,e3a201943f694e890a80ce19147d3c369b886b5f0624d3ea9814afd825a22753
governance/EPIC_CATALOG.csv,UNCHANGED,7000,7000,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff,18997364f9d770530aaba346b1fb4342bd8a02710d98d7e0f3b1b34b5307cfff
governance/EVALUATION_SCORECARD_REGISTRY.csv,UNCHANGED,1883,1883,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338,4006696063ab78171ed73fb33a237a6e9a691dc106dd829ab2cf31d2aaa4b338
governance/EXPERIMENT_ARTIFACT_POLICY.csv,ADDED,,503,,13141c46a825cf448eccb061215e3bdb7e9db721737bf6fa2c993a756f6aa24c
governance/EXPERIMENT_GATE_STATUS.csv,ADDED,,1705,,e5b60b0214be285f70ea477b9cd7f9e1840de8afecb9b30aeb382f3239563fc5
governance/EXPERIMENT_IDENTITY_FIELDS.csv,ADDED,,1530,,b81321f08ca5cc53afebe3c285c6c1ee0c6816c60ac2156815f017d792a48e70
governance/EXPERIMENT_QUEUE_POLICY.csv,ADDED,,1321,,b1b88cc7f8c4c670eae0327333d8b7620b66c0e32d3560694e6d96ca91114126
governance/EXPERIMENT_REPLAY_CONTRACT.csv,ADDED,,864,,29ff258c85b24c6f18534f84bcde67c7b760dabdcd05a96a229ea9c6c1f7403c
governance/EXPERIMENT_RESULT_EVIDENCE_CONTRACT.csv,ADDED,,1444,,827344595a75d268a8d89814f9932ea680988a9e2c34527c7d892f290382fdab
governance/EXPERIMENT_STATE_MACHINE.csv,ADDED,,1442,,88454f7a9c1b34d3f07ab30e3742cc15b472804f44fb4086117021ec1962cc66
governance/EXPERIMENT_STORE_SCHEMA_CATALOG.csv,ADDED,,1282,,dbc075b2fa2d2f228515bf05abacd0408d4201cfce5a71ebdf63cbeaf260ac77
governance/EXPERIMENT_TOOL_DECISION_MATRIX.csv,ADDED,,1352,,3ad1f09cf53b4960b74c3b2ebbbb423628feaeb0ad2880279c43803d84aff895
governance/EXPERIMENT_TOOL_RESEARCH_EVIDENCE.csv,ADDED,,2765,,bd98f1ee50ded23dfd5f55944857008593fe40049627533a4429540163469067
governance/FEATURE_CANDIDATE_SEEDS.csv,UNCHANGED,291388,291388,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f,c1769929206cf7612af4732ed9d9073715c60edf0af09abcdaf8570435d4113f
governance/FEATURE_EVIDENCE_REQUIREMENTS.csv,UNCHANGED,1609,1609,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3,c1c18bbcd00e476b5b9ee1c9eb46e288ea7c9b3e6b224ca6155ca9f8e046a9c3
governance/FEATURE_FAMILY_EXPERIMENT_PLAN.csv,UNCHANGED,4385,4385,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473,523f6961b841fb9a50db4ce74141a3c0229e564f069e5dd025cda121ce478473
governance/FEATURE_LIFECYCLE_DECISION_LOG.csv,UNCHANGED,127,127,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de,661cf0326debe3739ea16495b6fb84024fa55bf09970350e03811fe3558a57de
governance/FEATURE_LIFECYCLE_STATES.csv,UNCHANGED,1111,1111,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015,6df10fc6bd875863192ab616d2bb56beb3df0c2876e73922fbef73e3f0837015
governance/FEATURE_LIFECYCLE_TRANSITIONS.csv,UNCHANGED,1506,1506,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad,2890127a63c54c1a052fac112dd2683ec79ba896fa05fb683b9818e481f0d1ad
governance/FEATURE_SCREENING_METHODS.csv,UNCHANGED,2571,2571,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358,c6b2833696a365e089367f0bd34e07539821d17007b9bb202c17b65b195fa358
governance/FEATURE_TOURNAMENT_POLICY.csv,ADDED,,1234,,77bb783f18cefb393a78188ea022c55c2b35cc9e5de8065f2351af2ac9ec9daf
governance/FEATURE_TOURNAMENT_STAGE_MATRIX.csv,ADDED,,1104,,41f361f9ba1d4fe23d171457865aa84fcdc44ad4551da4ceae3a1f63911072d6
governance/FEATURE_TRANSFORMATION_CATALOG.csv,UNCHANGED,2983,2983,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8,7e215697d0434a6dcb2bf9af71364fc1b2ffd06de03a3703c2bf30d5c7c7d4b8
governance/FIELD_CLASSIFICATION_RECONCILIATION.csv,UNCHANGED,1888,1888,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367,19aab4e7c1ccfcf2fd32064c5daf8a0c6ad30093a0c06156453b7e0d1130c367
governance/FIELD_POSITION_HIDDEN_YARDS_CONTRACTS.csv,UNCHANGED,659,659,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd,12a3ee28f945eecd1e722ff570f3933818f5668c039d64e35dadefd0928569bd
governance/FORECAST_LANES.csv,UNCHANGED,723,723,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633,6b13c68338ca7fc6e821decb4fc5523636cfda0a3f1064fbb33ab96fe34a3633
governance/GAME_CONTEXT_CONTRACTS.csv,UNCHANGED,612,612,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac,6f986817077abee19432e3ca314ef81c67a2137ba08e1e87301893dca881b5ac
governance/HISTORICAL_WEIGHTING_CANDIDATES.csv,UNCHANGED,1188,1188,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1,8f300c1ea8c36a5fde4466de67a4f27ec0158abb3509e1b6b344976dd5c18fb1
governance/HOME_FIELD_EXPERIMENT_PLAN.csv,UNCHANGED,524,524,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507,e9c4a9ffa27b911806daae2644d4c32e6f71aae53caf4caa054f3ed017f05507
governance/HPO_PARAMETER_TYPE_CATALOG.csv,ADDED,,547,,84a8c2e52d265d2942e57880cb36ea9fb4dfc9a645ce448caa7c1984fa4192ad
governance/HPO_PRUNING_POLICY.csv,ADDED,,567,,c6dec9a8a65198b382eebf7dec0bf73445ad238635c1736de46b085a86b9d283
governance/HPO_SEARCH_SPACE_POLICY.csv,ADDED,,356,,3a23cc5a141092a8a1ad4cf4cae872540886014bfd8741c9bd10231e11653b5f
governance/HPO_STUDY_POLICY.csv,ADDED,,663,,f292f03c86af5d71c86bcfc5bbaf37b6ae00ec60f8beb1c6bb7a51d51090d08f
governance/HYPOTHESIS_LEDGER.csv,MODIFIED,12013,15881,b5854f8e3acaec43019658333aa29e02782a6b9e53c67a9fc5a39a059e164a37,5d6470ad0f2d6fbd622ba64d61d0f13b2873711168baabcb07ab78994b10795e
governance/HYPOTHESIS_QUEUE_POLICY.csv,ADDED,,659,,edf44178b50d72a9d2c3b0ce2ec57cf299b0bfd3335c315a1851697cac574a4e
governance/IMMUTABLE_RULES.md,UNCHANGED,2271,2271,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b,f4acc7179ab46c00952ee9ff6a040bdaa5a3df61e7ff914895d9e2f892ab807b
governance/IMPLEMENTATION_COMPLEXITY_CLASSES.csv,UNCHANGED,697,697,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a,22f424b0b688163a6134fa649881c6aed539af673edea2dfc8ef34fdfb7ca53a
governance/IMPLEMENTATION_PHASES.csv,UNCHANGED,1948,1948,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba,be40bc500aeeaa4c9f0da4d5130698a63c191c91c0baa4a1947ea14965a46cba
governance/IMPLEMENTATION_WBS.csv,MODIFIED,68608,70432,3a14b202724aa295d6692c3a44211afe33aeecaca6d3af20524125da4b7eaf87,6ae142e6a72df32edc764de12123325b7cf930961d8d79fc5d68606cf5e20435
governance/JOINT_SCORE_CANDIDATES.csv,UNCHANGED,918,918,63c06205862d76c7c1c49a9a4813a2b918896b593d90a7e4cb59d89cdea410c9,63c06205862d76c7c1c49a9a4813a2b918896b593d90a7e4cb59d89cdea410c9
governance/JOIN_PATH_REGISTRY.csv,UNCHANGED,33448,33448,50ed7a63f613f6ad68fe9d7c4f51f609813404dbd5720a70187493428e53d8ba,50ed7a63f613f6ad68fe9d7c4f51f609813404dbd5720a70187493428e53d8ba
governance/LEAKAGE_SCENARIO_CATALOG.csv,UNCHANGED,2082,2082,d283ad51fbb88822302fb21320a9c56d638eeff2ad57e40a85a0328a3c624d20,d283ad51fbb88822302fb21320a9c56d638eeff2ad57e40a85a0328a3c624d20
governance/LOWER_DIVISION_TRANSLATION_CONTRACTS.csv,UNCHANGED,582,582,667e057b1a4f471793d0a569c650ba7ee5cbdc29a457e2d4061923009906174c,667e057b1a4f471793d0a569c650ba7ee5cbdc29a457e2d4061923009906174c
governance/MARKET_LANE_RULES.csv,UNCHANGED,704,704,15659db273396751e1f951754f86e2f4b8dd072e9364a89393875a479e24d533,15659db273396751e1f951754f86e2f4b8dd072e9364a89393875a479e24d533
governance/MATCHUP_CONTEXT_GATE_STATUS.csv,UNCHANGED,231,231,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5,0b6b2501b2355e5e8cde0cdeff25f1272d526b9086439c2bc536f6585c37dcc5
governance/MECHANICS_GATE_STATUS.csv,UNCHANGED,190,190,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113,b557358813fa014a6511ed3fb6801cddf222852c3f7046c6f1bd8688f1eba113
governance/MECHANICS_INTERACTION_CANDIDATES.csv,UNCHANGED,493,493,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21,a7e4e698e3c1fc905ff326163a5cdb4a7ff5e82abc4150ea97a3c418d4cbfe21
governance/METRIC_REGISTRY.csv,UNCHANGED,2570,2570,72e9834e7a372955c6491dcd433d9c5a0348ae1693f60bb39f99f62cd638e160,72e9834e7a372955c6491dcd433d9c5a0348ae1693f60bb39f99f62cd638e160
governance/MISSINGNESS_EVIDENCE_REGISTRY.csv,UNCHANGED,72076,72076,da7c95f169a67948db1379f59e5e52dd356912fc02d9b614ed9a8e3f9dd18381,da7c95f169a67948db1379f59e5e52dd356912fc02d9b614ed9a8e3f9dd18381
governance/MLFLOW_FIELD_MAPPING.csv,ADDED,,951,,45d05329bf8bade3e76fdebb3a209bd13ee2206c6b2dde09d71eacd2bf3d341f
governance/MODEL_ARCHITECTURE_CANDIDATES.csv,UNCHANGED,1776,1776,c7dacfff5e5baa815ab4e1259b90b20c2c0a68517a38ceba3c4b25cd5c51bc79,c7dacfff5e5baa815ab4e1259b90b20c2c0a68517a38ceba3c4b25cd5c51bc79
governance/MODEL_ARCHITECTURE_GATE_STATUS.csv,UNCHANGED,495,495,bf625654910d2c5286c3d051989204a5bb3fe125a1c5adec41d9359314717f4f,bf625654910d2c5286c3d051989204a5bb3fe125a1c5adec41d9359314717f4f
governance/MODEL_DERIVATION_CONTRACT.csv,UNCHANGED,1504,1504,1e82be5fea8f9145df6a4c1db81666ff18c119e4c03d12236710443b90a476a5,1e82be5fea8f9145df6a4c1db81666ff18c119e4c03d12236710443b90a476a5
governance/MODEL_DISAGREEMENT_CONTRACTS.csv,UNCHANGED,695,695,bcca65606a04504682dbe77f4f3d4cd50d45b1bb554438278a4cc843eac5cd33,bcca65606a04504682dbe77f4f3d4cd50d45b1bb554438278a4cc843eac5cd33
governance/MODEL_TARGET_CONTRACT.csv,UNCHANGED,2473,2473,39f06c5f30a0cf9426647adf18b83db79b154f121967ce2564cbdf33daab7813,39f06c5f30a0cf9426647adf18b83db79b154f121967ce2564cbdf33daab7813
governance/MODEL_TOURNAMENT_BASELINE_MATRIX.csv,ADDED,,593,,c2fcb696f71475a811ee697a5cb47dca26de30ae6c70a0945709d15616124e68
governance/MODEL_TOURNAMENT_COMPATIBILITY_MATRIX.csv,ADDED,,875,,c6b75aefd242fe529f36d7579099dbd47893293108f7d9ad09ac03490654ba6f
governance/MODEL_TOURNAMENT_POLICY.csv,ADDED,,1088,,19c232d3d77f0b7a63a5627ec578def7c603786c50cbd6c55b3b2f2f92153a04
governance/NEXT_WAVE.md,MODIFIED,957,1235,a91df8e33cadbfe77045d736528d1d66f68e9cc01a8591846f288168618f20a6,4c5dc790f6b4de6c366ed5a9a8e0dfb4512140a1b8b678fb6738c2aca745b231
governance/OFFICIATING_EXPERIMENT_POLICY.csv,UNCHANGED,579,579,65d6e15eb9454f41d52dc00335848f4b78b3a4ab94cafd275d4b2e6f8bc8afd4,65d6e15eb9454f41d52dc00335848f4b78b3a4ab94cafd275d4b2e6f8bc8afd4
governance/OOD_DETECTION_CANDIDATES.csv,UNCHANGED,873,873,8cbccb92410389aaeef0c960366d8cd39b325a67f52448b24e00eaa356e9889b,8cbccb92410389aaeef0c960366d8cd39b325a67f52448b24e00eaa356e9889b
governance/OPEN_ISSUES.md,MODIFIED,24914,25360,ae11141dee4c7b098b8c92b807031ec8922331e811a083d287a321f86558c3ed,31aa9b64a4a691db83aaad88be0cb3754881dde9b2f3ee3ed9bf9c2a21ed2b54
governance/OPPONENT_ADJUSTMENT_CANDIDATES.csv,UNCHANGED,479,479,dd0b0c84e15469ecf75543585a6a7c66b8775156e84dfc41120a2b1099cd910d,dd0b0c84e15469ecf75543585a6a7c66b8775156e84dfc41120a2b1099cd910d
governance/OPPONENT_STRENGTH_HIERARCHY.csv,UNCHANGED,869,869,e29f275eb3257e0463f5f660b7463f0e5bc812277cd69988dd802bb1a9f89b0a,e29f275eb3257e0463f5f660b7463f0e5bc812277cd69988dd802bb1a9f89b0a
governance/OPPORTUNITY_BACKLOG.yaml,MODIFIED,6737,6758,fa743cfa1d672fabff9936efc1cdcd91095feb5ffc792a8e2aa3bf18428f0253,80a9a01a09211d2724883102c0d66becd3f6185d5c5a824ceba1688c3a5af60b
governance/OPTUNA_FIELD_MAPPING.csv,ADDED,,937,,76f2c1af15a725a5ce458015af9ba64b82995d6ddb3484d952e1004a484914e5
governance/PIT_DOMAIN_POLICY.csv,UNCHANGED,2930,2930,1e9f7465018242fef18261f0f1c2849b080f878cf6fff96360976e7d68fc1ed9,1e9f7465018242fef18261f0f1c2849b080f878cf6fff96360976e7d68fc1ed9
governance/PIT_GATEWAY_RULES.csv,UNCHANGED,1750,1750,a0c15f6d95f7ab272840f9387babcd7b506c59bb30d4a4ec3fd5ee1f195063d3,a0c15f6d95f7ab272840f9387babcd7b506c59bb30d4a4ec3fd5ee1f195063d3
governance/PLAYER_INTELLIGENCE_GATE_STATUS.csv,UNCHANGED,318,318,6e000250153b11cd51f9b00f7659e41d4c75912bde6d7a0d623f0de0ed486bca,6e000250153b11cd51f9b00f7659e41d4c75912bde6d7a0d623f0de0ed486bca
governance/PLAYER_STATE_COMPONENTS.csv,UNCHANGED,1426,1426,69ee73840b613454a095eebe5609ff0adb78d046144845647d164acc3b635b89,69ee73840b613454a095eebe5609ff0adb78d046144845647d164acc3b635b89
governance/PLAYER_VALUE_EVIDENCE_CATALOG.csv,UNCHANGED,1620,1620,409fbd1f4160020e6783c65906669910fc5db750482a642408fb363433260623,409fbd1f4160020e6783c65906669910fc5db750482a642408fb363433260623
governance/POSSESSION_TEMPO_CONTRACTS.csv,UNCHANGED,383,383,70396726adf19971c87fa65f5d154188b5407812b55f35ecc08a2d71368211b0,70396726adf19971c87fa65f5d154188b5407812b55f35ecc08a2d71368211b0
governance/PRESEASON_HONOR_CANDIDATE_CONTRACTS.csv,UNCHANGED,769,769,b8e8985dad2deaa324fc96512c86a5e42b105f05bd3210a454399e25f50e0f7d,b8e8985dad2deaa324fc96512c86a5e42b105f05bd3210a454399e25f50e0f7d
governance/PRIVATE_RESOURCE_PROXY_CONTRACTS.csv,UNCHANGED,324,324,ec0a3a1ff1670fb2ffc8deb02f8d33df16452be80b9430d17b397a17df63987d,ec0a3a1ff1670fb2ffc8deb02f8d33df16452be80b9430d17b397a17df63987d
governance/PROGRAM_RESOURCE_LANES.csv,UNCHANGED,581,581,d9ab6e07b638dd606140cab9ee44d0d17b27939be357bb9a6ccdbe2756f10823,d9ab6e07b638dd606140cab9ee44d0d17b27939be357bb9a6ccdbe2756f10823
governance/PROJECT_IDENTITY.yaml,MODIFIED,377,402,25b73fd84adc321c47384b0feced8971d7b7e464c360c5bd776d24072dfbf55e,d20f53f1ea4e58e28fe79d18f6cf99dd2c9266a4e3c6bf8c32b9573523d229cd
governance/PROMOTION_DECISION_STATES.csv,UNCHANGED,1010,1010,e9f0f483e66c799ebf88dbbeb13fa1dc722aac5fa932bfd9bb87fb879163531b,e9f0f483e66c799ebf88dbbeb13fa1dc722aac5fa932bfd9bb87fb879163531b
governance/PROTECTED_ACCEPTANCE_RULES.md,UNCHANGED,1438,1438,e881e25c6338b000253405d9fce02592b6f9254bf193a4c8e3901a9a954b42ec,e881e25c6338b000253405d9fce02592b6f9254bf193a4c8e3901a9a954b42ec
governance/PROTECTED_JUDGING_RULE_SEAL.csv,ADDED,,2351,,7bf245d93d1d0fc6b87f55dddcacec76ced222279ffa09b7b1ab08ba36667356
governance/PROTECTED_SPLIT_REGISTRY.csv,UNCHANGED,1168,1168,6b90ef6fb09abd89d7a82a8b5835b00615671a7742839269c7401a2d0af5f764,6b90ef6fb09abd89d7a82a8b5835b00615671a7742839269c7401a2d0af5f764
governance/RAW_FIELD_HANDOFF_STATES.csv,UNCHANGED,868,868,e8eed9051f5b4c1923a57286498ea9e40307d693ea440cb476edbdd4e9927dc8,e8eed9051f5b4c1923a57286498ea9e40307d693ea440cb476edbdd4e9927dc8
governance/RAW_FIELD_REGISTRY.csv,UNCHANGED,709732,709732,32c0c2a2809859817fb90632183daaf60ddb4b8cdd06f9108237836678298246,32c0c2a2809859817fb90632183daaf60ddb4b8cdd06f9108237836678298246
governance/RECRUITING_PROSPECT_PRIOR_CATALOG.csv,UNCHANGED,928,928,161295cdb8ad7b0e75b399ed4c31f23aaf9f9b74ffd2df41b8c7c05d1782f6ff,161295cdb8ad7b0e75b399ed4c31f23aaf9f9b74ffd2df41b8c7c05d1782f6ff
governance/REDUNDANCY_CLUSTER_REGISTRY.csv,UNCHANGED,39970,39970,5027f7a51472295aec95c86b1ab2f7e34986f4953b5bdf794eccfc799b788313,5027f7a51472295aec95c86b1ab2f7e34986f4953b5bdf794eccfc799b788313
governance/REGIME_SIMILARITY_FACTORS.csv,UNCHANGED,860,860,271a9659493cedcc03bc1f3d7e75ab1ee9ae9e774e64e8001e0058c2fe67a530,271a9659493cedcc03bc1f3d7e75ab1ee9ae9e774e64e8001e0058c2fe67a530
governance/REGULATORY_ENVIRONMENT_CONTRACTS.csv,UNCHANGED,787,787,2d19c358d8b8c25ce16f279b0572f895fd1d780d59b128b40223333764d3d929,2d19c358d8b8c25ce16f279b0572f895fd1d780d59b128b40223333764d3d929
governance/REPLACEMENT_VALUE_CONTRACTS.csv,UNCHANGED,881,881,01dbd3d67d65b1d7b4ad34491ee3724e7605719f0cb416b521eabbcdd0f69220,01dbd3d67d65b1d7b4ad34491ee3724e7605719f0cb416b521eabbcdd0f69220
governance/REPLAY_CHECK_CATALOG.csv,ADDED,,777,,ab64b9fe2e918854506e3572820363d5bec21eec5bad473e64e1b48ffc5416a1
governance/REPLAY_FAILURE_POLICY.csv,ADDED,,655,,1eaffe74cd7396ffb0f980297609cb035f1813664d1a9599436d99ed6260d2b7
governance/REQUIREMENTS_INDEX.csv,MODIFIED,132009,156802,f838aa8e7f42fe860a3021e9f8c484eeb31d0a50926f9b35ef87c0f6c14566ac,bd8605c7dfbf0e3713a85dfe66da777dfbc74c4320e64c34d129ff4be18a6067
governance/REQUIREMENTS_TRACEABILITY.csv,MODIFIED,96698,117053,89e8d00700a68c9f3adbe78407dbe553eb980e6ae2d73eb58e8df6f74234869c,b021dd96c2d25b433092f526533eb058c73d2221cffbef811701cbe97433c585
governance/REQUIREMENT_ACCEPTANCE_MATRIX.csv,MODIFIED,143039,168048,a52b622aac87dd8ad46cec2501aed45ee9ba12105e8ff7aff97c1c70f1b5fc76,fa11e555839d0c61ff1896b369d8e2b0f3be2aff086b1458135092d56b35d296
governance/REQUIREMENT_TASK_TRACEABILITY.csv,MODIFIED,140291,149756,864d622ff48c487277fc933012931185da76bb2f8cc0d396f2cc27df0b32e0be,60fbf3c3af2c1040080d7d9bf8cde76bc4be7eb4cc733ca0057138d98331d564
governance/RESEARCH_BACKEND_CAPABILITIES.csv,ADDED,,728,,50e2a3e1a881bbc7c16f0b64a9ae14d99988daedaeb7c32bc66be223d10e2e05
governance/RESEARCH_FAILURE_TAXONOMY.csv,ADDED,,853,,fa334fb1e71a1a24cd55c0285ce96bd7e7e24939b205fbdd8ec58d70b4e3c856
governance/RESEARCH_RESOURCE_BUDGET_POLICY.csv,ADDED,,556,,d749eacaf54bffbdb49c9e65dbc464729dadb14f67d5a836970e6b6a65baf7fc
governance/RESEARCH_ROLE_CAPABILITIES.csv,ADDED,,1493,,cd2878a83c0f0beac82039817d67960f6f91b0c59e50519b70dc7427bf148990
governance/RESOURCE_ADMISSION_RULES.csv,ADDED,,1149,,34384d1c29e15941fa139faa5cd0eac96f9efdb8b0ec1e58b7c85023cad8cf81
governance/RESULT_ADOPTION_POLICY.csv,ADDED,,357,,b68658818e6c0808d326ddc72ba3896b26f8962773f855cdda43dd829300e534
governance/RESULT_PACKET_FIELD_CATALOG.csv,ADDED,,1129,,f09439248487a1f315d3752df90e252ab6087a8d118458ef83534444aafe96e4
governance/RISKS.md,MODIFIED,29653,31317,6b47f9f790a2377040ea65aa2b7b335e530c7ecce5554ceb728f2929fee4c8a0,8c149169b358dcbce47f223124d2b3dc1ade89a263416160f1758102820d7b99
governance/RISK_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,25864,30490,bfad027b8d77d1ab0478c05f011def52abaac9bd3f6d961c1af9c58835c25013,1272ebef9853d5557e00f51c329c6694f329376c94c6681a7301323cf5423027
governance/RISK_REGISTER.csv,MODIFIED,41291,50116,f0d2f706d9400260fafd40f39d9a0f41eec69b144dc608ec2f42733f4292e381,af63890f6088f11256cf275aa8b49130e6d3803c55d4b379cc93966533a1133e
governance/ROSTER_DEPTH_STATE_CONTRACTS.csv,UNCHANGED,1159,1159,a7595b65ac4ea190e0e0e1beaa7b71ffeb362668ce00e3c2ab73e330e3eacb3b,a7595b65ac4ea190e0e0e1beaa7b71ffeb362668ce00e3c2ab73e330e3eacb3b
governance/SCHEDULE_STRESS_CONTRACTS.csv,UNCHANGED,614,614,063b7e125179ae781ebfafd902a8b10a9ace57e6531809dc8724c29cce61542f,063b7e125179ae781ebfafd902a8b10a9ace57e6531809dc8724c29cce61542f
governance/SCHEME_PLAY_CALLER_TENDENCY_CONTRACTS.csv,UNCHANGED,585,585,8ce68ad0a558ec613d1541c051c37c288733bd4038e074c75088c3ac65456d15,8ce68ad0a558ec613d1541c051c37c288733bd4038e074c75088c3ac65456d15
governance/SCORE_STATE_POLICY_CANDIDATES.csv,UNCHANGED,530,530,24598954f3f3ab08082206feabe06d339201d4bf4fd40b6a9a2fc22356ee0913,24598954f3f3ab08082206feabe06d339201d4bf4fd40b6a9a2fc22356ee0913
governance/SHARED_CONTRACT_OWNERSHIP.csv,UNCHANGED,1503,1503,84917341a39f3e7b038a7f593594bcd7e003adf6f803397e6a5745d78634def1,84917341a39f3e7b038a7f593594bcd7e003adf6f803397e6a5745d78634def1
governance/SIMULATION_SCENARIO_CONTRACTS.csv,UNCHANGED,957,957,306c7c7dc63ea8f234a91e365b575645eb615d942f321cc9cddf0f4582d61302,306c7c7dc63ea8f234a91e365b575645eb615d942f321cc9cddf0f4582d61302
governance/SOURCE_MAPPING_METHODS.csv,UNCHANGED,918,918,9c6ccbd6a2d06fd61f9b6a57ac3b0e3e37b8566f72fe51ab2236bae2704d4b8d,9c6ccbd6a2d06fd61f9b6a57ac3b0e3e37b8566f72fe51ab2236bae2704d4b8d
governance/SOURCE_OF_TRUTH_MAP.md,UNCHANGED,7129,7129,060fbc65f5b40b2515dd4033943b26bb229579fa1a957ac3ddeaaae9d3f20920,060fbc65f5b40b2515dd4033943b26bb229579fa1a957ac3ddeaaae9d3f20920
governance/SPECIAL_TEAMS_COMPONENT_CONTRACTS.csv,UNCHANGED,562,562,276a44ccbdbe8fae2b4799531b08c6454de3f5aaa5e5333c9bd81fef792f2275,276a44ccbdbe8fae2b4799531b08c6454de3f5aaa5e5333c9bd81fef792f2275
